Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,71.62,6.0,0,0
0.00,23.994029548864486,130.5169686422945,0,0,0,0,85.93,9.0,0,0
0.00,22.53743288158574,113.48739975697963,0,0,0,0,100.24000000000001,12.0,0,0
0.00,23.25645501138299,126.40248939536666,0,0,0,0,114.55000000000001,15.0,0,0
0.00,21.45318094019634,124.93454096872736,0,0,0,0,128.86,18.0,0,0
0.00,22.05108678949626,121.72294771483699,0,0,0,0,143.16999999999996,21.0,0,0
0.00,21.41484448477432,120.72189176641996,0,0,0,0,157.48000000000002,24.0,0,0
0.00,21.97606137456949,120.8161042295277,0,0,0,0,171.79000000000002,27.0,0,0
0.00,20.530886548137858,116.56796066746558,0,0,0,0,186.10000000000002,30.0,0,0
0.00,18.849624685475625,114.57693915596249,0,0,0,0,200.40999999999997,33.0,0,0
0.02,18.727589879009326,117.76228640555188,0,0,0,0,214.71999999999997,36.0,0,0
0.02,18.183694404655416,115.45385271316475,0,0,0,0,229.03000000000003,39.0,0,0
0.02,18,111.89248176566676,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,18.996638052974667,109.02573751843534,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,20.262093212448676,109.7510693999992,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,20.166744807152682,110.22611312148678,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,18.91986649403838,114.49087293845713,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,19.728543190676056,117.0939920011853,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,20.330302482664187,118.23736515511924,1,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,20.88959741788531,118.55967001468971,1,0,0,0,343.51,63.0,0,0
0.03,20.842363705006413,121.50262328810179,1,0,0,0,357.82,66.0,0,0
0.03,21.93897334453473,122.98672504265402,1,0,0,0,372.13,69.0,0,0
0.03,20.55355935393673,124.95458722895378,1,0,0,0,386.44,72.0,0,0
0.03,18.819507737243946,127.20895108832799,1,0,0,0,400.75,75.0,0,0
0.03,19.974841733442968,128.9289169766961,1,0,0,0,415.06,78.0,0,0
0.03,19.34049020492874,130.26777945832958,1,0,0,0,429.37,81.0,0,0
0.03,18.675812742577246,132.09801350413142,1,0,0,0,443.68,84.0,0,0
0.03,18.776057138930405,132.0734680791746,1,0,0,0,457.99,87.0,0,0
0.03,18.082745820539266,134.4574447368467,2,0,0,0,472.3,90.0,0,0
0.03,18,136.83013787442508,2,0,0,0,486.61,93.0,0,0
0.05,18,136.86196442846241,2,0,0,0,500.92,96.0,0,0
0.05,18,136.37398298913126,2,0,0,0,515.23,99.0,0,0
