Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,100.24000000000001,12.0,0,0
0.00,25.975470632286395,96.74002120958869,0,0,0,0,114.55000000000001,15.0,0,0
0.00,26.47694847023515,111.24756423571098,0,0,0,0,128.86,18.0,0,0
0.00,25.976731818048272,110.19641934708444,0,0,0,0,143.16999999999996,21.0,0,0
0.00,26.405970055511986,102.85849951557256,0,0,0,0,157.48000000000002,24.0,0,0
0.00,26.36419090102852,110.19464792023517,0,0,0,0,171.79000000000002,27.0,0,0
0.00,25.296779461807517,105.98957756040829,0,0,0,0,186.10000000000002,30.0,0,0
0.00,23.634283263011866,108.21798035206204,0,0,0,0,200.40999999999997,33.0,0,0
0.00,23.584908519331957,107.63182995059138,0,0,0,0,214.71999999999997,36.0,0,0
0.00,22.475667527125253,108.95229632041416,0,0,0,0,229.03000000000003,39.0,0,0
0.02,20.89325857925265,109.56219669272036,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,21.6989308863822,110.59375607931013,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,23.59668148509126,111.66484199709645,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,22.235479525350012,117.65802016538818,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,23.819150162161456,121.4992599348471,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,22.600853172161194,125.4337329902049,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,23.14850940846971,126.42938804796233,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,21.360210351294665,129.0898892042906,0,0,0,0,343.51,63.0,0,0
0.02,19.998891341291085,131.9558157843243,0,0,0,0,357.82,66.0,0,0
0.02,19.688069219669927,133.50455248557958,0,0,0,0,372.13,69.0,0,0
0.03,18,135.17003707428754,0,0,0,0,386.44,72.0,0,0
0.03,18,135.0797791550306,0,0,0,0,400.75,75.0,0,0
0.03,18,136.49879621241698,0,0,0,0,415.06,78.0,0,0
0.03,18,137.28479609644066,0,0,0,0,429.37,81.0,0,0
0.03,18.330257040068318,137.47003846226247,0,0,0,0,443.68,84.0,0,0
0.03,18.43925246221176,137.93298453686387,0,0,0,0,457.99,87.0,0,0
0.03,20.043350729686182,140.65616588512248,0,0,0,0,472.3,90.0,0,0
0.03,20.87331012291481,142.33762768350314,0,0,0,0,486.61,93.0,0,0
0.03,21.913555628341832,142.20700798816827,0,0,0,0,500.92,96.0,0,0
0.03,21.24979892908358,144.13651507996403,0,0,0,0,515.23,99.0,0,0
0.05,20.17291603377092,144.80904585231747,0,0,0,0,520,100.0,0,0
0.05,19.49650370482494,142.4823910897254,0,0,0,0,505.69,97.0,0,0
0.05,20.941488729297195,138.95901140676415,0,0,0,0,491.38,94.0,0,0
0.05,21.66682598250454,136.14969650953114,0,0,0,0,477.07,91.0,0,0
0.05,21.20390408116768,133.06512892962505,0,0,0,0,462.76,88.0,0,0
0.05,19.328460089953197,131.17711065910927,0,0,0,0,448.45,85.0,0,0
0.05,19.572843643504903,129.36527366718906,0,0,0,0,434.14,82.0,0,0
0.05,21.49225795164077,128.19705214246895,0,0,0,0,419.83,79.0,0,0
0.05,19.746731406816508,125.80104397712417,0,0,0,0,405.52,76.0,0,0
0.05,20.84614057448546,123.59725283520575,0,0,0,0,391.21,73.0,0,0
0.07,20.20872256219717,122.14050975610229,0,0,0,0,376.9,70.0,0,0
0.07,21.120041679882895,120.20585305652465,0,0,0,0,362.59000000000003,67.0,0,0
0.07,21.48154308383511,119.15191725436887,0,0,0,0,348.28,63.99999999999999,0,0
0.07,21.351869087200946,117.76548434032605,0,0,0,0,333.96999999999997,60.99999999999999,0,0
0.07,20.85203863583516,115.82134467490141,0,0,0,0,319.65999999999997,57.99999999999999,0,0
0.07,22.23927536435132,114.29475723078143,0,0,0,0,305.34999999999997,54.99999999999999,0,0
0.07,21.72818643176903,112.70440966228296,0,0,0,0,291.03999999999996,51.99999999999999,0,0
0.07,21.743981290394867,111.10870111411221,0,0,0,0,276.7299999999999,48.99999999999998,0,0
0.07,20.673962959524932,110.29976747484257,0,0,0,0,262.4199999999999,45.99999999999997,0,0
0.07,20.40425060374978,109.15352021844974,1,0,0,0,248.10999999999984,42.99999999999997,0,0
0.08,19.75090572450435,108.10017415961373,1,0,0,0,233.79999999999984,39.99999999999997,0,0
0.08,19.233910188292644,107.26944960098749,1,0,0,0,219.48999999999984,36.999999999999964,0,0
0.08,20.944505431268535,106.64556334498592,1,0,0,0,205.1799999999999,33.99999999999997,0,0
0.08,21.167327362359245,105.62610061519463,1,0,0,0,190.8699999999999,30.99999999999997,0,0
0.08,21.019495108213892,105.06164981713484,1,0,0,0,176.55999999999983,27.99999999999997,0,0
0.08,20.839330699032626,104.36516818974012,1,0,0,0,162.24999999999983,24.99999999999997,0,0
0.08,21.127956615679015,103.69456632639208,1,0,0,0,147.93999999999988,21.99999999999997,0,0
0.08,20.504625282785735,103.33216093535249,1,0,0,0,133.62999999999988,18.99999999999997,0,0
0.08,18.735583997553487,102.1947920744676,1,0,0,0,119.31999999999988,15.999999999999972,0,0
0.08,19.022787849981086,101.35682595041185,1,0,0,0,105.00999999999982,12.999999999999972,0,0
0.10,18.846306376105606,100.3407968507814,1,0,0,0,90.69999999999987,9.999999999999972,0,0
0.10,20.57969959627941,99.85107384871489,2,0,0,0,76.38999999999987,6.999999999999972,0,0
0.10,19.0183814283306,99.24400321245399,2,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,19.50409192081599,98.01892651162738,2,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,18,97.23442043653765,2,0,0,0,43,0.0,0,0
0.10,18.042708814869,96.8962815254438,2,0,0,0,57.31,3.0,0,0
0.10,18.17132253051011,97.2892271561211,2,0,0,0,71.62,6.0,0,0
0.10,19.419948358375358,97.04121828688281,2,0,0,0,85.93,9.0,0,0
0.10,19.111021002571356,96.7697788243392,2,0,0,0,100.24000000000001,12.0,0,0
0.10,19.770163890153427,96.74761513914689,2,0,0,0,114.55000000000001,15.0,0,0
0.12,20.62463344289525,97.5571480958404,2,0,0,0,128.86,18.0,0,0
0.12,21.742426992853016,97.55060174084817,2,0,0,0,143.16999999999996,21.0,0,0
0.12,22.48989620182081,98.21288202602743,2,0,0,0,157.48000000000002,24.0,0,0
0.12,23.488910546714663,98.50503723769485,2,0,0,0,171.79000000000002,27.0,0,0
0.12,22.006496369635492,98.36767428953968,2,0,0,0,186.10000000000002,30.0,0,0
0.12,23.749340252994987,98.7787738923003,2,0,0,0,200.40999999999997,33.0,0,0
0.12,22.05453062969234,99.06675902584745,2,0,0,0,214.71999999999997,36.0,0,0
0.12,22.413486786030695,98.90677274276337,2,0,0,0,229.03000000000003,39.0,0,0
0.12,23.440102173860858,98.58305144525278,2,0,0,0,243.34000000000003,42.00000000000001,0,0
0.12,22.79773987670865,98.91574740662003,2,0,0,0,257.65000000000003,45.00000000000001,0,0
0.13,24.303802957634787,98.98455183131786,2,0,0,0,271.96000000000004,48.00000000000001,0,0
0.13,22.823566506934416,99.48176814795978,2,0,0,0,286.27000000000004,51.00000000000001,0,0
0.13,24.576485172087086,100.0710837119778,2,0,0,0,300.58000000000004,54.00000000000001,0,0
0.13,22.830660251357465,101.11086090455667,2,0,0,0,314.89000000000004,57.000000000000014,0,0
0.13,21.11626071097495,101.4019895684984,2,0,0,0,329.20000000000005,60.00000000000001,0,0
0.13,22.231176189806998,102.46926223788228,2,0,0,0,343.51,63.0,0,0
0.13,23.490332549182455,102.79150385490667,2,0,0,0,357.82,66.0,0,0
0.13,24.900341037281358,103.60008845334104,2,0,0,0,372.13,69.0,0,0
0.13,25.54699739646575,104.54880710493939,2,0,0,0,386.44,72.0,0,0
0.13,25.76099741522157,105.23655435664749,2,0,0,0,400.75,75.0,0,0
0.15,25.171420877585973,106.11302244398115,2,0,0,0,415.06,78.0,0,0
0.15,25.48788931189617,106.60926732223997,2,0,0,0,429.37,81.0,0,0
0.15,24.250978190191585,107.4796454215311,2,0,0,0,443.68,84.0,0,0
0.15,25.016693775630458,108.08150039192478,2,0,0,0,457.99,87.0,0,0
0.15,26.19862251237829,109.01848277034871,2,0,0,0,472.3,90.0,0,0
0.15,26.50882299302757,109.3065121040308,2,0,0,0,486.61,93.0,0,0
0.15,26.392400591094933,109.61899823341557,2,0,0,0,500.92,96.0,0,0
0.15,27.28764532209469,110.38393498018668,2,0,0,0,515.23,99.0,0,0
0.15,8.571428571428571,111.07280650463623,2,0,0,0,520,100.0,0,0
0.15,8.571428571428571,110.67082460129579,2,0,0,0,505.69,97.0,0,0
0.17,8.571428571428571,110.46314993565721,3,0,0,0,491.38,94.0,0,0
0.17,8.571428571428571,109.76143031843961,3,0,0,0,477.07,91.0,0,0
0.17,8.571428571428571,109.04892760105697,3,0,0,0,462.76,88.0,0,0
0.17,8.571428571428571,108.47007045621552,3,0,0,0,448.45,85.0,0,0
0.17,8.571428571428571,108.11135253913744,3,0,0,0,434.14,82.0,0,0
0.17,8.571428571428571,107.89583529336447,3,0,0,0,419.83,79.0,0,0
0.17,8.571428571428571,107.70655604288248,3,0,0,0,405.52,76.0,0,0
0.17,8.571428571428571,107.21197994898876,3,0,0,0,391.21,73.0,0,0
0.17,8.571428571428571,106.46749845772585,3,0,0,0,376.9,70.0,0,0
0.17,8.571428571428571,106.16424559427035,3,0,0,0,362.59000000000003,67.0,0,0
0.18,8.571428571428571,105.45391610338321,3,0,0,0,348.28,63.99999999999999,0,0
0.18,8.571428571428571,104.92333116684759,3,0,0,0,333.96999999999997,60.99999999999999,0,0
0.18,8.571428571428571,104.38217665377377,3,0,0,0,319.65999999999997,57.99999999999999,0,0
0.18,8.571428571428571,104.19558623564896,3,0,0,0,305.34999999999997,54.99999999999999,0,0
0.18,8.571428571428571,103.51463886192545,3,0,0,0,291.03999999999996,51.99999999999999,0,0
0.18,8.571428571428571,102.8552832407992,3,0,0,0,276.7299999999999,48.99999999999998,0,0
0.18,8.571428571428571,102.19966249610184,3,0,0,0,262.4199999999999,45.99999999999997,0,0
0.18,8.571428571428571,101.86001528769138,3,0,0,0,248.10999999999984,42.99999999999997,0,0
0.18,8.571428571428571,101.28200177339706,3,0,0,0,233.79999999999984,39.99999999999997,0,0
0.18,8.571428571428571,101.06142777339188,3,0,0,0,219.48999999999984,36.999999999999964,0,0
0.20,8.571428571428571,100.39771519221145,3,0,0,0,205.1799999999999,33.99999999999997,0,0
0.20,8.571428571428571,100.04606537800815,3,0,0,0,190.8699999999999,30.99999999999997,0,0
0.20,8.571428571428571,99.64405110914197,3,0,0,0,176.55999999999983,27.99999999999997,0,0
0.20,8.571428571428571,99.31527822540856,3,0,0,0,162.24999999999983,24.99999999999997,0,0
0.20,8.571428571428571,99.0532821703518,3,0,0,0,147.93999999999988,21.99999999999997,0,0
0.20,8.571428571428571,98.59507835845554,3,0,0,0,133.62999999999988,18.99999999999997,0,0
0.20,8.571428571428571,98.24456368095471,3,0,0,0,119.31999999999988,15.999999999999972,0,0
0.20,8.571428571428571,98.05368793331228,3,0,0,0,105.00999999999982,12.999999999999972,0,0
0.20,8.571428571428571,97.71861715671477,3,0,0,0,90.69999999999987,9.999999999999972,0,0
0.20,8.571428571428571,97.35837494087147,3,0,0,0,76.38999999999987,6.999999999999972,0,0
0.22,8.571428571428571,97.21114283972096,3,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.22,8.571428571428571,96.74981877627279,3,1,0,0,47.76999999999987,0.9999999999999716,0,0
0.22,8.571428571428571,96.28022454664942,3,1,0,0,43,0.0,0,0
0.22,8.571428571428571,96.40211804957825,3,1,0,0,57.31,3.0,0,0
0.22,8.571428571428571,96.41545254603882,3,1,0,0,71.62,6.0,0,0
0.22,8.571428571428571,96.69745069128804,3,1,0,0,85.93,9.0,0,0
0.22,8.571428571428571,96.75755277039673,3,1,0,0,100.24000000000001,12.0,0,0
0.22,8.571428571428571,97.20826316556222,3,1,0,0,114.55000000000001,15.0,0,0
0.22,8.571428571428571,97.47692149787643,3,1,0,0,128.86,18.0,0,0
0.22,8.571428571428571,97.2947462831159,3,1,0,0,143.16999999999996,21.0,0,0
0.23,8.571428571428571,97.41590269677063,3,1,0,0,157.48000000000002,24.0,0,0
0.23,8.571428571428571,97.54556342024571,3,1,0,0,171.79000000000002,27.0,0,0
0.23,8.571428571428571,97.85216199544497,3,1,0,0,186.10000000000002,30.0,0,0
0.23,8.571428571428571,97.7748644152343,3,1,0,0,200.40999999999997,33.0,0,0
0.23,8.571428571428571,97.81519405033838,3,1,0,0,214.71999999999997,36.0,0,0
0.23,8.571428571428571,98.20453682057178,3,1,0,0,229.03000000000003,39.0,0,0
0.23,8.571428571428571,98.01338060211725,3,1,0,0,243.34000000000003,42.00000000000001,0,0
0.23,8.571428571428571,98.15835900723148,3,1,0,0,257.65000000000003,45.00000000000001,0,0
0.23,8.571428571428571,98.3041674443489,3,1,0,0,271.96000000000004,48.00000000000001,0,0
