Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.43,24.507930001666818,36.11676045392385,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.43,26.185109626302648,36.20652221990434,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.43,27.507104697737937,36.24552004730833,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.43,25.579822980983423,36.47004646717729,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.43,27.4038592916909,36.50396564901206,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.43,25.536473306189794,36.51561563738132,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.43,24.95791040098802,36.66015698106468,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.43,24.015191210309762,36.69083849819791,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,24.69791637701062,36.624321093114794,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,24.3620845149712,36.63521148717012,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,24.881516527271522,36.640856016482175,0,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,23.519908589033584,36.81579357708668,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,22.5953423626478,36.785047468865514,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,21.172664912846752,36.81117056233114,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,19.338275277064426,36.9431409759665,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,18.63280067860217,37.040372046030136,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,18,37.05727289271907,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.45,19.381882213995244,37.03663909493902,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,18,37.20798627381713,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,18.041233163647547,37.28537358534767,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,18,37.38692231277941,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,19.938896195804087,37.45768724792992,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,19.668861182643703,37.5121939750233,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,18,37.577985098068346,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,18,37.62213378901523,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,18,37.66381192918276,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,19.470619599058143,37.64615680805108,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.47,18.6677434466407,37.711250184394615,1,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,18.237625856042207,37.8633708198353,2,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,18.297446186468903,37.82659066273593,2,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,20.081878526409163,37.874077742228,2,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,19.40031890429626,37.97284459266949,2,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,18.854766813524712,38.071250504141815,2,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,18.757711237777734,38.141836220829504,2,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,20.385460258615065,38.28097808402174,2,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,18.906164568726904,38.383548709948656,3,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,19.607801917217774,38.35722185206295,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.48,20.68309232499735,38.40571580750009,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,22.167853357585948,38.45017961522703,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,22.179791420741093,38.45248441572915,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,20.555454865621446,38.44693688703766,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,22.288720182081768,38.51336581056706,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,21.627145678620156,38.61465616912083,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,22.943577797102165,38.662782529355354,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,24.21162589548536,38.73258151677351,4,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,25.408827131292334,38.82493714285661,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,26.663306369099857,38.89737616364087,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.50,26.453328566403513,38.924554170085564,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,26.347014662769414,39.01125976702353,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,25.66352496164594,39.09124819242322,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,25.37630559450272,39.107031640078674,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,24.63946034102639,39.03287536614371,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,25.512537480191824,38.968966791113424,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,27.04688457180381,39.051652472141974,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,27.70375756927948,39.153775835569,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,27.428278192545537,39.16420159491734,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,28.32886593554658,39.22650952761366,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.52,29.09189957920679,39.37949167855309,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,31.043101853474408,39.404414223142226,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,32.83487604180519,39.36151856891281,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,33.626339782438876,39.38710445415418,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,33.60000387352258,39.47391119186826,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,35,39.48180945599197,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,35,39.5679284149272,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,34.72616617143537,39.56581752081684,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,34.80772835226687,39.59645622496092,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,35,39.64654765222047,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.53,35,39.66824312664245,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,33.69590416626833,39.691357275315745,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,32.235446328729395,39.76389542504166,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,31.69979643411137,39.75578178759957,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,30.20343732986346,39.86641232858759,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,28.22403319245077,39.90463428269412,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,28.56189427596662,39.93034914378319,5,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,26.83829946918729,39.91010177637213,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,27.82626272929076,39.96101566424678,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,26.942107881434193,40.11629600770858,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.55,28.562428520432125,40.10465331896336,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,28.13002916176863,40.09551474195305,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,29.442108249402562,40.161614133149236,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,30.269130219659317,40.20240730989671,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,30.256308882026765,40.24331932002544,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,31.991006968942187,40.37771186619705,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,31.84611223590393,40.34048613191689,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,33.64763315762086,40.389587285184135,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,32.51128301053268,40.426731671048536,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.57,31.051502875970368,40.44689682186345,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,31.44522543139508,40.41499735672503,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,33.344139399639815,40.559349565090535,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,32.63471205582792,40.61378911087289,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,34.55898670610692,40.65568566322735,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,35,40.7150868833674,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,33.93922030665958,40.66474877666594,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,35,40.780671429907514,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,34.70020731783908,40.79540292552597,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,35,40.84971742437846,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.58,34.809322234481364,40.90263273931373,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.60,33.31045087567405,40.970110207971544,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
0.60,31.60049148862655,41.03829271638601,6,0,75.2345785139886,902.0390919287174,97.23529842819909,11.370083527924336,0.05009517569663083,-0.049185334156387484
