Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,100.24000000000001,12.0,0,0
0.00,24.768188682641846,112.23782737415715,0,0,0,0,114.55000000000001,15.0,0,0
0.00,26.279460980211418,121.82898658406589,0,0,0,0,128.86,18.0,0,0
0.00,25.402047738729564,121.74467858693443,0,0,0,0,143.16999999999996,21.0,0,0
0.00,25.53927240883775,120.21593494552985,1,0,0,0,157.48000000000002,24.0,0,0
0.00,26.576133976368965,116.78105601273982,2,0,0,0,171.79000000000002,27.0,0,0
0.00,27.353538880665603,116.47462732076714,2,0,0,0,186.10000000000002,30.0,0,0
0.00,26.551555973234407,117.98415716164162,2,0,0,0,200.40999999999997,33.0,0,0
0.00,27.50147237342029,119.07329959919493,2,0,0,0,214.71999999999997,36.0,0,0
0.00,26.04965252180886,118.60192937790286,2,1,0,0,229.03000000000003,39.0,0,0
0.02,27.662927290439175,116.620625742619,2,1,0,0,243.34000000000003,42.00000000000001,0,0
0.02,28.150589921795707,119.97702566303104,2,1,0,0,257.65000000000003,45.00000000000001,0,0
0.02,29.562714503382164,120.53539147260554,2,1,0,0,271.96000000000004,48.00000000000001,0,0
0.02,30.870574792213894,122.775431288413,2,1,0,0,286.27000000000004,51.00000000000001,0,0
0.02,32.25753576042439,128.01861784518763,2,1,0,0,300.58000000000004,54.00000000000001,0,0
0.02,31.25129142067524,129.91768519486365,2,1,0,0,314.89000000000004,57.000000000000014,0,0
0.02,31.68337576478595,128.77231070453257,2,1,0,0,329.20000000000005,60.00000000000001,0,0
0.02,30.091574794615976,132.8767727699815,2,1,0,0,343.51,63.0,0,0
0.02,30.960450819874566,134.5121492461113,2,1,0,0,357.82,66.0,0,0
0.02,32.906643215845,134.19727960003897,2,1,0,0,372.13,69.0,0,0
0.03,34.51653783207389,133.60826648674728,2,1,0,0,386.44,72.0,0,0
0.03,32.94215087044807,135.46655053500106,2,1,0,0,400.75,75.0,0,0
0.03,31.377189678158302,136.40438484768924,2,1,0,0,415.06,78.0,0,0
0.03,30.762765629731348,136.96241827558475,2,1,0,0,429.37,81.0,0,0
0.03,30.676073505982956,139.12721265565503,2,1,0,0,443.68,84.0,0,0
0.03,31.92881261057139,138.11981240595236,2,1,0,0,457.99,87.0,0,0
0.03,31.60295442513646,138.84032870311344,2,1,0,0,472.3,90.0,0,0
0.03,30.99320053072644,138.53564671469837,2,1,0,0,486.61,93.0,0,0
0.03,32.51031158793792,139.25558535598293,2,2,0,0,500.92,96.0,0,0
0.03,34.13716225635757,139.99989153572696,2,2,0,0,515.23,99.0,0,0
0.05,33.93358610754824,140.61317530569502,2,2,0,0,520,100.0,0,0
0.05,35,136.6280517277849,2,2,0,0,505.69,97.0,0,0
0.05,34.93968754168056,135.32722624569735,2,2,0,0,491.38,94.0,0,0
0.05,33.65892803683308,133.87969098025792,2,2,0,0,477.07,91.0,0,0
0.05,34.930120998740875,132.28701169065855,2,2,0,0,462.76,88.0,0,0
0.05,33.72129211957911,131.04706526922234,2,2,0,0,448.45,85.0,0,0
0.05,33.26414274741111,129.39371865290073,2,2,0,0,434.14,82.0,0,0
0.05,32.32852476490744,127.90248627172416,2,2,0,0,419.83,79.0,0,0
0.05,31.0196565224106,125.87721176905339,2,2,0,0,405.52,76.0,0,0
0.05,31.014429099030625,124.22045336572634,3,2,0,0,391.21,73.0,0,0
0.07,30.729289957801143,123.07477686241145,3,2,0,0,376.9,70.0,0,0
0.07,29.399191370576492,121.23841150923502,3,2,0,0,362.59000000000003,67.0,0,0
0.07,30.273679740639974,119.3320455470782,3,2,0,0,348.28,63.99999999999999,0,0
0.07,30.1011524101207,117.46405100863254,3,2,0,0,333.96999999999997,60.99999999999999,0,0
0.07,31.244722086523776,116.5599022451794,3,2,0,0,319.65999999999997,57.99999999999999,0,0
0.07,31.21065795767584,115.04691402338081,3,2,0,0,305.34999999999997,54.99999999999999,0,0
0.07,32.987532052645385,113.65200734677701,3,2,0,0,291.03999999999996,51.99999999999999,0,0
0.07,31.037021008741675,112.84385410741544,3,2,0,0,276.7299999999999,48.99999999999998,0,0
0.07,30.12743226935905,111.88082302387652,3,2,0,0,262.4199999999999,45.99999999999997,0,0
0.07,31.152843790154826,110.5856329657515,3,2,0,0,248.10999999999984,42.99999999999997,0,0
0.08,29.699935580390694,108.8521713939957,3,2,0,0,233.79999999999984,39.99999999999997,0,0
0.08,30.474503148455675,107.43395580678181,3,2,0,0,219.48999999999984,36.999999999999964,0,0
0.08,30.192410398041936,106.73444780699188,3,2,0,0,205.1799999999999,33.99999999999997,0,0
0.08,29.61797911611417,105.59951543306055,3,2,0,0,190.8699999999999,30.99999999999997,0,0
0.08,29.98667531199685,104.0844351881353,3,2,0,0,176.55999999999983,27.99999999999997,0,0
0.08,31.118520571982373,103.4377580296858,3,2,0,0,162.24999999999983,24.99999999999997,0,0
0.08,31.632334582613062,102.52091429121299,3,2,0,0,147.93999999999988,21.99999999999997,0,0
0.08,31.2872837913538,101.43357616642294,3,2,0,0,133.62999999999988,18.99999999999997,0,0
0.08,31.46784050116427,100.58413493277172,3,2,0,0,119.31999999999988,15.999999999999972,0,0
0.08,30.768474354954293,99.60122344805309,3,2,0,0,105.00999999999982,12.999999999999972,0,0
0.10,30.28412307881604,99.19177596581508,3,3,0,0,90.69999999999987,9.999999999999972,0,0
0.10,29.62290933389569,98.69045935068489,3,3,0,0,76.38999999999987,6.999999999999972,0,0
0.10,31.46558363412994,98.08010469538033,3,3,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,30.925463479666295,97.58399304643103,3,3,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,29.97471349764121,97.02567716388128,3,3,0,0,43,0.0,0,0
0.10,31.921706176315222,97.52201403633116,3,3,0,0,57.31,3.0,0,0
0.10,31.06764086751462,97.59145131979415,3,3,0,0,71.62,6.0,0,0
0.10,30.24740990549945,97.55081884497837,3,3,0,0,85.93,9.0,0,0
0.10,30.71634279254734,97.43975443839985,3,3,0,0,100.24000000000001,12.0,0,0
0.10,31.001769533281013,97.86261545522376,4,3,0,0,114.55000000000001,15.0,0,0
0.12,30.798992728039504,98.05835600682133,4,3,0,0,128.86,18.0,0,0
0.12,30.32773186855153,98.11591268535538,4,3,0,0,143.16999999999996,21.0,0,0
0.12,28.579827057975898,98.38458738823431,4,3,0,0,157.48000000000002,24.0,0,0
0.12,27.911278712301492,98.78051416452048,4,3,0,0,171.79000000000002,27.0,0,0
0.12,29.523557108034893,98.85516964488194,4,3,0,0,186.10000000000002,30.0,0,0
0.12,29.325460610973778,99.66712816414501,4,3,0,0,200.40999999999997,33.0,0,0
0.12,29.22968754606746,99.69620182395433,4,3,0,0,214.71999999999997,36.0,0,0
0.12,30.554220162706756,99.25086924752542,4,3,0,0,229.03000000000003,39.0,0,0
0.12,32.087706566014376,99.0705097998737,4,3,0,0,243.34000000000003,42.00000000000001,0,0
0.12,32.78523608358734,99.72521981864107,4,3,0,0,257.65000000000003,45.00000000000001,0,0
0.13,33.889805438741966,99.70943817837508,4,3,0,0,271.96000000000004,48.00000000000001,0,0
0.13,32.79825699159909,100.60811371817789,5,3,0,0,286.27000000000004,51.00000000000001,0,0
0.13,30.984444751889544,101.41332098253535,5,3,0,0,300.58000000000004,54.00000000000001,0,0
0.13,29.255293575928402,102.47770332524426,5,3,0,0,314.89000000000004,57.000000000000014,0,0
0.13,30.144390195818698,102.9336403063746,5,3,0,0,329.20000000000005,60.00000000000001,0,0
0.13,29.316010030109926,103.92867698023062,5,3,0,0,343.51,63.0,0,0
0.13,27.94309134981391,104.59743058505155,5,3,0,0,357.82,66.0,0,0
0.13,29.670900328323697,105.37747049822111,5,3,0,0,372.13,69.0,0,0
0.13,30.38174689285218,105.92162098863605,5,3,0,0,386.44,72.0,0,0
0.13,28.781307242929262,106.58195332028001,5,3,0,0,400.75,75.0,0,0
0.15,28.689849373514477,107.31409318687484,5,3,0,0,415.06,78.0,0,0
0.15,29.6359962940605,107.94193129399311,5,3,0,0,429.37,81.0,0,0
0.15,30.89860269115373,108.75048293480934,5,3,0,0,443.68,84.0,0,0
0.15,28.912277659322566,109.42392023091347,5,3,0,0,457.99,87.0,0,0
0.15,28.7118067777671,109.92849471055104,5,3,0,0,472.3,90.0,0,0
0.15,27.625196219925726,110.6382312485835,5,3,0,0,486.61,93.0,0,0
0.15,26.276894928433,111.49818766271783,5,3,0,0,500.92,96.0,0,0
0.15,27.66347308311678,112.29855490349286,5,3,0,0,515.23,99.0,0,0
0.15,8.571428571428571,113.1387708557868,5,3,0,0,520,100.0,0,0
0.15,8.571428571428571,112.72773802365732,5,3,0,0,505.69,97.0,0,0
0.17,8.571428571428571,112.34622785636144,5,3,0,0,491.38,94.0,0,0
0.17,8.571428571428571,111.93089281073436,5,3,0,0,477.07,91.0,0,0
0.17,8.571428571428571,111.64810383688551,5,3,0,0,462.76,88.0,0,0
0.17,8.571428571428571,111.30348948965795,5,3,0,0,448.45,85.0,0,0
0.17,8.571428571428571,110.43135834437098,5,3,0,0,434.14,82.0,0,0
0.17,8.571428571428571,109.72811394399295,5,3,0,0,419.83,79.0,0,0
0.17,8.571428571428571,109.52793342408498,5,3,0,0,405.52,76.0,0,0
0.17,8.571428571428571,109.1973884746743,5,3,0,0,391.21,73.0,0,0
0.17,8.571428571428571,108.56808917224818,5,3,0,0,376.9,70.0,0,0
0.17,8.571428571428571,108.09290846747868,5,3,0,0,362.59000000000003,67.0,0,0
0.18,8.571428571428571,107.43497708049944,5,3,0,0,348.28,63.99999999999999,0,0
0.18,8.571428571428571,107.26772490205506,5,3,0,0,333.96999999999997,60.99999999999999,0,0
0.18,8.571428571428571,106.5713205224142,5,3,0,0,319.65999999999997,57.99999999999999,0,0
0.18,8.571428571428571,105.9005467139666,5,3,0,0,305.34999999999997,54.99999999999999,0,0
0.18,8.571428571428571,105.44952963044933,5,3,0,0,291.03999999999996,51.99999999999999,0,0
0.18,8.571428571428571,105.03152480728959,5,3,0,0,276.7299999999999,48.99999999999998,0,0
0.18,8.571428571428571,104.44280961426496,5,3,0,0,262.4199999999999,45.99999999999997,0,0
0.18,8.571428571428571,104.06139147430373,5,3,0,0,248.10999999999984,42.99999999999997,0,0
0.18,8.571428571428571,103.69197060814267,5,3,0,0,233.79999999999984,39.99999999999997,0,0
0.18,8.571428571428571,103.20156912512715,5,3,0,0,219.48999999999984,36.999999999999964,0,0
0.20,8.571428571428571,102.53429284508788,5,3,0,0,205.1799999999999,33.99999999999997,0,0
0.20,8.571428571428571,102.20424203436032,5,3,0,0,190.8699999999999,30.99999999999997,0,0
0.20,8.571428571428571,101.60440319998315,5,3,0,0,176.55999999999983,27.99999999999997,0,0
0.20,8.571428571428571,101.2840488855639,5,3,0,0,162.24999999999983,24.99999999999997,0,0
0.20,8.571428571428571,101.07368415660007,5,3,0,0,147.93999999999988,21.99999999999997,0,0
0.20,8.571428571428571,100.7723976631858,5,3,0,0,133.62999999999988,18.99999999999997,0,0
0.20,8.571428571428571,100.68276374275982,5,3,0,0,119.31999999999988,15.999999999999972,0,0
0.20,8.571428571428571,100.52808332397638,5,3,0,0,105.00999999999982,12.999999999999972,0,0
0.20,8.571428571428571,99.86551910767562,6,3,0,0,90.69999999999987,9.999999999999972,0,0
0.20,8.571428571428571,99.53382776702966,6,3,0,0,76.38999999999987,6.999999999999972,0,0
0.22,8.571428571428571,99.01086475639572,6,3,0,0,62.07999999999987,3.9999999999999716,0,0
0.22,8.571428571428571,98.6494000451632,6,3,0,0,47.76999999999987,0.9999999999999716,0,0
0.22,8.571428571428571,98.393935140273,6,3,0,0,43,0.0,0,0
0.22,8.571428571428571,98.51369077800267,6,3,0,0,57.31,3.0,0,0
0.22,8.571428571428571,98.92256459057606,6,3,0,0,71.62,6.0,0,0
0.22,8.571428571428571,99.0962281327709,6,3,0,0,85.93,9.0,0,0
0.22,8.571428571428571,98.97033481207728,6,3,0,0,100.24000000000001,12.0,0,0
0.22,8.571428571428571,99.03535495349774,6,3,0,0,114.55000000000001,15.0,0,0
0.22,8.571428571428571,98.96655571747743,6,3,0,0,128.86,18.0,0,0
0.22,8.571428571428571,99.07242768411193,6,3,0,0,143.16999999999996,21.0,0,0
0.23,8.571428571428571,99.0774783362666,6,3,0,0,157.48000000000002,24.0,0,0
0.23,8.571428571428571,99.15450684125332,6,3,0,0,171.79000000000002,27.0,0,0
0.23,8.571428571428571,99.38013537896447,6,3,0,0,186.10000000000002,30.0,0,0
0.23,8.571428571428571,99.76330886980003,6,3,0,0,200.40999999999997,33.0,0,0
