Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,114.55000000000001,15.0,0,0
0.00,26.173217627279772,93.59295666933579,0,0,0,0,128.86,18.0,0,0
0.00,27.756372224908283,105.19003666636172,0,0,0,0,143.16999999999996,21.0,0,0
0.00,29.449677743438297,102.3600464055379,0,0,0,0,157.48000000000002,24.0,0,0
0.00,29.05859104094389,96.63947757340357,0,0,0,0,171.79000000000002,27.0,0,0
0.00,27.169739496637675,99.21910554289973,0,0,0,0,186.10000000000002,30.0,0,0
0.00,25.548448520001955,100.20711139224905,0,0,0,0,200.40999999999997,33.0,0,0
0.00,25.091953892232556,97.17442890672346,0,0,0,0,214.71999999999997,36.0,0,0
0.00,23.20402309296818,99.01852907956874,0,0,0,0,229.03000000000003,39.0,0,0
0.00,21.821600791819506,103.20762047840515,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,20.591957810679176,104.26708838490866,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,18.807903698413483,106.60834300780526,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,19.18663480964388,111.08123696637305,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,19.11981616043863,115.53321857910112,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,18.483015979110597,118.34774645245916,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,18,121.6835753570524,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,18,125.35763703175178,0,0,0,0,343.51,63.0,0,0
0.02,18,128.36199460554766,0,0,0,0,357.82,66.0,0,0
0.02,18,129.03291759833195,0,0,0,0,372.13,69.0,0,0
0.02,18.50586252653283,128.86895235586013,0,0,0,0,386.44,72.0,0,0
0.03,18,131.70394122627104,0,0,0,0,400.75,75.0,0,0
0.03,19.007686805683345,132.68381154208748,0,0,0,0,415.06,78.0,0,0
0.03,19.173211558896636,132.6654775893007,0,0,0,0,429.37,81.0,0,0
0.03,18.827816563741905,133.28380365475485,0,0,0,0,443.68,84.0,0,0
0.03,18.983226275646555,134.2408509985565,0,0,0,0,457.99,87.0,0,0
