Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,114.55000000000001,15.0,0,0
0.00,25.75273705267903,96.08446647169126,0,0,0,0,128.86,18.0,0,0
0.00,25.01020792760824,105.83120150558318,0,0,0,0,143.16999999999996,21.0,0,0
0.00,25.85593727406445,108.50969369717555,0,0,0,0,157.48000000000002,24.0,0,0
0.00,25.541634450172065,110.91890299055903,0,0,0,0,171.79000000000002,27.0,0,0
0.00,26.442916219297864,113.80705310481308,0,0,0,0,186.10000000000002,30.0,0,0
0.00,24.794076467014758,112.4594448495225,0,0,0,0,200.40999999999997,33.0,0,0
0.00,26.71341672874439,113.16760477784752,0,0,0,0,214.71999999999997,36.0,0,0
0.00,26.867683906189907,108.79217450384577,0,0,0,0,229.03000000000003,39.0,0,0
0.00,26.611404188500536,105.49449250643133,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,27.77657620379009,108.636979634861,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,29.19636773210102,107.35734042726295,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,29.819121949213372,112.1141459013931,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,29.62878758315456,112.7312573963171,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,29.005152547010436,114.6472319689156,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,28.84604091866775,120.49680865056311,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,27.426149196261083,122.46215548783464,0,0,0,0,343.51,63.0,0,0
0.02,27.74340405363708,124.21949452593293,0,0,0,0,357.82,66.0,0,0
0.02,26.859824222248665,124.28260681475395,0,0,0,0,372.13,69.0,0,0
0.02,27.1462489574842,124.1306755083132,0,0,0,0,386.44,72.0,0,0
0.03,26.786636541194532,125.16286456596474,0,0,0,0,400.75,75.0,0,0
0.03,27.49707488697458,127.71088298232445,0,0,0,0,415.06,78.0,0,0
0.03,25.96785808784686,129.27139510152963,0,0,0,0,429.37,81.0,0,0
0.03,27.147297293518267,132.23285516453578,0,0,0,0,443.68,84.0,0,0
0.03,25.75602163975071,134.71817042744237,0,0,0,0,457.99,87.0,0,0
0.03,24.85024725252183,136.5092180074271,0,0,0,0,472.3,90.0,0,0
0.03,25.461676403234115,135.55923629188803,0,0,0,0,486.61,93.0,0,0
0.03,25.748318059782395,134.5292096426052,0,0,0,0,500.92,96.0,0,0
0.03,27.084344807438487,136.19228630281978,0,0,0,0,515.23,99.0,0,0
0.03,28.56226527648233,135.4159455920655,0,0,0,0,520,100.0,0,0
0.05,28.245322015748393,132.8692672546844,0,0,0,0,505.69,97.0,0,0
0.05,30.16178988973975,131.21107598498736,0,0,0,0,491.38,94.0,0,0
0.05,28.647933675811196,128.92307247135858,0,0,0,0,477.07,91.0,0,0
0.05,29.85484437160044,127.37222645931206,0,0,0,0,462.76,88.0,0,0
0.05,29.72085214248176,125.71513847271196,0,0,0,0,448.45,85.0,0,0
0.05,29.536927227322323,123.50575459326868,0,0,0,0,434.14,82.0,0,0
0.05,28.07279491025285,122.01590723819368,0,0,0,0,419.83,79.0,0,0
0.05,29.66874110513317,120.1189118010999,0,0,0,0,405.52,76.0,0,0
0.05,29.476621225746065,118.77202312211382,0,0,0,0,391.21,73.0,0,0
0.05,31.22223317647976,117.73950004766911,0,0,0,0,376.9,70.0,0,0
0.07,29.924672670414477,116.34787659416064,0,0,0,0,362.59000000000003,67.0,0,0
0.07,28.141458374621912,115.56977040361417,0,0,0,0,348.28,63.99999999999999,0,0
