Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,85.93,9.0,0,0
0.00,26.73938757692657,132.8591667876853,0,0,0,0,100.24000000000001,12.0,0,0
0.00,28.537860345423518,132.25512045926322,0,0,0,0,114.55000000000001,15.0,0,0
0.00,27.3389356388601,119.62694842438691,0,0,0,0,128.86,18.0,0,0
0.00,26.361874600624333,121.25083417126572,0,0,0,0,143.16999999999996,21.0,0,0
0.00,26.457311035290523,126.08916026226696,0,0,0,0,157.48000000000002,24.0,0,0
0.00,26.349903547089447,129.4810090222845,0,0,0,0,171.79000000000002,27.0,0,0
0.00,25.79135273011595,127.73404674150899,0,0,0,0,186.10000000000002,30.0,0,0
0.00,27.73415394374056,127.92880940909433,0,0,0,0,200.40999999999997,33.0,0,0
0.00,28.86019717864352,123.26501104884667,0,0,0,0,214.71999999999997,36.0,0,0
0.02,30.54609877226128,120.77059732974091,0,0,0,0,229.03000000000003,39.0,0,0
0.02,32.294892998409296,117.87213736628775,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,31.791176232731967,117.0313242412032,1,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,31.634787817307163,116.44849393543247,1,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,32.00457984518362,117.71965946206073,1,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,31.178328508601908,121.79021789153452,1,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,33.11112110356372,125.17594395973343,1,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,31.508498835612116,128.9128915144007,1,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,31.474401632115317,130.58425027458415,1,0,0,0,343.51,63.0,0,0
0.02,30.3802257846206,129.86244998873926,1,0,0,0,357.82,66.0,0,0
0.03,30.524152811930943,132.4387145139372,1,0,0,0,372.13,69.0,0,0
0.03,32.44873400187315,134.0771555182744,1,0,0,0,386.44,72.0,0,0
0.03,31.795963040136044,135.4404148957973,1,0,0,0,400.75,75.0,0,0
0.03,30.79104215795745,137.28996810572357,1,0,0,0,415.06,78.0,0,0
0.03,31.736597234878573,138.98794143714267,1,1,0,0,429.37,81.0,0,0
0.03,30.478395241375637,139.84483094554008,1,1,0,0,443.68,84.0,0,0
0.03,28.926496837067614,139.01339368775055,2,1,0,0,457.99,87.0,0,0
0.03,30.713180401680397,137.94298085847907,2,1,0,0,472.3,90.0,0,0
0.03,29.782575867983216,138.83693477435946,2,1,0,0,486.61,93.0,0,0
0.03,30.307281192261996,140.79610450362568,2,1,0,0,500.92,96.0,0,0
0.05,29.10551429383939,141.62314144337992,2,1,0,0,515.23,99.0,0,0
0.05,27.645839858962603,142.69094305005876,2,1,0,0,520,100.0,0,0
0.05,28.997959952666932,140.73597655763868,2,1,0,0,505.69,97.0,0,0
0.05,27.211881516998307,138.47226456337552,2,1,0,0,491.38,94.0,0,0
0.05,26.880114030593518,135.94334953427096,2,1,0,0,477.07,91.0,0,0
0.05,24.903048470880922,133.50322328783034,2,1,0,0,462.76,88.0,0,0
0.05,24.986288899569615,131.50141478873826,2,1,0,0,448.45,85.0,0,0
0.05,24.183777414425876,129.57775119881086,2,1,0,0,434.14,82.0,0,0
0.05,23.838679539232366,127.49162762361262,2,1,0,0,419.83,79.0,0,0
0.05,22.376224376230365,125.06404410497672,2,1,0,0,405.52,76.0,0,0
0.07,21.29511355287385,123.88291926005819,2,1,0,0,391.21,73.0,0,0
0.07,20.189310751904475,121.91465688380731,2,1,0,0,376.9,70.0,0,0
0.07,20.816115615939854,120.4267708889126,2,1,0,0,362.59000000000003,67.0,0,0
0.07,21.56749445499965,119.05671586784582,2,1,0,0,348.28,63.99999999999999,0,0
0.07,19.90670778298043,117.63170030824877,2,1,0,0,333.96999999999997,60.99999999999999,0,0
0.07,18.372842722645522,116.22285715333838,2,1,0,0,319.65999999999997,57.99999999999999,0,0
0.07,19.12341888020188,114.84256710738379,2,1,0,0,305.34999999999997,54.99999999999999,0,0
0.07,18.644264023081398,113.39395455364483,2,1,0,0,291.03999999999996,51.99999999999999,0,0
