Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,162.24999999999983,24.99999999999997,0,0
0.00,24.02411495310319,80.32120630736124,0,0,0,0,147.93999999999988,21.99999999999997,0,0
0.00,22.96784461167847,69.88261658962624,0,0,0,0,133.62999999999988,18.99999999999997,0,0
0.00,24.616020383176444,69.37793253363569,0,0,0,0,119.31999999999988,15.999999999999972,0,0
0.00,23.35153727393876,68.19601485252761,0,0,0,0,105.00999999999982,12.999999999999972,0,0
0.00,23.662571002738968,64.59825039462213,0,0,0,0,90.69999999999987,9.999999999999972,0,0
0.00,24.193927117284687,59.00754938058667,0,0,0,0,76.38999999999987,6.999999999999972,0,0
0.00,23.92220751851663,63.4742683400378,0,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.00,24.346709989090282,62.909136880966244,0,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.00,24.466286913431826,59.04883190567624,0,0,0,0,43,0.0,0,0
0.02,22.941765464134143,62.51908047052177,1,0,0,0,57.31,3.0,0,0
0.02,24.28543933162245,67.73127693618294,1,0,0,0,71.62,6.0,0,0
0.02,25.16923572324496,73.899098944938,1,0,0,0,85.93,9.0,0,0
0.02,25.438223950252787,74.99910896035689,1,0,0,0,100.24000000000001,12.0,0,0
0.02,27.33528397977106,75.34070959719774,1,0,0,0,114.55000000000001,15.0,0,0
