Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,0,0,0,0
0.00,0,0,0,0,0,0,43,0.0,0,0
0.00,0,0,0,0,0,0,57.31,3.0,0,0
0.00,0,0,0,0,0,0,71.62,6.0,0,0
0.00,0,0,0,0,0,0,85.93,9.0,0,0
0.00,0,0,0,0,0,0,100.24000000000001,12.0,0,0
0.00,0,0,0,0,0,0,114.55000000000001,15.0,0,0
0.00,0,0,0,0,0,0,128.86,18.0,0,0
0.00,0,0,0,0,0,0,143.16999999999996,21.0,0,0
0.02,0,0,0,0,0,0,157.48000000000002,24.0,0,0
