Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,71.62,6.0,0,0
0.00,26.090049329606096,129.82494458458032,0,0,0,0,85.93,9.0,0,0
0.00,25.144792756781595,129.53038771007607,0,0,0,0,100.24000000000001,12.0,0,0
0.00,25.183955090926702,136.4456227967626,0,0,0,0,114.55000000000001,15.0,0,0
0.00,26.678049091348793,133.78337297278762,0,0,0,0,128.86,18.0,0,0
0.00,25.692842837113393,128.40478063658446,0,0,0,0,143.16999999999996,21.0,0,0
0.00,26.688386511583673,124.39565025800701,0,0,0,0,157.48000000000002,24.0,0,0
0.00,25.848120581599606,117.4358367478785,1,0,0,0,171.79000000000002,27.0,0,0
0.00,25.006654948582934,115.24264299075841,1,0,0,0,186.10000000000002,30.0,0,0
0.00,24.89397791334347,118.16429029538372,1,0,0,0,200.40999999999997,33.0,0,0
0.02,23.06001516843976,116.89340328996505,1,0,0,0,214.71999999999997,36.0,0,0
0.02,21.44678182996779,115.2845870296801,1,0,0,0,229.03000000000003,39.0,0,0
0.02,20.396328169626152,115.24446618154381,1,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,21.458250411598492,115.21287518064669,1,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,19.645266922589247,117.74624793726221,1,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,20.98898967426764,119.42845867436836,1,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,19.907470581432445,121.60714237394511,1,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,20.39805767222915,122.47565955295497,1,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,18.43358009208786,123.56248431801868,1,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,18.744563312621203,125.40636945740712,1,0,0,0,343.51,63.0,0,0
0.03,20.14548278172363,127.63024491687035,1,0,0,0,357.82,66.0,0,0
0.03,18.931217190856163,131.4515559947038,1,0,0,0,372.13,69.0,0,0
0.03,18.441910617257605,132.49211931566947,1,0,0,0,386.44,72.0,0,0
0.03,18.9334158171234,134.4756418289273,1,0,0,0,400.75,75.0,0,0
0.03,18,137.36971369895105,1,0,0,0,415.06,78.0,0,0
