Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,100.24000000000001,12.0,0,0
0.00,24.222409713862774,126.66840052759615,0,0,0,0,114.55000000000001,15.0,0,0
0.00,22.76152614846928,117.8706591882188,0,0,0,0,128.86,18.0,0,0
0.00,20.892758308245,122.77888396363534,0,0,0,0,143.16999999999996,21.0,0,0
0.00,20.991129214320537,128.3384203154951,0,0,0,0,157.48000000000002,24.0,0,0
0.00,22.09338113626757,125.07385680885638,0,0,0,0,171.79000000000002,27.0,0,0
0.00,23.585887326816938,121.0109830808932,0,0,0,0,186.10000000000002,30.0,0,0
0.00,22.312243731869984,124.72473606127298,0,0,0,0,200.40999999999997,33.0,0,0
0.00,23.799558404826826,122.30957263325689,0,0,0,0,214.71999999999997,36.0,0,0
0.00,23.1180233106497,119.84698494855093,0,0,0,0,229.03000000000003,39.0,0,0
0.02,21.533928912229136,120.43620608289439,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,19.596243335860848,121.78975598121379,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,19.6681505235872,120.46152520179444,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,18,121.90238809635909,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,18,121.01083150371895,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,18,123.6337682191207,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,18,128.08626954372502,1,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,18,131.6419354571565,1,0,0,0,343.51,63.0,0,0
0.02,18,134.40145822679733,1,0,0,0,357.82,66.0,0,0
0.02,19.674732952646995,136.7926557522633,1,0,0,0,372.13,69.0,0,0
0.03,18.872790754317737,138.8011419780902,1,0,0,0,386.44,72.0,0,0
0.03,19.903576377509506,137.52721227374101,1,0,0,0,400.75,75.0,0,0
0.03,21.46800931135826,138.50113103761328,1,0,0,0,415.06,78.0,0,0
0.03,22.589565661048237,139.53008426860907,1,0,0,0,429.37,81.0,0,0
0.03,23.496011273118032,138.40446904827476,1,0,0,0,443.68,84.0,0,0
0.03,22.98721230617723,138.94454801994542,1,0,0,0,457.99,87.0,0,0
0.03,22.343004017382214,140.81969568158289,1,0,0,0,472.3,90.0,0,0
0.03,21.203839156015786,141.34361785750966,1,0,0,0,486.61,93.0,0,0
0.03,22.822425042665092,142.7726610254685,1,1,0,0,500.92,96.0,0,0
0.03,21.298143681540008,143.03453293233628,1,1,0,0,515.23,99.0,0,0
0.05,20.70155596964776,143.5960558224549,1,1,0,0,520,100.0,0,0
0.05,19.673442233246487,141.80602164343185,1,1,0,0,505.69,97.0,0,0
0.05,18.05573717550598,139.06986178913465,1,1,0,0,491.38,94.0,0,0
0.05,18.193863522452485,136.48983352377007,1,1,0,0,477.07,91.0,0,0
0.05,19.22397259624713,135.30586505390428,1,1,0,0,462.76,88.0,0,0
0.05,18,132.91993216230586,1,1,0,0,448.45,85.0,0,0
0.05,19.564893718452932,131.1913039704156,1,1,0,0,434.14,82.0,0,0
0.05,21.02445573266509,129.2117373033398,1,1,0,0,419.83,79.0,0,0
0.05,22.87006458715017,127.19983533144438,1,1,0,0,405.52,76.0,0,0
0.05,22.79797642440944,124.59169747137472,1,1,0,0,391.21,73.0,0,0
0.07,22.621353333608855,123.78686249515106,1,1,0,0,376.9,70.0,0,0
0.07,24.222558347334772,121.45046924842791,1,1,0,0,362.59000000000003,67.0,0,0
0.07,22.74182775097386,120.18280696347556,1,1,0,0,348.28,63.99999999999999,0,0
0.07,24.11406206028506,118.32276510124197,1,1,0,0,333.96999999999997,60.99999999999999,0,0
0.07,22.15772059317146,116.43483012677237,1,1,0,0,319.65999999999997,57.99999999999999,0,0
0.07,21.03385784691558,114.8289611432274,1,1,0,0,305.34999999999997,54.99999999999999,0,0
0.07,22.262161705320334,113.4812179038511,1,1,0,0,291.03999999999996,51.99999999999999,0,0
0.07,21.037595929745606,112.73787686078545,1,1,0,0,276.7299999999999,48.99999999999998,0,0
0.07,22.2688426020867,111.64866346492761,1,1,0,0,262.4199999999999,45.99999999999997,0,0
0.07,22.998742415674823,110.38407294616378,1,1,0,0,248.10999999999984,42.99999999999997,0,0
0.08,24.606215139204718,109.12705770180379,1,2,0,0,233.79999999999984,39.99999999999997,0,0
0.08,26.145726986737,108.18622767192983,1,2,0,0,219.48999999999984,36.999999999999964,0,0
0.08,27.506444940904938,107.60193056820268,1,2,0,0,205.1799999999999,33.99999999999997,0,0
0.08,26.963756579393426,106.12499100292855,1,2,0,0,190.8699999999999,30.99999999999997,0,0
0.08,28.643213436794355,105.45836490157548,1,2,0,0,176.55999999999983,27.99999999999997,0,0
0.08,27.31740313948665,104.46765020619303,1,2,0,0,162.24999999999983,24.99999999999997,0,0
0.08,26.637406318043407,103.80385700292364,1,2,0,0,147.93999999999988,21.99999999999997,0,0
0.08,28.42817376170286,102.84767664212198,1,2,0,0,133.62999999999988,18.99999999999997,0,0
0.08,30.30751698718454,101.66325925680289,1,2,0,0,119.31999999999988,15.999999999999972,0,0
0.08,28.431044861974197,101.0152669573301,1,2,0,0,105.00999999999982,12.999999999999972,0,0
0.10,28.76449156109645,99.95561612024542,1,2,0,0,90.69999999999987,9.999999999999972,0,0
0.10,29.88197950635121,99.5758387473994,1,2,0,0,76.38999999999987,6.999999999999972,0,0
0.10,29.010919724591147,98.46853801001518,1,2,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,29.290982829347424,97.63991313552656,1,2,0,0,47.76999999999987,0.9999999999999716,0,0
