Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,128.86,18.0,0,0
0.00,23.27597269414021,113.83483336071379,0,0,0,0,143.16999999999996,21.0,0,0
0.00,23.422656307113137,119.3157402411194,0,0,0,0,157.48000000000002,24.0,0,0
0.00,23.794232960241395,117.15260687190505,0,0,0,0,171.79000000000002,27.0,0,0
0.00,23.259301203885133,112.00167983229146,0,0,0,0,186.10000000000002,30.0,0,0
0.00,21.58888141361077,108.92374483484394,0,0,0,0,200.40999999999997,33.0,0,0
0.00,20.380984258175438,107.59689477816912,0,0,0,0,214.71999999999997,36.0,0,0
0.00,22.25489665313652,112.1029874701955,0,0,0,0,229.03000000000003,39.0,0,0
0.00,22.340736501210124,110.04401717489321,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,21.473127448096992,112.86467840659611,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,21.511614573190347,111.86134552274262,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,22.528674219746666,119.14678854853236,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,23.90587582469067,124.45477617453409,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,22.69563874005589,128.74350309075,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,22.922947605104298,130.34061284837244,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,21.20927067768014,131.25738010481257,0,0,0,0,343.51,63.0,0,0
0.02,19.377416742025993,131.31869453743482,0,0,0,0,357.82,66.0,0,0
0.02,18.20470835241103,130.70888031842037,0,0,0,0,372.13,69.0,0,0
0.02,18,132.04302978325578,0,0,0,0,386.44,72.0,0,0
0.02,18,131.56922396714793,0,0,0,0,400.75,75.0,0,0
0.03,18,132.60785199429105,0,0,0,0,415.06,78.0,0,0
0.03,18,134.24514023680828,0,0,0,0,429.37,81.0,0,0
0.03,18,133.82483085137116,0,0,0,0,443.68,84.0,0,0
0.03,18.59501632819446,136.30898896017032,0,0,0,0,457.99,87.0,0,0
0.03,18,137.70225566961744,0,0,0,0,472.3,90.0,0,0
0.03,18,139.9252728713491,0,0,0,0,486.61,93.0,0,0
0.03,18,141.63078137095428,1,0,0,0,500.92,96.0,0,0
0.03,18,141.57798505708104,1,0,0,0,515.23,99.0,0,0
0.03,19.816290766347112,142.07926219403782,1,0,0,0,520,100.0,0,0
0.03,19.28626947089363,138.9173716796723,1,0,0,0,505.69,97.0,0,0
0.05,18.786277075286947,135.19956060233216,1,1,0,0,491.38,94.0,0,0
0.05,19.556283917234353,132.53992920362933,1,1,0,0,477.07,91.0,0,0
0.05,18.38087204107788,130.6465746806215,1,1,0,0,462.76,88.0,0,0
0.05,19.841504925295443,128.10319614924566,1,1,0,0,448.45,85.0,0,0
0.05,19.111177381129824,125.09836032806507,1,1,0,0,434.14,82.0,0,0
