Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,214.71999999999997,36.0,0,0
0.00,23.451723717058044,123.62121907491354,0,0,0,0,229.03000000000003,39.0,0,0
0.00,24.21042376467286,125.58074836196833,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,26.115079004643366,120.99071516752265,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.00,24.98010374333744,121.32887039746848,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.00,25.237124320150564,136.15421179149186,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.00,23.8153960601294,135.62415646294366,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.00,25.557366653782584,132.69930061702195,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.00,24.741995243001888,133.54800739731144,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.00,26.035121076202163,136.17896379891596,1,0,0,0,343.51,63.0,0,0
0.02,24.682078555709328,136.38822148343937,1,0,0,0,357.82,66.0,0,0
0.02,25.827287766390842,140.0889900592757,1,0,0,0,372.13,69.0,0,0
0.02,24.87853985065582,141.13207190854453,1,0,0,0,386.44,72.0,0,0
0.02,23.95519860494317,141.00950952808813,1,0,0,0,400.75,75.0,0,0
0.02,24.719506113727988,144.71517197371577,1,0,0,0,415.06,78.0,0,0
0.02,24.602650235566074,147.3283114803158,2,0,0,0,429.37,81.0,0,0
0.02,24.84689031678211,147.59544311087024,2,0,0,0,443.68,84.0,0,0
0.02,25.529447393970614,148.31643846197892,2,0,0,0,457.99,87.0,0,0
0.02,26.928599712973625,149.02603169908434,2,0,0,0,472.3,90.0,0,0
0.02,27.173429280197603,150.18618294070296,2,0,0,0,486.61,93.0,0,0
0.03,28.642739338496416,151.96542855878465,2,0,0,0,500.92,96.0,0,0
0.03,30.150781405684796,150.72841914649706,2,0,0,0,515.23,99.0,0,0
0.03,28.431728942856186,152.18011251160152,2,0,0,0,520,100.0,0,0
0.03,28.89538116265718,148.44380322449803,2,0,0,0,505.69,97.0,0,0
0.03,29.447098266362403,145.55220511353676,2,0,0,0,491.38,94.0,0,0
0.03,28.936382717419797,142.85502681403094,2,0,0,0,477.07,91.0,0,0
0.03,27.904941908629468,138.39246273582862,2,0,0,0,462.76,88.0,0,0
0.03,26.460999123907108,134.1483495712936,2,0,0,0,448.45,85.0,0,0
0.03,26.70701828952471,131.40735581991302,2,0,0,0,434.14,82.0,0,0
0.03,25.066119513325223,128.87694812989457,2,0,0,0,419.83,79.0,0,0
0.05,24.630403070533585,126.1426382268595,2,0,0,0,405.52,76.0,0,0
0.05,24.52827958069878,124.64151472088096,2,0,0,0,391.21,73.0,0,0
0.05,24.68562704336827,122.32792010067074,2,0,0,0,376.9,70.0,0,0
0.05,23.93528239314985,120.51625153836895,2,0,0,0,362.59000000000003,67.0,0,0
0.05,22.335352811321144,118.62692434724914,2,0,0,0,348.28,63.99999999999999,0,0
0.05,23.535709030408732,116.26851958156514,2,0,0,0,333.96999999999997,60.99999999999999,0,0
0.05,22.190945630306352,115.01023752351918,2,0,0,0,319.65999999999997,57.99999999999999,0,0
0.05,22.17762105768874,113.4229585055185,2,0,0,0,305.34999999999997,54.99999999999999,0,0
0.05,23.7321133832074,111.60676001031487,2,0,0,0,291.03999999999996,51.99999999999999,0,0
0.05,25.11458560737264,109.61504111600921,2,0,0,0,276.7299999999999,48.99999999999998,0,0
0.07,25.026712308707566,108.24115926656353,2,0,0,0,262.4199999999999,45.99999999999997,0,0
0.07,26.82453228673446,106.52309916230436,2,0,0,0,248.10999999999984,42.99999999999997,0,0
0.07,27.313305151193145,105.75028032153898,2,0,0,0,233.79999999999984,39.99999999999997,0,0
0.07,28.82918005939382,104.80020926381103,2,0,0,0,219.48999999999984,36.999999999999964,0,0
0.07,28.062829199933685,103.8460868382901,2,0,0,0,205.1799999999999,33.99999999999997,0,0
0.07,30.018116905687553,102.79192364087491,2,1,0,0,190.8699999999999,30.99999999999997,0,0
0.07,30.020413670349946,101.19803555502432,2,1,0,0,176.55999999999983,27.99999999999997,0,0
