Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,57.31,3.0,0,0
0.00,27.7496372269662,114.31144653539977,0,0,0,0,71.62,6.0,0,0
0.00,28.275990053490098,122.00382983192043,0,0,0,0,85.93,9.0,0,0
0.00,28.56980641939349,131.08510980805386,0,0,0,0,100.24000000000001,12.0,0,0
0.00,29.646946741994114,130.40409999873867,0,0,0,0,114.55000000000001,15.0,0,0
0.00,29.589510848903146,125.0685579567368,0,0,0,0,128.86,18.0,0,0
0.00,27.99844910093562,125.70900451994319,0,1,0,0,143.16999999999996,21.0,0,0
0.00,29.946850577009823,127.09974307601047,0,1,0,0,157.48000000000002,24.0,0,0
0.00,31.511296302579247,123.43655374897,0,1,0,0,171.79000000000002,27.0,0,0
0.00,30.494959600608922,120.45430874049926,0,1,0,0,186.10000000000002,30.0,0,0
0.02,29.327007192489404,121.58068348022876,0,1,0,0,200.40999999999997,33.0,0,0
0.02,30.097000180529133,119.7470827095421,0,1,0,0,214.71999999999997,36.0,0,0
0.02,29.563713101240637,119.43705356666754,0,1,0,0,229.03000000000003,39.0,0,0
0.02,28.92890077684049,120.09968914501299,0,1,0,0,243.34000000000003,42.00000000000001,0,0
0.02,29.019309228875578,119.12705250447063,0,1,0,0,257.65000000000003,45.00000000000001,0,0
0.02,29.226638353981222,118.8200393134291,0,1,0,0,271.96000000000004,48.00000000000001,0,0
0.02,28.963811710029987,123.06631082798127,0,2,0,0,286.27000000000004,51.00000000000001,0,0
0.02,28.67831659451955,127.62755302788881,0,2,0,0,300.58000000000004,54.00000000000001,0,0
0.02,28.539433728445214,130.311402749489,0,2,0,0,314.89000000000004,57.000000000000014,0,0
0.02,26.95447397845994,133.39078712773147,0,2,0,0,329.20000000000005,60.00000000000001,0,0
0.03,27.42278962107491,135.9943649311999,0,2,0,0,343.51,63.0,0,0
0.03,28.387683254367346,134.64868916702122,0,2,0,0,357.82,66.0,0,0
0.03,29.637185927921664,135.30007745675042,0,2,0,0,372.13,69.0,0,0
0.03,27.825998093699887,136.5486190979755,0,2,0,0,386.44,72.0,0,0
0.03,27.296255910121374,138.2073375940136,0,2,0,0,400.75,75.0,0,0
