Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,157.48000000000002,24.0,0,0
0.00,23.737393693888542,127.13488024134065,0,0,0,0,171.79000000000002,27.0,0,0
0.00,24.864529668656758,112.93171905899304,0,0,0,0,186.10000000000002,30.0,0,0
0.00,25.43703174912362,115.94103979553407,0,0,0,0,200.40999999999997,33.0,0,0
0.00,27.094642641015472,118.48519283773919,0,0,0,0,214.71999999999997,36.0,0,0
0.00,28.84950838553421,116.04672482778732,0,0,0,0,229.03000000000003,39.0,0,0
0.00,28.39041470252338,118.33484732166552,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,30.11554800167244,117.91300253736316,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.00,30.68309530782291,112.42188670308445,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.00,31.317563924079547,116.3293212475746,1,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,30.893919445835895,116.05591442189629,1,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,29.455088422081047,122.99507875463992,1,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,28.019130589986908,126.70650736892725,1,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,28.702726704967787,127.2431408200415,1,0,0,0,343.51,63.0,0,0
0.02,30.152227862591623,129.43214415320602,1,0,0,0,357.82,66.0,0,0
0.02,31.111704570299768,130.3943882739616,1,0,0,0,372.13,69.0,0,0
0.02,32.73436698491904,131.590388183615,1,0,0,0,386.44,72.0,0,0
0.02,34.13301118344899,131.84775538477788,1,0,0,0,400.75,75.0,0,0
0.02,32.89856563892949,134.58262487140527,1,0,0,0,415.06,78.0,0,0
0.02,32.911028154590774,136.47754381508344,1,0,0,0,429.37,81.0,0,0
0.03,32.10182114750911,136.18439349947698,1,0,0,0,443.68,84.0,0,0
0.03,31.985534402595576,139.52121351404318,1,0,0,0,457.99,87.0,0,0
0.03,30.533728282805566,140.4225552350613,1,0,0,0,472.3,90.0,0,0
0.03,32.187349430248496,141.05652797031567,1,0,0,0,486.61,93.0,0,0
0.03,33.60164791698369,143.52876092898742,1,0,0,0,500.92,96.0,0,0
0.03,32.26697278652857,141.86700363705293,1,0,0,0,515.23,99.0,0,0
0.03,32.129982831737586,142.2079798558864,1,0,0,0,520,100.0,0,0
0.03,33.03392816080645,138.26343130586903,2,0,0,0,505.69,97.0,0,0
0.03,33.19004557046732,134.47656087030376,2,0,0,0,491.38,94.0,0,0
0.03,33.04330306020984,132.03618129238814,2,0,0,0,477.07,91.0,0,0
0.05,34.236644122226075,130.036379537119,2,0,0,0,462.76,88.0,0,0
0.05,33.50046238051908,128.31832245372192,2,0,0,0,448.45,85.0,0,0
0.05,34.077733128240546,126.11174999695425,2,0,0,0,434.14,82.0,0,0
0.05,32.989148895742446,124.54485380483281,2,0,0,0,419.83,79.0,0,0
0.05,33.27619159621797,123.03251805778616,2,0,0,0,405.52,76.0,0,0
