Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,100.24000000000001,12.0,0,0
0.00,22.835233349758834,127.91759820385668,0,0,0,0,114.55000000000001,15.0,0,0
0.00,24.317259409340892,117.24333430245305,0,0,0,0,128.86,18.0,0,0
0.00,23.401299111649976,121.16694929486275,0,0,0,0,143.16999999999996,21.0,0,0
0.00,22.10115233215911,120.08847499408486,0,0,0,0,157.48000000000002,24.0,0,0
0.00,21.721351339721025,119.27836773483216,0,0,0,0,171.79000000000002,27.0,0,0
0.00,20.173691474686823,115.14970446390446,0,0,0,0,186.10000000000002,30.0,0,0
0.00,22.005510741843644,114.21946479510646,0,0,0,0,200.40999999999997,33.0,0,0
0.00,23.909554035311658,114.91617579830533,0,0,0,0,214.71999999999997,36.0,0,0
0.00,22.522718354006166,117.36931589354579,0,0,0,0,229.03000000000003,39.0,0,0
0.02,24.27907303533187,119.09718315818246,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,22.400908694149578,116.32213982395774,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,24.005553071175765,118.28808132940472,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,23.229053283156865,119.31991153605806,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,22.4558420602676,118.86274694069486,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,23.893655607492448,119.02180036744095,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,23.125464498034876,123.4711306459238,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,21.640604228459306,125.27585879669307,0,0,0,0,343.51,63.0,0,0
0.02,22.54320001093627,126.77280541963648,0,0,0,0,357.82,66.0,0,0
0.02,21.24192758678562,127.50310177310853,0,0,0,0,372.13,69.0,0,0
0.03,21.139823421897503,129.73097421686634,0,0,0,0,386.44,72.0,0,0
0.03,19.988917253789108,130.2337707479946,0,0,0,0,400.75,75.0,0,0
0.03,19.683413270619926,133.00983553901702,0,0,0,0,415.06,78.0,0,0
0.03,18.765044662991478,132.7325074531428,0,0,0,0,429.37,81.0,0,0
0.03,18,135.4836183652703,0,0,0,0,443.68,84.0,0,0
0.03,18,137.91235585002144,0,0,0,0,457.99,87.0,0,0
0.03,18.60777089697214,138.82746556260506,0,0,0,0,472.3,90.0,0,0
0.03,18.42473557907872,139.71924125497554,0,0,0,0,486.61,93.0,0,0
0.03,18,141.84636851271017,0,0,0,0,500.92,96.0,0,0
0.03,18,141.54233463118257,0,0,0,0,515.23,99.0,0,0
0.05,18.883640635268613,141.052689422984,0,0,0,0,520,100.0,0,0
0.05,19.457016780491735,138.9633662706363,1,0,0,0,505.69,97.0,0,0
0.05,18,136.61113886696478,1,0,0,0,491.38,94.0,0,0
0.05,19.65621081881611,134.60870300689552,1,0,0,0,477.07,91.0,0,0
0.05,18.72534865313507,132.91467562801637,1,0,0,0,462.76,88.0,0,0
0.05,18.02304305091981,130.40421791025497,1,0,0,0,448.45,85.0,0,0
0.05,18.05718200321909,128.22380746582976,1,0,0,0,434.14,82.0,0,0
0.05,18,126.8688765510698,1,0,0,0,419.83,79.0,0,0
0.05,19.34347991667606,124.88941912043431,1,0,0,0,405.52,76.0,0,0
0.05,18.387780760532458,123.56697405574808,1,0,0,0,391.21,73.0,0,0
0.07,19.26107697480388,122.19664290277551,1,0,0,0,376.9,70.0,0,0
0.07,18.20730460575742,120.40514990853238,1,0,0,0,362.59000000000003,67.0,0,0
0.07,18.04199700625141,119.06438946267717,1,0,0,0,348.28,63.99999999999999,0,0
0.07,19.529661149491655,117.31764490721667,1,0,0,0,333.96999999999997,60.99999999999999,0,0
0.07,19.76576193114866,116.22773336413015,1,0,0,0,319.65999999999997,57.99999999999999,0,0
0.07,18.951273231557135,115.71194883710719,1,0,0,0,305.34999999999997,54.99999999999999,0,0
0.07,18,113.55404805273093,1,0,0,0,291.03999999999996,51.99999999999999,0,0
0.07,19.024280908414404,112.21276789141109,1,0,0,0,276.7299999999999,48.99999999999998,0,0
0.07,18,111.67010407801459,1,0,0,0,262.4199999999999,45.99999999999997,0,0
0.07,18,110.88268221240871,1,0,0,0,248.10999999999984,42.99999999999997,0,0
0.08,18,110.59323561448379,1,0,0,0,233.79999999999984,39.99999999999997,0,0
0.08,18.552748479413427,109.8425088475848,1,0,0,0,219.48999999999984,36.999999999999964,0,0
0.08,19.815261656564267,109.21656602769808,1,0,0,0,205.1799999999999,33.99999999999997,0,0
0.08,18.889448855185,107.95675127181956,1,0,0,0,190.8699999999999,30.99999999999997,0,0
0.08,18,106.79763295591904,1,0,0,0,176.55999999999983,27.99999999999997,0,0
0.08,18,105.93323756006225,1,0,0,0,162.24999999999983,24.99999999999997,0,0
0.08,18,105.05501186209463,1,0,0,0,147.93999999999988,21.99999999999997,0,0
0.08,18,104.30660712062172,1,0,0,0,133.62999999999988,18.99999999999997,0,0
0.08,18,103.29121288034278,1,0,0,0,119.31999999999988,15.999999999999972,0,0
0.08,18.34588141953444,102.40528668390418,1,0,0,0,105.00999999999982,12.999999999999972,0,0
0.10,19.03581228521715,101.94635085125306,1,0,0,0,90.69999999999987,9.999999999999972,0,0
0.10,18.224034977181883,101.55983598484302,1,0,0,0,76.38999999999987,6.999999999999972,0,0
0.10,18.26993388662496,101.18168882408196,1,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,19.358959880104756,100.67683239424827,2,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,19.43525894847772,100.09123630826714,2,0,0,0,43,0.0,0,0
0.10,18,100.35912130570091,2,0,0,0,57.31,3.0,0,0
0.10,18,101.09176410455859,2,0,0,0,71.62,6.0,0,0
0.10,18,102.07370162566785,2,0,0,0,85.93,9.0,0,0
0.10,18.3685489672541,102.96755786429986,2,0,0,0,100.24000000000001,12.0,0,0
0.10,18.10360436098343,103.5530824127414,2,0,0,0,114.55000000000001,15.0,0,0
0.12,18.42498632678906,103.46593781036687,2,0,0,0,128.86,18.0,0,0
0.12,18,103.30462799774972,2,0,0,0,143.16999999999996,21.0,0,0
0.12,18,102.7782973751251,2,0,0,0,157.48000000000002,24.0,0,0
0.12,18.695648349835345,103.09070882796857,3,0,0,0,171.79000000000002,27.0,0,0
0.12,18,102.86334446100932,3,0,0,0,186.10000000000002,30.0,0,0
0.12,18,103.48759723554716,4,0,0,0,200.40999999999997,33.0,0,0
0.12,18.339384074970297,102.94394019133685,4,0,0,0,214.71999999999997,36.0,0,0
0.12,19.58109741037066,103.10962318410621,4,0,0,0,229.03000000000003,39.0,0,0
0.12,19.304835072631764,103.66278408415454,4,0,0,0,243.34000000000003,42.00000000000001,0,0
0.12,19.24839263837527,104.15945443544172,4,0,0,0,257.65000000000003,45.00000000000001,0,0
0.13,18.90533264214208,104.16340713926581,4,0,0,0,271.96000000000004,48.00000000000001,0,0
0.13,18,104.9818503301913,4,0,0,0,286.27000000000004,51.00000000000001,0,0
0.13,18,105.84714777291236,4,0,0,0,300.58000000000004,54.00000000000001,0,0
0.13,18,106.80256660334184,4,0,0,0,314.89000000000004,57.000000000000014,0,0
0.13,18,107.16662424834925,4,0,0,0,329.20000000000005,60.00000000000001,0,0
0.13,19.169999573172923,108.18023854729884,4,0,0,0,343.51,63.0,0,0
0.13,18.258902811676997,109.09506340981076,4,0,0,0,357.82,66.0,0,0
0.13,20.056549817084218,109.66385106847805,4,0,0,0,372.13,69.0,0,0
0.13,22.033383832874225,110.38194545957077,4,0,0,0,386.44,72.0,0,0
0.13,23.838321081884388,110.5540272909571,4,0,0,0,400.75,75.0,0,0
0.15,22.495682441249976,110.78577733497374,4,0,0,0,415.06,78.0,0,0
0.15,20.52457407519259,110.98485535200768,4,0,0,0,429.37,81.0,0,0
0.15,20.85246497235161,111.29337492664699,4,0,0,0,443.68,84.0,0,0
0.15,21.614659457336984,111.43415773300457,4,0,0,0,457.99,87.0,0,0
0.15,21.83913592415787,111.67377793096615,4,0,0,0,472.3,90.0,0,0
0.15,23.701558686767715,112.33475775967271,4,0,0,0,486.61,93.0,0,0
0.15,23.37629845646239,112.40566714251258,4,0,0,0,500.92,96.0,0,0
0.15,22.247948149601633,113.17513552324971,4,0,0,0,515.23,99.0,0,0
0.15,8.571428571428571,113.48081402074935,4,0,0,0,520,100.0,0,0
0.15,8.571428571428571,112.91063281029248,4,0,0,0,505.69,97.0,0,0
0.17,8.571428571428571,112.38264651139392,4,0,0,0,491.38,94.0,0,0
0.17,8.571428571428571,111.92603513511574,4,0,0,0,477.07,91.0,0,0
0.17,8.571428571428571,111.70459971442882,4,0,0,0,462.76,88.0,0,0
0.17,8.571428571428571,111.09430341305031,4,0,0,0,448.45,85.0,0,0
0.17,8.571428571428571,110.67886169807683,4,0,0,0,434.14,82.0,0,0
0.17,8.571428571428571,110.25844729741587,4,0,0,0,419.83,79.0,0,0
0.17,8.571428571428571,109.86137960225687,4,0,0,0,405.52,76.0,0,0
0.17,8.571428571428571,109.20666954412118,4,0,0,0,391.21,73.0,0,0
0.17,8.571428571428571,108.63645014500483,4,0,0,0,376.9,70.0,0,0
0.17,8.571428571428571,107.89102247235503,4,0,0,0,362.59000000000003,67.0,0,0
0.18,8.571428571428571,107.12419826038693,4,0,0,0,348.28,63.99999999999999,0,0
0.18,8.571428571428571,106.65228131319552,5,0,0,0,333.96999999999997,60.99999999999999,0,0
0.18,8.571428571428571,106.2726135752148,5,0,0,0,319.65999999999997,57.99999999999999,0,0
0.18,8.571428571428571,105.97438361844057,5,0,0,0,305.34999999999997,54.99999999999999,0,0
0.18,8.571428571428571,105.71982602512476,5,0,0,0,291.03999999999996,51.99999999999999,0,0
0.18,8.571428571428571,105.07082945838647,5,0,0,0,276.7299999999999,48.99999999999998,0,0
0.18,8.571428571428571,104.51691070829193,5,0,0,0,262.4199999999999,45.99999999999997,0,0
0.18,8.571428571428571,104.20369798523285,5,0,0,0,248.10999999999984,42.99999999999997,0,0
0.18,8.571428571428571,103.8670245253034,5,0,0,0,233.79999999999984,39.99999999999997,0,0
0.18,8.571428571428571,103.16247222490274,5,0,0,0,219.48999999999984,36.999999999999964,0,0
0.20,8.571428571428571,102.6542124420755,5,0,0,0,205.1799999999999,33.99999999999997,0,0
0.20,8.571428571428571,102.17260682306956,5,0,0,0,190.8699999999999,30.99999999999997,0,0
0.20,8.571428571428571,101.90911257113098,5,0,0,0,176.55999999999983,27.99999999999997,0,0
0.20,8.571428571428571,101.65459359882192,5,0,0,0,162.24999999999983,24.99999999999997,0,0
0.20,8.571428571428571,101.17858255821334,5,0,0,0,147.93999999999988,21.99999999999997,0,0
0.20,8.571428571428571,100.95977863716838,5,0,0,0,133.62999999999988,18.99999999999997,0,0
0.20,8.571428571428571,100.55590922272884,5,0,0,0,119.31999999999988,15.999999999999972,0,0
0.20,8.571428571428571,100.2721454298695,5,0,0,0,105.00999999999982,12.999999999999972,0,0
0.20,8.571428571428571,99.86514401092752,5,0,0,0,90.69999999999987,9.999999999999972,0,0
0.20,8.571428571428571,99.59296773356833,5,0,0,0,76.38999999999987,6.999999999999972,0,0
0.22,8.571428571428571,99.14585887883999,5,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.22,8.571428571428571,98.88819443806688,5,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.22,8.571428571428571,98.83960465724545,5,0,0,0,43,0.0,0,0
0.22,8.571428571428571,98.79040777087124,5,0,0,0,57.31,3.0,0,0
0.22,8.571428571428571,99.11671875070458,5,0,0,0,71.62,6.0,0,0
0.22,8.571428571428571,99.23185208963808,5,0,0,0,85.93,9.0,0,0
0.22,8.571428571428571,99.5463895363676,5,0,0,0,100.24000000000001,12.0,0,0
0.22,8.571428571428571,99.79123192774695,5,0,0,0,114.55000000000001,15.0,0,0
0.22,8.571428571428571,99.91409286407149,5,0,0,0,128.86,18.0,0,0
0.22,8.571428571428571,100.16151883980955,5,0,0,0,143.16999999999996,21.0,0,0
0.23,8.571428571428571,100.1458680253734,5,0,0,0,157.48000000000002,24.0,0,0
0.23,8.571428571428571,100.39583371208325,5,0,0,0,171.79000000000002,27.0,0,0
0.23,8.571428571428571,100.70064122715327,5,0,0,0,186.10000000000002,30.0,0,0
0.23,8.571428571428571,100.87617330403118,5,0,0,0,200.40999999999997,33.0,0,0
0.23,8.571428571428571,101.11868259871271,5,0,0,0,214.71999999999997,36.0,0,0
0.23,8.571428571428571,101.3020023140809,5,0,0,0,229.03000000000003,39.0,0,0
0.23,8.571428571428571,101.1820471573536,5,0,0,0,243.34000000000003,42.00000000000001,0,0
0.23,8.571428571428571,101.34518475393669,5,0,0,0,257.65000000000003,45.00000000000001,0,0
0.23,8.571428571428571,101.3095994763862,5,0,0,0,271.96000000000004,48.00000000000001,0,0
0.23,8.571428571428571,101.57000983899272,5,0,0,0,286.27000000000004,51.00000000000001,0,0
0.25,8.571428571428571,101.84485598886923,5,0,0,0,300.58000000000004,54.00000000000001,0,0
0.25,8.571428571428571,102.0996842462798,5,0,0,0,314.89000000000004,57.000000000000014,0,0
0.25,8.571428571428571,102.64782901591072,5,0,0,0,329.20000000000005,60.00000000000001,0,0
0.25,8.571428571428571,103.1517150016749,5,0,0,0,343.51,63.0,0,0
0.25,8.571428571428571,103.2004393785373,5,0,0,0,357.82,66.0,0,0
0.25,8.571428571428571,103.49467380912112,5,0,0,0,372.13,69.0,0,0
0.25,8.571428571428571,103.86606671136776,5,0,0,0,386.44,72.0,0,0
0.25,8.571428571428571,104.19399391739086,5,0,0,0,400.75,75.0,0,0
0.25,8.571428571428571,104.59305163162331,5,0,0,0,415.06,78.0,0,0
0.25,8.571428571428571,105.08318770047597,5,0,0,0,429.37,81.0,0,0
0.27,8.571428571428571,105.6348620417192,5,0,0,0,443.68,84.0,0,0
0.27,8.571428571428571,106.12799538355351,5,0,0,0,457.99,87.0,0,0
0.27,8.571428571428571,106.45673919831421,5,0,0,0,472.3,90.0,0,0
0.27,8.571428571428571,106.75868998418059,5,0,0,0,486.61,93.0,0,0
0.27,8.571428571428571,107.41814438193275,5,0,0,0,500.92,96.0,0,0
0.27,8.571428571428571,107.99889003307423,5,0,0,0,515.23,99.0,0,0
0.27,8.571428571428571,108.37363010222192,5,0,0,0,520,100.0,0,0
0.27,8.571428571428571,108.06240521527765,5,0,0,0,505.69,97.0,0,0
0.27,8.571428571428571,107.86717257493468,5,0,0,0,491.38,94.0,0,0
0.27,8.571428571428571,107.59977753713098,5,0,0,0,477.07,91.0,0,0
0.28,8.571428571428571,107.30736393564445,5,0,0,0,462.76,88.0,0,0
0.28,8.571428571428571,107.17855056717288,5,0,0,0,448.45,85.0,0,0
0.28,8.571428571428571,106.87878288021972,5,0,0,0,434.14,82.0,0,0
0.28,8.571428571428571,106.59661825777961,5,0,0,0,419.83,79.0,0,0
0.28,8.571428571428571,106.35121121345286,5,0,0,0,405.52,76.0,0,0
0.28,8.571428571428571,106.144095009625,5,0,0,0,391.21,73.0,0,0
0.28,8.571428571428571,105.91291206420684,5,0,0,0,376.9,70.0,0,0
0.28,8.571428571428571,105.58474688888846,5,0,0,0,362.59000000000003,67.0,0,0
0.28,8.571428571428571,105.40660388437651,5,0,0,0,348.28,63.99999999999999,0,0
0.28,8.571428571428571,105.01428634724442,5,0,0,0,333.96999999999997,60.99999999999999,0,0
0.30,8.571428571428571,104.72763802708334,5,0,0,0,319.65999999999997,57.99999999999999,0,0
0.30,8.571428571428571,104.5004465682842,5,0,0,0,305.34999999999997,54.99999999999999,0,0
0.30,8.571428571428571,104.23018442175987,5,0,0,0,291.03999999999996,51.99999999999999,0,0
0.30,8.571428571428571,104.03088762984017,5,0,0,0,276.7299999999999,48.99999999999998,0,0
0.30,8.571428571428571,103.76113420658497,5,0,0,0,262.4199999999999,45.99999999999997,0,0
0.30,8.571428571428571,103.50499223698179,5,0,0,0,248.10999999999984,42.99999999999997,0,0
0.30,8.571428571428571,103.27188271363026,5,0,0,0,233.79999999999984,39.99999999999997,0,0
0.30,8.571428571428571,102.95405997728123,5,0,0,0,219.48999999999984,36.999999999999964,0,0
0.30,8.571428571428571,102.87978321416114,5,0,0,0,205.1799999999999,33.99999999999997,0,0
0.30,8.571428571428571,102.67433937747883,5,0,0,0,190.8699999999999,30.99999999999997,0,0
0.32,8.571428571428571,102.5497768632838,5,0,0,0,176.55999999999983,27.99999999999997,0,0
0.32,8.571428571428571,102.14171570270203,5,0,0,0,162.24999999999983,24.99999999999997,0,0
0.32,8.571428571428571,102.04951964553462,5,0,0,0,147.93999999999988,21.99999999999997,0,0
0.32,8.571428571428571,101.93902611421314,5,0,0,0,133.62999999999988,18.99999999999997,0,0
0.32,8.571428571428571,101.76253056089817,5,0,0,0,119.31999999999988,15.999999999999972,0,0
0.32,8.571428571428571,101.47437051622116,5,0,0,0,105.00999999999982,12.999999999999972,0,0
0.32,8.571428571428571,101.05898436606248,5,0,0,0,90.69999999999987,9.999999999999972,0,0
0.32,8.571428571428571,100.83996442761976,5,0,0,0,76.38999999999987,6.999999999999972,0,0
0.32,8.571428571428571,100.59088456415215,5,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.32,8.571428571428571,100.43913402864766,5,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.33,8.571428571428571,100.15861828650534,5,0,0,0,43,0.0,0,0
0.33,8.571428571428571,100.14625789836997,5,0,0,0,57.31,3.0,0,0
0.33,8.571428571428571,99.9759079311738,5,0,0,0,71.62,6.0,0,0
0.33,8.571428571428571,99.9426146542201,5,0,0,0,85.93,9.0,0,0
0.33,8.571428571428571,99.92726841695779,5,0,0,0,100.24000000000001,12.0,0,0
0.33,8.571428571428571,99.90766681422782,5,0,0,0,114.55000000000001,15.0,0,0
0.33,8.571428571428571,99.96822349582548,5,0,0,0,128.86,18.0,0,0
0.33,8.571428571428571,100.06661909663093,5,0,0,0,143.16999999999996,21.0,0,0
0.33,8.571428571428571,100.17142819604574,5,0,0,0,157.48000000000002,24.0,0,0
0.33,8.571428571428571,100.33252086671925,5,0,0,0,171.79000000000002,27.0,0,0
0.35,8.571428571428571,100.5337622823158,5,0,0,0,186.10000000000002,30.0,0,0
