Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,85.93,9.0,0,0
0.00,26.9238868718144,115.80265007131624,0,0,0,0,100.24000000000001,12.0,0,0
0.00,28.92125518010395,112.29218662855631,0,0,0,0,114.55000000000001,15.0,0,0
0.00,30.525283524640248,107.45691785107164,0,0,0,0,128.86,18.0,0,0
0.00,29.907602047160935,112.89436981565882,0,0,0,0,143.16999999999996,21.0,0,0
0.00,28.92060595610435,112.20297205481711,0,0,0,0,157.48000000000002,24.0,0,0
0.00,30.56472519101418,117.0008487431122,0,0,0,0,171.79000000000002,27.0,0,0
0.00,30.35122464056989,117.73007591053256,0,0,0,0,186.10000000000002,30.0,0,0
0.00,30.936527375919365,117.56687345302296,0,0,0,0,200.40999999999997,33.0,0,0
0.00,32.90376307211241,119.86588405046118,0,0,0,0,214.71999999999997,36.0,0,0
0.02,32.75523087770555,118.93829153897336,0,0,0,0,229.03000000000003,39.0,0,0
0.02,34.5497881975825,119.14784655068895,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,35,120.68953024410436,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,35,119.65280066410573,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,35,121.75619117238348,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,33.91058420442851,121.89456761114879,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,32.86255120108941,125.52098866425128,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,31.246281138410897,129.6063772706963,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,30.884657130915482,130.65604977541557,0,0,0,0,343.51,63.0,0,0
0.02,32.48353495622688,131.6957277886739,0,0,0,0,357.82,66.0,0,0
0.03,33.5113366651791,133.24092117480677,0,0,0,0,372.13,69.0,0,0
0.03,34.96896920210601,134.57897682959208,0,0,0,0,386.44,72.0,0,0
0.03,33.61900479396735,137.3643082437154,0,0,0,0,400.75,75.0,0,0
0.03,32.75605048262606,140.24189616765955,0,0,0,0,415.06,78.0,0,0
0.03,33.061230907505895,141.9819064675539,0,0,0,0,429.37,81.0,0,0
0.03,31.849934544053923,142.61680792827977,0,0,0,0,443.68,84.0,0,0
0.03,30.316984929278114,143.23962636791208,0,0,0,0,457.99,87.0,0,0
0.03,29.229099771802414,142.37588986549454,0,0,0,0,472.3,90.0,0,0
0.03,27.294244674258252,142.33534214955176,0,1,0,0,486.61,93.0,0,0
0.03,27.34236541561256,142.71119903418023,0,1,0,0,500.92,96.0,0,0
0.05,25.47311985620609,141.8126965204518,1,1,0,0,515.23,99.0,0,0
0.05,25.488072628166247,142.56807018340828,1,1,0,0,520,100.0,0,0
0.05,24.06442879564571,140.56494378269954,1,1,0,0,505.69,97.0,0,0
0.05,24.592606193443174,138.39614561514205,1,1,0,0,491.38,94.0,0,0
0.05,23.780026982192773,135.34128355965268,1,1,0,0,477.07,91.0,0,0
0.05,23.006116986793344,133.32470748432695,1,1,0,0,462.76,88.0,0,0
0.05,21.97517702371971,131.655592218697,1,1,0,0,448.45,85.0,0,0
0.05,21.106070566086352,129.5140738077728,1,1,0,0,434.14,82.0,0,0
0.05,19.54128283139076,127.88813222396927,1,1,0,0,419.83,79.0,0,0
0.05,19.825556260405026,126.32456779859167,1,1,0,0,405.52,76.0,0,0
0.07,20.079187087531487,124.62885283753037,1,1,0,0,391.21,73.0,0,0
0.07,19.77588854687096,123.36878688252402,1,1,0,0,376.9,70.0,0,0
0.07,21.060486067106375,122.04866141363219,1,1,0,0,362.59000000000003,67.0,0,0
0.07,19.25044230689821,120.8319328983798,1,1,0,0,348.28,63.99999999999999,0,0
0.07,18.15198526330595,118.79410438242954,1,1,0,0,333.96999999999997,60.99999999999999,0,0
0.07,20.120862044527264,117.40304509911806,1,1,0,0,319.65999999999997,57.99999999999999,0,0
0.07,18.96696025357324,115.57437166716086,1,1,0,0,305.34999999999997,54.99999999999999,0,0
0.07,19.68376857298144,114.96380374605098,1,1,0,0,291.03999999999996,51.99999999999999,0,0
0.07,21.333140365433227,114.03604262969473,1,1,0,0,276.7299999999999,48.99999999999998,0,0
0.07,21.046094491667873,112.94236538732585,1,1,0,0,262.4199999999999,45.99999999999997,0,0
0.08,21.893689227866247,111.61712453891055,1,1,0,0,248.10999999999984,42.99999999999997,0,0
0.08,22.431746677325616,110.68363558008606,1,1,0,0,233.79999999999984,39.99999999999997,0,0
0.08,21.321310340210506,109.50212244901543,1,1,0,0,219.48999999999984,36.999999999999964,0,0
0.08,23.127353090871793,108.67423685815064,1,1,0,0,205.1799999999999,33.99999999999997,0,0
0.08,22.83580820364189,108.16535286946406,1,1,0,0,190.8699999999999,30.99999999999997,0,0
0.08,21.979178045426476,107.47927488925382,1,1,0,0,176.55999999999983,27.99999999999997,0,0
0.08,20.040283982457233,106.72499092549567,1,1,0,0,162.24999999999983,24.99999999999997,0,0
0.08,19.721630122655203,105.73141657087473,1,1,0,0,147.93999999999988,21.99999999999997,0,0
0.08,21.125514872785143,105.57488446326337,2,1,0,0,133.62999999999988,18.99999999999997,0,0
0.08,19.898999273590267,105.04476202060597,2,1,0,0,119.31999999999988,15.999999999999972,0,0
0.10,18.069651177004204,104.2695032606773,2,1,0,0,105.00999999999982,12.999999999999972,0,0
0.10,19.370690145178123,103.12881701797743,2,1,0,0,90.69999999999987,9.999999999999972,0,0
0.10,18.645537429407558,102.52934029094472,2,1,0,0,76.38999999999987,6.999999999999972,0,0
0.10,18.236541437300446,101.95415222817533,2,1,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,18,100.62510271746794,2,1,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,18,99.70433392440741,2,1,0,0,43,0.0,0,0
0.10,18,99.73203535233435,2,1,0,0,57.31,3.0,0,0
0.10,18.793333269920844,100.22543440924676,2,1,0,0,71.62,6.0,0,0
0.10,20.344151766047297,101.19013504185892,2,1,0,0,85.93,9.0,0,0
0.10,21.010498960310084,101.3021696574863,2,1,0,0,100.24000000000001,12.0,0,0
0.12,20.91482490438961,101.01803184175824,2,1,0,0,114.55000000000001,15.0,0,0
0.12,19.791314921465194,100.94474455919813,2,1,0,0,128.86,18.0,0,0
0.12,20.200829429569772,100.62990752027675,2,1,0,0,143.16999999999996,21.0,0,0
0.12,21.261247694665258,100.4246962738286,2,1,0,0,157.48000000000002,24.0,0,0
0.12,22.496747949749196,100.78934425546664,2,1,0,0,171.79000000000002,27.0,0,0
0.12,23.822783006570106,100.95967841361882,2,1,0,0,186.10000000000002,30.0,0,0
0.12,23.11261562539986,100.85696319800982,2,1,0,0,200.40999999999997,33.0,0,0
0.12,22.688203702977727,100.84549040328247,2,1,0,0,214.71999999999997,36.0,0,0
0.12,21.398626652096098,100.68503954229348,2,1,0,0,229.03000000000003,39.0,0,0
0.12,19.623947613824924,101.14224623947868,2,1,0,0,243.34000000000003,42.00000000000001,0,0
0.13,18,101.17510855236516,2,1,0,0,257.65000000000003,45.00000000000001,0,0
0.13,19.958084335301997,101.5739462109904,2,1,0,0,271.96000000000004,48.00000000000001,0,0
0.13,21.80281433452727,102.55862442182017,2,1,0,0,286.27000000000004,51.00000000000001,0,0
0.13,20.368302264827964,103.40871630109545,2,1,0,0,300.58000000000004,54.00000000000001,0,0
0.13,21.649573431550696,103.78182802286454,2,1,0,0,314.89000000000004,57.000000000000014,0,0
0.13,20.92828424358485,104.96774519204489,2,1,0,0,329.20000000000005,60.00000000000001,0,0
0.13,20.623786853593366,105.57245436695791,2,1,0,0,343.51,63.0,0,0
0.13,18.676658678003044,105.81616618757494,2,1,0,0,357.82,66.0,0,0
0.13,18.74408997833109,105.78194440005328,2,1,0,0,372.13,69.0,0,0
0.13,18.763370129125487,106.37369856978623,2,1,0,0,386.44,72.0,0,0
0.15,18,106.43020968987751,2,1,0,0,400.75,75.0,0,0
0.15,19.94555737245261,107.2284021215401,2,1,0,0,415.06,78.0,0,0
0.15,18.269722323326143,107.55846272895661,2,1,0,0,429.37,81.0,0,0
0.15,18,108.13375459828389,2,1,0,0,443.68,84.0,0,0
