Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,85.93,9.0,0,0
0.00,27.734571965764577,112.64117759873066,0,0,0,0,100.24000000000001,12.0,0,0
0.00,26.68472723029589,98.69872023292488,0,0,0,0,114.55000000000001,15.0,0,0
0.00,24.794044134169454,98.63450057920645,0,0,0,0,128.86,18.0,0,0
0.00,26.1363195565353,106.59858927231976,0,0,0,0,143.16999999999996,21.0,0,0
0.00,25.374493323903042,101.34697532257464,1,0,0,0,157.48000000000002,24.0,0,0
0.00,25.332118345784725,105.17868338139981,1,0,0,0,171.79000000000002,27.0,0,0
0.00,25.546480518598326,103.90465315827542,1,0,0,0,186.10000000000002,30.0,0,0
0.00,25.53462356750775,103.34238699639427,1,0,0,0,200.40999999999997,33.0,0,0
0.00,24.83909733555273,103.33465252818777,1,0,0,0,214.71999999999997,36.0,0,0
0.02,24.61222813920021,107.28779249174708,1,0,0,0,229.03000000000003,39.0,0,0
0.02,25.46607234629231,109.399898239287,1,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,25.454659949050107,111.0515897334288,1,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,26.90368135260365,111.55203937169128,1,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,26.153532051215777,114.14457784602055,1,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,26.636415658620443,115.37281665871804,1,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,28.52430785732556,116.09682508042243,1,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,30.412392062688912,118.5159095520895,1,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,30.30590062758366,119.89979423133802,1,0,0,0,343.51,63.0,0,0
0.02,28.769744853395398,124.23551596584714,1,0,0,0,357.82,66.0,0,0
0.03,28.853639290374744,125.26307055169123,1,0,0,0,372.13,69.0,0,0
0.03,27.471766336018373,126.93380816436694,1,0,0,0,386.44,72.0,0,0
0.03,26.530558809810362,127.85755915742614,1,0,0,0,400.75,75.0,0,0
0.03,24.788850586596194,129.38945780656658,1,0,0,0,415.06,78.0,0,0
0.03,26.710772856849296,130.76871444850568,1,0,0,0,429.37,81.0,0,0
0.03,25.70867249085554,132.12122085856865,1,0,0,0,443.68,84.0,0,0
0.03,24.818654712962633,131.33131048786615,1,0,0,0,457.99,87.0,0,0
0.03,24.251673669232574,133.8061022184988,1,0,0,0,472.3,90.0,0,0
0.03,23.279687387681356,133.76632639685346,1,0,0,0,486.61,93.0,0,0
0.03,25.17179181314471,134.7481406942991,1,0,0,0,500.92,96.0,0,0
0.05,27.077627308207703,136.45342434720257,1,0,0,0,515.23,99.0,0,0
0.05,25.370687458859067,138.12502399946837,1,0,0,0,520,100.0,0,0
0.05,24.56661901200793,135.641073016095,1,0,0,0,505.69,97.0,0,0
0.05,22.575885169265813,132.98834389725243,1,0,0,0,491.38,94.0,0,0
0.05,21.031413571709944,130.4173708907018,1,0,0,0,477.07,91.0,0,0
0.05,21.116980725608308,128.21566082883538,1,0,0,0,462.76,88.0,0,0
0.05,20.30337804241069,126.66092826982606,1,0,0,0,448.45,85.0,0,0
0.05,21.16441580843573,124.30162112501182,1,0,0,0,434.14,82.0,0,0
