Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,176.55999999999983,27.99999999999997,0,0
0.00,23.24762651024315,78.6913137328905,0,0,0,0,162.24999999999983,24.99999999999997,0,0
0.00,24.273439910660596,80.48389670654232,1,0,0,0,147.93999999999988,21.99999999999997,0,0
0.00,24.319545649728838,76.71675021407992,1,0,0,0,133.62999999999988,18.99999999999997,0,0
0.00,25.422941201918494,79.8928101462155,1,0,0,0,119.31999999999988,15.999999999999972,0,0
0.00,24.29178531774664,79.37210281536262,1,0,0,0,105.00999999999982,12.999999999999972,0,0
0.00,24.397788472454994,77.41214885156396,2,0,0,0,90.69999999999987,9.999999999999972,0,0
0.00,22.548571687795544,76.74599764436189,3,0,0,0,76.38999999999987,6.999999999999972,0,0
0.00,24.441708829763343,70.71784002930171,3,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.00,26.132339034785872,69.95883131964545,3,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.00,25.325571371628328,67.65481494480792,3,0,0,0,43,0.0,0,0
0.02,24.039013157164444,74.4499012597537,3,0,0,0,57.31,3.0,0,0
0.02,23.384935555996705,76.84001569128644,3,0,0,0,71.62,6.0,0,0
0.02,22.19529922282069,78.3855119250832,3,0,0,0,85.93,9.0,0,0
