Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,143.16999999999996,21.0,0,0
0.00,23.17640433842603,113.12093872042944,0,0,0,0,157.48000000000002,24.0,0,0
0.00,24.28337565791735,116.33736578494609,0,0,0,0,171.79000000000002,27.0,0,0
0.00,22.78697153126836,111.61714006201022,0,0,0,0,186.10000000000002,30.0,0,0
0.00,23.82429189505378,112.5075067472716,0,0,0,0,200.40999999999997,33.0,0,0
0.00,21.8251413936259,118.03123799034164,0,0,0,0,214.71999999999997,36.0,0,0
0.00,23.324625490824154,111.66582112271048,0,0,0,0,229.03000000000003,39.0,0,0
0.00,22.93319037278226,110.07382117124801,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,23.12690803507,106.30844286599635,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.00,23.76295073603676,105.67448536960606,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,23.607719934867642,114.67100221857362,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,21.75619110545213,119.18011935434089,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,21.518975775777303,122.08723798012069,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,21.633176671487167,123.3222353620158,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,21.97471186222776,125.13197935999808,0,0,0,0,343.51,63.0,0,0
0.02,22.31205922853526,126.86667734868061,0,0,0,0,357.82,66.0,0,0
0.02,23.625577180692925,128.29637489974448,0,0,0,0,372.13,69.0,0,0
0.02,23.71679080087723,128.93529784042673,0,0,0,0,386.44,72.0,0,0
0.02,24.263739868644844,130.1739636923123,0,0,0,0,400.75,75.0,0,0
0.02,23.091934195778393,131.04212424217016,0,0,0,0,415.06,78.0,0,0
0.03,21.902676580938934,132.99921016816347,0,0,0,0,429.37,81.0,0,0
0.03,20.655292267422837,134.22781853259946,0,0,0,0,443.68,84.0,0,0
0.03,22.41823746959826,134.49972808198666,0,0,0,0,457.99,87.0,0,0
0.03,23.115550866784524,135.32294631343265,0,0,0,0,472.3,90.0,0,0
0.03,24.280332043941627,137.82207823628087,0,0,0,0,486.61,93.0,0,0
0.03,23.847384132158354,137.19335581269507,0,0,0,0,500.92,96.0,0,0
0.03,25.22514254555048,137.8678137321075,0,0,0,0,515.23,99.0,0,0
0.03,26.834718864893752,139.63702163624302,0,0,0,0,520,100.0,0,0
0.03,27.61967792670985,136.9932821879986,0,0,0,0,505.69,97.0,0,0
0.03,28.781940000666566,134.8166512755887,0,0,0,0,491.38,94.0,0,0
0.05,30.75194224152339,133.22809824170582,0,0,0,0,477.07,91.0,0,0
0.05,28.953893368968245,130.07758942432832,0,0,0,0,462.76,88.0,0,0
0.05,28.37107576723703,128.36963031968037,0,0,0,0,448.45,85.0,0,0
0.05,27.28462323464112,126.28553013846813,1,0,0,0,434.14,82.0,0,0
0.05,29.104770364624475,123.8556090328336,1,0,0,0,419.83,79.0,0,0
0.05,27.296179334931544,122.78300896259859,1,0,0,0,405.52,76.0,0,0
0.05,25.77639094185975,120.48278855663173,1,0,0,0,391.21,73.0,0,0
0.05,25.912427844653728,118.16694655245922,1,0,0,0,376.9,70.0,0,0
0.05,27.788821838378166,117.17618956997292,1,0,0,0,362.59000000000003,67.0,0,0
0.05,29.700665211360985,115.92828305348414,1,0,0,0,348.28,63.99999999999999,0,0
0.07,28.594338566088876,115.12315248277399,1,0,0,0,333.96999999999997,60.99999999999999,0,0
0.07,29.494367842740175,113.26612935225107,1,0,0,0,319.65999999999997,57.99999999999999,0,0
0.07,27.544078775059468,111.31818037798057,1,0,0,0,305.34999999999997,54.99999999999999,0,0
0.07,29.43042429106883,110.48220962421183,1,0,0,0,291.03999999999996,51.99999999999999,0,0
0.07,30.506989701300448,109.65706003766593,1,0,0,0,276.7299999999999,48.99999999999998,0,0
0.07,30.120858803567835,108.83112855073917,1,0,0,0,262.4199999999999,45.99999999999997,0,0
0.07,30.683949177365573,107.53912307724262,1,0,0,0,248.10999999999984,42.99999999999997,0,0
0.07,32.472983362531295,106.60109900836146,2,0,0,0,233.79999999999984,39.99999999999997,0,0
0.07,33.84999780162998,105.88432542288602,2,0,0,0,219.48999999999984,36.999999999999964,0,0
0.07,33.165785481221704,104.98200067155334,2,0,0,0,205.1799999999999,33.99999999999997,0,0
0.08,33.625434559396965,103.65204177585115,2,0,0,0,190.8699999999999,30.99999999999997,0,0
0.08,31.863172826319225,102.8255861125461,2,0,0,0,176.55999999999983,27.99999999999997,0,0
0.08,31.534984573292583,102.03236584206708,2,0,0,0,162.24999999999983,24.99999999999997,0,0
0.08,30.98073965335103,101.62559068164512,2,0,0,0,147.93999999999988,21.99999999999997,0,0
0.08,32.86099055575587,100.88013868990008,2,0,0,0,133.62999999999988,18.99999999999997,0,0
0.08,34.74498257986369,100.55508879645863,2,0,0,0,119.31999999999988,15.999999999999972,0,0
0.08,34.37863643704921,99.80266265189506,2,0,0,0,105.00999999999982,12.999999999999972,0,0
0.08,34.66135842942924,98.8111741823398,2,0,0,0,90.69999999999987,9.999999999999972,0,0
0.08,34.42371841982827,97.51691747357152,2,0,0,0,76.38999999999987,6.999999999999972,0,0
0.08,35,96.8482482067791,2,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,35,95.94146702453885,2,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,35,95.07899649862213,2,0,0,0,43,0.0,0,0
0.10,33.292780223589745,95.06814535366529,2,0,0,0,57.31,3.0,0,0
0.10,32.137675113726345,95.88383795765618,2,0,0,0,71.62,6.0,0,0
0.10,33.474634157558796,96.22522466331958,2,0,0,0,85.93,9.0,0,0
0.10,31.854439933477583,96.12972298242597,2,0,0,0,100.24000000000001,12.0,0,0
0.10,32.61308186350578,96.08507578095505,2,0,0,0,114.55000000000001,15.0,0,0
0.10,32.10380210311232,96.68653401562037,2,0,0,0,128.86,18.0,0,0
0.10,30.852809499594432,97.22131790575165,2,0,0,0,143.16999999999996,21.0,0,0
0.10,29.582570913685522,97.84418416060488,2,0,0,0,157.48000000000002,24.0,0,0
0.12,30.780054461317043,97.96119736715661,2,0,0,0,171.79000000000002,27.0,0,0
0.12,31.752225474704638,97.67044684292202,2,0,0,0,186.10000000000002,30.0,0,0
0.12,32.92934122543758,98.24268611751826,2,0,0,0,200.40999999999997,33.0,0,0
0.12,31.904597710380507,98.43981947098453,2,0,0,0,214.71999999999997,36.0,0,0
0.12,33.526742229433566,98.8583763009924,2,0,0,0,229.03000000000003,39.0,0,0
0.12,33.57676875516702,99.1196054363066,2,0,0,0,243.34000000000003,42.00000000000001,0,0
0.12,33.40485806713502,99.1976110280402,2,0,0,0,257.65000000000003,45.00000000000001,0,0
0.12,34.020113453782116,99.68604308656752,2,0,0,0,271.96000000000004,48.00000000000001,0,0
0.12,35,100.25403035494516,2,0,0,0,286.27000000000004,51.00000000000001,0,0
0.12,33.641764982703926,100.91830134121203,2,0,0,0,300.58000000000004,54.00000000000001,0,0
0.13,33.20311716312899,101.85596289724585,2,0,0,0,314.89000000000004,57.000000000000014,0,0
0.13,32.83016220977783,102.87024108893125,2,0,0,0,329.20000000000005,60.00000000000001,0,0
0.13,32.297193196495726,104.10746775366145,2,0,0,0,343.51,63.0,0,0
0.13,33.92327702584459,104.80141498156256,2,0,0,0,357.82,66.0,0,0
0.13,32.190880716885054,105.66493904675053,2,0,0,0,372.13,69.0,0,0
0.13,33.519937564404586,106.50561499775671,2,0,0,0,386.44,72.0,0,0
0.13,33.017808094941564,107.1263288740734,2,0,0,0,400.75,75.0,0,0
0.13,32.00898631645719,107.64680615992701,2,0,0,0,415.06,78.0,0,0
0.13,33.627701274356696,108.09016251137085,2,0,0,0,429.37,81.0,0,0
0.13,31.68119986626402,108.42113508249282,2,0,0,0,443.68,84.0,0,0
0.15,32.15207113725743,108.65843196554096,3,0,0,0,457.99,87.0,0,0
0.15,34.13167649054956,109.63372031294286,3,0,0,0,472.3,90.0,0,0
0.15,35,109.82452944957154,3,0,0,0,486.61,93.0,0,0
0.15,34.21266243282156,110.20534512212849,3,0,0,0,500.92,96.0,0,0
0.15,34.874495344076244,110.7136283492574,3,0,0,0,515.23,99.0,0,0
0.15,8.571428571428571,111.53118092027789,3,0,0,0,520,100.0,0,0
0.15,8.571428571428571,110.91034631767252,3,0,0,0,505.69,97.0,0,0
0.15,8.571428571428571,110.57382528891247,3,0,0,0,491.38,94.0,0,0
0.15,8.571428571428571,110.37168975569077,3,0,0,0,477.07,91.0,0,0
0.15,8.571428571428571,109.84643656950153,3,0,0,0,462.76,88.0,0,0
0.17,8.571428571428571,109.33383504941817,3,0,0,0,448.45,85.0,0,0
0.17,8.571428571428571,108.7825047380196,4,0,0,0,434.14,82.0,0,0
0.17,8.571428571428571,108.54635256659627,4,0,0,0,419.83,79.0,0,0
0.17,8.571428571428571,108.31180843007972,5,0,0,0,405.52,76.0,0,0
0.17,8.571428571428571,107.85857510750765,5,0,0,0,391.21,73.0,0,0
0.17,8.571428571428571,107.3934444071404,5,0,0,0,376.9,70.0,0,0
0.17,8.571428571428571,106.98991443759849,5,0,0,0,362.59000000000003,67.0,0,0
0.17,8.571428571428571,106.28570050050642,5,0,0,0,348.28,63.99999999999999,0,0
0.17,8.571428571428571,105.48105110471211,5,0,0,0,333.96999999999997,60.99999999999999,0,0
0.17,8.571428571428571,105.1722561589948,5,0,0,0,319.65999999999997,57.99999999999999,0,0
0.18,8.571428571428571,104.74542997192087,5,0,0,0,305.34999999999997,54.99999999999999,0,0
0.18,8.571428571428571,104.13730856453243,5,0,0,0,291.03999999999996,51.99999999999999,0,0
0.18,8.571428571428571,103.54931562983109,5,0,0,0,276.7299999999999,48.99999999999998,0,0
0.18,8.571428571428571,103.28510188877323,5,0,0,0,262.4199999999999,45.99999999999997,0,0
0.18,8.571428571428571,103.09652414642157,5,0,0,0,248.10999999999984,42.99999999999997,0,0
0.18,8.571428571428571,102.58639402993704,6,0,0,0,233.79999999999984,39.99999999999997,0,0
0.18,8.571428571428571,102.21345127797429,6,0,0,0,219.48999999999984,36.999999999999964,0,0
0.18,8.571428571428571,101.99672915974078,6,0,0,0,205.1799999999999,33.99999999999997,0,0
0.18,8.571428571428571,101.35378494496467,6,0,0,0,190.8699999999999,30.99999999999997,0,0
0.18,8.571428571428571,100.77002572031708,6,0,0,0,176.55999999999983,27.99999999999997,0,0
0.20,8.571428571428571,100.23054833674527,6,1,0,0,162.24999999999983,24.99999999999997,0,0
0.20,8.571428571428571,99.88414415253463,6,1,0,0,147.93999999999988,21.99999999999997,0,0
0.20,8.571428571428571,99.68962812599055,6,1,0,0,133.62999999999988,18.99999999999997,0,0
0.20,8.571428571428571,99.36131510441422,6,1,0,0,119.31999999999988,15.999999999999972,0,0
0.20,8.571428571428571,98.86928036328092,6,1,0,0,105.00999999999982,12.999999999999972,0,0
0.20,8.571428571428571,98.49536938800118,6,1,0,0,90.69999999999987,9.999999999999972,0,0
0.20,8.571428571428571,97.94006139535807,6,1,0,0,76.38999999999987,6.999999999999972,0,0
0.20,8.571428571428571,97.42340528040263,6,1,0,0,62.07999999999987,3.9999999999999716,0,0
0.20,8.571428571428571,97.08035667844626,6,1,0,0,47.76999999999987,0.9999999999999716,0,0
0.20,8.571428571428571,96.75823790941142,6,1,0,0,43,0.0,0,0
0.22,8.571428571428571,96.80746654101941,6,1,0,0,57.31,3.0,0,0
0.22,8.571428571428571,96.66961124841805,6,1,0,0,71.62,6.0,0,0
0.22,8.571428571428571,96.74511558505937,6,1,0,0,85.93,9.0,0,0
0.22,8.571428571428571,96.98154610932792,6,1,0,0,100.24000000000001,12.0,0,0
0.22,8.571428571428571,97.20513832479772,6,1,0,0,114.55000000000001,15.0,0,0
0.22,8.571428571428571,97.60213969370064,6,1,0,0,128.86,18.0,0,0
0.22,8.571428571428571,97.5215907279073,6,1,0,0,143.16999999999996,21.0,0,0
0.22,8.571428571428571,97.59429539650314,6,1,0,0,157.48000000000002,24.0,0,0
