Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,186.10000000000002,30.0,0,0
0.00,23.63441340744396,120.03166609956308,0,0,0,0,200.40999999999997,33.0,0,0
0.00,22.059032010380236,124.1903695122606,0,0,0,0,214.71999999999997,36.0,0,0
0.00,23.06085095873909,115.0740513029132,0,0,0,0,229.03000000000003,39.0,0,0
0.00,22.92906254801603,117.4270919117645,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,22.592219370658142,120.41316604317899,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.00,24.056476354632444,118.46170115119251,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.00,23.58630878196422,128.3640535459653,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.00,23.271278630750306,133.25975177945415,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.00,24.290419189639408,132.1775234385935,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,25.03200132045339,135.50569627859943,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,25.69336509510635,139.0296983653221,0,0,0,0,343.51,63.0,0,0
0.02,24.04819699318239,140.5850249981978,0,0,0,0,357.82,66.0,0,0
0.02,25.913670457373996,142.05224156456777,0,0,0,0,372.13,69.0,0,0
0.02,24.099954788774884,145.1268599204867,0,0,0,0,386.44,72.0,0,0
0.02,25.460065088142247,146.72341402184855,0,0,0,0,400.75,75.0,0,0
0.02,25.194535291064046,149.40334138239086,0,0,0,0,415.06,78.0,0,0
0.02,25.40963361770532,150.92181674721553,0,0,0,0,429.37,81.0,0,0
0.02,25.402826231649275,149.9707454833513,0,0,0,0,443.68,84.0,0,0
0.02,26.646436390339645,147.68442393135746,0,0,0,0,457.99,87.0,0,0
0.03,27.472294895170744,147.5582307997301,0,0,0,0,472.3,90.0,0,0
0.03,29.056110141166926,149.09611709218055,0,0,0,0,486.61,93.0,0,0
0.03,28.697019591181547,152.0298878656542,0,0,0,0,500.92,96.0,0,0
0.03,28.20427366955013,152.44045005585457,0,0,0,0,515.23,99.0,0,0
0.03,26.620696978073433,152.61143086787513,0,0,0,0,520,100.0,0,0
0.03,25.17951828327117,150.23566781438282,1,0,0,0,505.69,97.0,0,0
0.03,26.912960261492923,147.23568443405833,1,0,0,0,491.38,94.0,0,0
0.03,28.910581875022306,144.9385798548699,1,0,0,0,477.07,91.0,0,0
0.03,30.370606585129316,142.3318439706475,1,0,0,0,462.76,88.0,0,0
0.03,28.728078659244275,140.31796263097021,1,0,0,0,448.45,85.0,0,0
0.05,29.4271672194421,137.0668808177272,1,0,0,0,434.14,82.0,0,0
0.05,28.301847584512476,134.82008421411484,1,0,0,0,419.83,79.0,0,0
0.05,28.72006079158274,132.2819596243329,1,0,0,0,405.52,76.0,0,0
