Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,143.16999999999996,21.0,0,0
0.00,26.307621235528874,137.89950510937734,0,0,0,0,157.48000000000002,24.0,0,0
0.00,25.183302282797953,133.10440685913878,0,0,0,0,171.79000000000002,27.0,0,0
0.00,23.819537928441882,123.47972538318265,0,0,0,0,186.10000000000002,30.0,0,0
0.00,22.911546212743566,121.60085909261025,0,0,0,0,200.40999999999997,33.0,0,0
0.00,21.47805166008535,121.80115747806663,0,0,0,0,214.71999999999997,36.0,0,0
0.00,21.95732608647806,118.10186968116588,0,0,0,0,229.03000000000003,39.0,0,0
0.00,23.39388670007962,115.77632579446107,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,23.061543438769835,113.47769235620595,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.00,21.555737701589006,110.45273275133177,1,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,21.874823501589454,111.3130445143561,1,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,23.152966660215114,117.22014242663852,2,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,24.15293311279285,119.75319599573604,2,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,23.196153044871824,122.94062855805035,2,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,23.976692814580446,125.57826687957225,2,0,0,0,343.51,63.0,0,0
0.02,23.063118232367273,128.42574572368238,2,0,0,0,357.82,66.0,0,0
0.02,21.160973736525346,130.58383413656392,2,0,0,0,372.13,69.0,0,0
0.02,21.579612428001642,129.4146473763447,2,0,0,0,386.44,72.0,0,0
0.02,22.91938617322929,131.8419495521909,2,0,0,0,400.75,75.0,0,0
0.02,24.16284442898295,134.1061653479606,2,0,0,0,415.06,78.0,0,0
0.03,25.279841041565305,136.36731002433322,2,0,0,0,429.37,81.0,0,0
0.03,26.78208525420367,139.1590813963275,2,0,0,0,443.68,84.0,0,0
0.03,25.09927599611054,141.33148478174758,2,0,0,0,457.99,87.0,0,0
0.03,23.433429323754222,143.5045731904186,2,0,0,0,472.3,90.0,0,0
0.03,23.397733960492207,146.4273549569206,2,0,0,0,486.61,93.0,0,0
0.03,23.611373094501698,146.9453371714954,2,0,0,0,500.92,96.0,0,0
0.03,23.203255587096073,147.88245373558232,2,0,0,0,515.23,99.0,0,0
0.03,22.156881679975196,149.92959685527873,2,0,0,0,520,100.0,0,0
0.03,21.274842774719396,146.72841997046524,2,0,0,0,505.69,97.0,0,0
0.03,20.41464968004116,144.38924690945478,2,0,0,0,491.38,94.0,0,0
0.05,21.268152005908387,140.59004879654276,2,0,0,0,477.07,91.0,0,0
0.05,20.275416813994248,136.7993521626627,2,0,0,0,462.76,88.0,0,0
0.05,18.592574445288218,133.93544467248734,2,0,0,0,448.45,85.0,0,0
0.05,19.320241280518914,131.01642855367137,2,0,0,0,434.14,82.0,0,0
0.05,18,129.25480857158936,2,0,0,0,419.83,79.0,0,0
0.05,18,127.62753182858569,2,0,0,0,405.52,76.0,0,0
0.05,19.30040854091894,125.04139721394124,2,0,0,0,391.21,73.0,0,0
0.05,20.4186593636402,123.40385631382469,2,0,0,0,376.9,70.0,0,0
0.05,20.476177367563405,121.86529401632824,2,0,0,0,362.59000000000003,67.0,0,0
0.05,19.904818519000152,120.31005770217845,2,0,0,0,348.28,63.99999999999999,0,0
0.07,21.23403595996558,118.80618286422961,2,0,0,0,333.96999999999997,60.99999999999999,0,0
0.07,21.01294323369949,117.48298754616887,2,0,0,0,319.65999999999997,57.99999999999999,0,0
0.07,19.74094863415914,115.81340011292565,2,0,0,0,305.34999999999997,54.99999999999999,0,0
0.07,18.468781233808716,114.39796262540106,2,0,0,0,291.03999999999996,51.99999999999999,0,0
0.07,20.182306663307262,113.0563393202671,2,0,0,0,276.7299999999999,48.99999999999998,0,0
0.07,20.33256371254991,112.1285896900758,2,0,0,0,262.4199999999999,45.99999999999997,0,0
0.07,19.4174012462848,111.1276244290214,2,0,0,0,248.10999999999984,42.99999999999997,0,0
0.07,18.033820698448952,110.0753718871319,2,0,0,0,233.79999999999984,39.99999999999997,0,0
0.07,18,108.77350762153905,2,0,0,0,219.48999999999984,36.999999999999964,0,0
0.07,18.86983896927383,107.6786328155575,2,0,0,0,205.1799999999999,33.99999999999997,0,0
0.08,18,106.04813615450452,2,0,0,0,190.8699999999999,30.99999999999997,0,0
0.08,19.537455161966026,104.99167936084352,2,0,0,0,176.55999999999983,27.99999999999997,0,0
0.08,18,104.0378629535864,2,0,0,0,162.24999999999983,24.99999999999997,0,0
0.08,18.636515233228586,102.85820839524406,2,0,0,0,147.93999999999988,21.99999999999997,0,0
0.08,20.311922824278675,101.6982725083784,2,0,0,0,133.62999999999988,18.99999999999997,0,0
0.08,19.396983311378538,100.39435628093722,2,0,0,0,119.31999999999988,15.999999999999972,0,0
0.08,19.47538550595595,99.87829436637942,3,0,0,0,105.00999999999982,12.999999999999972,0,0
0.08,18.736365840385037,99.10014690938824,3,0,0,0,90.69999999999987,9.999999999999972,0,0
0.08,19.631105496570896,98.5364001107794,3,0,0,0,76.38999999999987,6.999999999999972,0,0
0.08,20.322222694511595,97.49523410995182,3,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,20.6033025715883,96.5897463220344,3,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,20.885008625840133,96.11624255601828,3,0,0,0,43,0.0,0,0
0.10,20.75665632728695,95.98855796867733,3,0,0,0,57.31,3.0,0,0
0.10,19.993022114774362,96.72014189118708,4,0,0,0,71.62,6.0,0,0
0.10,19.738332641891326,97.42175925493815,4,0,0,0,85.93,9.0,0,0
0.10,19.592485676711945,97.12601844932799,4,1,0,0,100.24000000000001,12.0,0,0
0.10,20.376446231748535,96.87411298013511,4,1,0,0,114.55000000000001,15.0,0,0
0.10,19.61717386088612,96.67186847080058,4,1,0,0,128.86,18.0,0,0
0.10,18.775933723512637,97.21902829105399,4,1,0,0,143.16999999999996,21.0,0,0
0.10,20.4699521444243,97.2363223840419,4,1,0,0,157.48000000000002,24.0,0,0
0.12,20.402923730573626,97.26141589547919,4,1,0,0,171.79000000000002,27.0,0,0
0.12,21.129647749619295,97.84675250020942,4,1,0,0,186.10000000000002,30.0,0,0
0.12,19.92976814665392,97.72913924074227,4,1,0,0,200.40999999999997,33.0,0,0
0.12,20.240119886222857,98.27726550392642,4,1,0,0,214.71999999999997,36.0,0,0
0.12,18.48286178237,98.15152864082268,4,1,0,0,229.03000000000003,39.0,0,0
0.12,20.05411134874302,98.2945884856697,4,1,0,0,243.34000000000003,42.00000000000001,0,0
