1.77,8.571428571428571,96.78190031791743,35,6,0,0,386.44,72.0,0,0
1.77,8.571428571428571,96.82188050564564,35,6,0,0,400.75,75.0,0,0
1.77,8.571428571428571,96.86110329895297,35,6,0,0,415.06,78.0,0,0
1.77,8.571428571428571,96.89200197785344,35,6,0,0,429.37,81.0,0,0
1.78,8.571428571428571,96.9368728827433,35,6,0,0,443.68,84.0,0,0
1.78,8.571428571428571,96.96816713026595,35,6,0,0,457.99,87.0,0,0
1.78,8.571428571428571,97.06294775131953,35,6,0,0,472.3,90.0,0,0
1.78,8.571428571428571,97.16379728507917,35,6,0,0,486.61,93.0,0,0
1.78,8.571428571428571,97.16841138448054,35,6,0,0,500.92,96.0,0,0
1.78,8.571428571428571,97.26425449473963,35,6,0,0,515.23,99.0,0,0
1.78,8.571428571428571,97.34995274998425,35,6,0,0,520,100.0,0,0
1.78,8.571428571428571,97.32792446937835,35,6,0,0,505.69,97.0,0,0
1.78,8.571428571428571,97.28653494602939,35,6,0,0,491.38,94.0,0,0
1.78,8.571428571428571,97.25933319622739,35,6,0,0,477.07,91.0,0,0
1.80,8.571428571428571,97.19753202670724,35,6,0,0,462.76,88.0,0,0
1.80,8.571428571428571,97.13227389505647,35,6,0,0,448.45,85.0,0,0
1.80,8.571428571428571,97.09324143395905,35,6,0,0,434.14,82.0,0,0
1.80,8.571428571428571,97.05458047007134,35,6,0,0,419.83,79.0,0,0
1.80,8.571428571428571,97.02037191442712,35,6,0,0,405.52,76.0,0,0
1.80,8.571428571428571,96.97605043161587,35,6,0,0,391.21,73.0,0,0
1.80,8.571428571428571,96.96314645322711,35,6,0,0,376.9,70.0,0,0
1.80,8.571428571428571,96.90575172376715,35,6,0,0,362.59000000000003,67.0,0,0
1.80,8.571428571428571,96.87041940399146,35,6,0,0,348.28,63.99999999999999,0,0
1.82,8.571428571428571,96.82681276404611,35,7,0,0,333.96999999999997,60.99999999999999,0,0
1.82,8.571428571428571,96.74477699451941,35,7,0,0,319.65999999999997,57.99999999999999,0,0
1.82,8.571428571428571,96.70561491808361,36,7,0,0,305.34999999999997,54.99999999999999,0,0
1.82,8.571428571428571,96.66203106296545,36,7,0,0,291.03999999999996,51.99999999999999,0,0
1.82,8.571428571428571,96.64122704713208,36,7,0,0,276.7299999999999,48.99999999999998,0,0
1.82,8.571428571428571,96.60729969720693,36,7,0,0,262.4199999999999,45.99999999999997,0,0
1.82,8.571428571428571,96.54351869483924,36,7,0,0,248.10999999999984,42.99999999999997,0,0
1.82,8.571428571428571,96.52390856430367,36,7,0,0,233.79999999999984,39.99999999999997,0,0
1.82,8.571428571428571,96.49034873789938,36,7,0,0,219.48999999999984,36.999999999999964,0,0
1.83,8.571428571428571,96.44207270569156,36,7,0,0,205.1799999999999,33.99999999999997,0,0
1.83,8.571428571428571,96.39635509480128,36,7,0,0,190.8699999999999,30.99999999999997,0,0
1.83,8.571428571428571,96.34300707889047,36,7,0,0,176.55999999999983,27.99999999999997,0,0
1.83,8.571428571428571,96.3348108297353,37,7,0,0,162.24999999999983,24.99999999999997,0,0
1.83,8.571428571428571,96.26602476460042,37,7,0,0,147.93999999999988,21.99999999999997,0,0
1.83,8.571428571428571,96.20725083117571,37,7,0,0,133.62999999999988,18.99999999999997,0,0
1.83,8.571428571428571,96.1323047264653,37,7,0,0,119.31999999999988,15.999999999999972,0,0
1.83,8.571428571428571,96.10149300810585,37,7,0,0,105.00999999999982,12.999999999999972,0,0
1.83,8.571428571428571,96.08798233640448,37,7,0,0,90.69999999999987,9.999999999999972,0,0
1.85,8.571428571428571,96.03220762824101,37,7,0,0,76.38999999999987,6.999999999999972,0,0
1.85,8.571428571428571,95.96937772951988,37,7,0,0,62.07999999999987,3.9999999999999716,0,0
1.85,8.571428571428571,95.94239732882676,37,7,0,0,47.76999999999987,0.9999999999999716,0,0
1.85,8.571428571428571,95.88589677563982,37,7,0,0,43,0.0,0,0
1.85,8.571428571428571,95.88160295615369,37,7,0,0,57.31,3.0,0,0
1.85,8.571428571428571,95.88090719296524,37,7,0,0,71.62,6.0,0,0
1.85,8.571428571428571,95.90850071649672,37,7,0,0,85.93,9.0,0,0
1.85,8.571428571428571,95.88969581244801,37,7,0,0,100.24000000000001,12.0,0,0
1.85,8.571428571428571,95.91340238728019,37,7,0,0,114.55000000000001,15.0,0,0
1.87,8.571428571428571,95.96580045259724,37,7,0,0,128.86,18.0,0,0
1.87,8.571428571428571,96.0211649637212,37,7,0,0,143.16999999999996,21.0,0,0
1.87,8.571428571428571,96.06677425180939,37,7,0,0,157.48000000000002,24.0,0,0
1.87,8.571428571428571,96.06864308545137,37,7,0,0,171.79000000000002,27.0,0,0
1.87,8.571428571428571,96.11446730776117,37,7,0,0,186.10000000000002,30.0,0,0
1.87,8.571428571428571,96.14137658741205,37,7,0,0,200.40999999999997,33.0,0,0
1.87,8.571428571428571,96.14775744737557,37,7,0,0,214.71999999999997,36.0,0,0
1.87,8.571428571428571,96.15646611145414,37,7,0,0,229.03000000000003,39.0,0,0
1.87,8.571428571428571,96.15378454253549,37,7,0,0,243.34000000000003,42.00000000000001,0,0
