Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,85.93,9.0,0,0
0.00,23.256311020717774,122.48647445569277,0,0,0,0,100.24000000000001,12.0,0,0
0.00,22.5981174581432,121.32873582292238,0,0,0,0,114.55000000000001,15.0,0,0
0.00,20.890877769339934,115.55398314542288,0,0,0,0,128.86,18.0,0,0
0.00,19.620130356079606,118.50276632099056,0,0,0,0,143.16999999999996,21.0,0,0
0.00,18.173306949444775,118.74858000638615,0,0,0,0,157.48000000000002,24.0,0,0
0.00,18.283281799322367,120.24082598504738,0,0,0,0,171.79000000000002,27.0,0,0
0.00,18.603990229566495,119.0713194269672,1,0,0,0,186.10000000000002,30.0,0,0
0.00,18,117.39024564850405,1,0,0,0,200.40999999999997,33.0,0,0
0.00,19.75299312793819,114.38170115826229,1,0,0,0,214.71999999999997,36.0,0,0
0.02,18,117.13348773583033,1,0,0,0,229.03000000000003,39.0,0,0
0.02,18,116.16221050767392,2,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,18,118.92882309893515,2,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,19.572833774564238,119.665215574839,2,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,19.520765892434625,121.24351243166244,2,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,20.831961523848086,125.2576371872078,2,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,18.853526788286487,125.51496154596576,2,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,18.27206905234823,129.8115664507012,2,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,19.013179192369048,132.36430044927667,2,0,0,0,343.51,63.0,0,0
0.02,18,135.35302964493246,2,0,0,0,357.82,66.0,0,0
0.03,19.5397076519137,135.28280816437166,2,0,0,0,372.13,69.0,0,0
0.03,18,137.38183448827124,2,0,0,0,386.44,72.0,0,0
0.03,18.316296169708224,139.4978520798039,2,0,0,0,400.75,75.0,0,0
0.03,18,140.14649160278637,2,0,0,0,415.06,78.0,0,0
0.03,18,142.62249942079632,2,0,0,0,429.37,81.0,0,0
0.03,18,141.08019727206573,2,0,0,0,443.68,84.0,0,0
0.03,18,142.5278269959438,2,0,0,0,457.99,87.0,0,0
0.03,19.700284521952295,143.5934398027848,2,0,0,0,472.3,90.0,0,0
0.03,18.43479321630858,143.1886127221229,2,0,0,0,486.61,93.0,0,0
0.03,18,143.18653834677937,2,0,0,0,500.92,96.0,0,0
0.05,18,143.9810190791803,3,0,0,0,515.23,99.0,0,0
0.05,18,143.85888424544422,3,0,0,0,520,100.0,0,0
0.05,18,141.58266037751062,3,0,0,0,505.69,97.0,0,0
0.05,18,138.16009711881645,3,0,0,0,491.38,94.0,0,0
