Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,162.24999999999983,24.99999999999997,0,0
0.00,26.94585268521336,67.70605298247571,0,0,0,0,147.93999999999988,21.99999999999997,0,0
0.00,25.45094393604534,61.5320369987107,0,0,0,0,133.62999999999988,18.99999999999997,0,0
0.00,24.566045409197248,53.29483300389612,0,0,0,0,119.31999999999988,15.999999999999972,0,0
0.00,24.08282343417923,54.92912525145006,0,0,0,0,105.00999999999982,12.999999999999972,0,0
0.00,24.560491716198605,50.2571241081048,0,0,0,0,90.69999999999987,9.999999999999972,0,0
0.00,25.66378672430674,50.919604026205995,0,0,0,0,76.38999999999987,6.999999999999972,0,0
0.00,25.298876064201224,54.29377915155043,0,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.00,24.51283322316836,53.68588982584035,0,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.00,24.155034366539134,52.54870639616196,0,0,0,0,43,0.0,0,0
0.02,22.906933421208773,59.559031098015545,0,0,0,0,57.31,3.0,0,0
0.02,21.97514592754874,65.05647619474426,0,0,0,0,71.62,6.0,0,0
0.02,21.2219748749197,68.03498939508093,0,0,0,0,85.93,9.0,0,0
0.02,20.062066600292532,69.19869130129554,0,0,0,0,100.24000000000001,12.0,0,0
0.02,21.164017528553103,71.65131661373006,0,0,0,0,114.55000000000001,15.0,0,0
0.02,19.56992000069219,76.25248576004583,0,0,0,0,128.86,18.0,0,0
0.02,18,79.06340504551906,0,0,0,0,143.16999999999996,21.0,0,0
0.02,18.943907974777318,80.61871760980371,0,0,0,0,157.48000000000002,24.0,0,0
0.02,18.700869807258,81.68635429257947,0,0,0,0,171.79000000000002,27.0,0,0
0.02,18.91669809005933,82.03911570998513,0,0,0,0,186.10000000000002,30.0,0,0
0.03,18,83.15019804866407,0,0,0,0,200.40999999999997,33.0,0,0
