Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,114.55000000000001,15.0,0,0
0.00,24.12302747947286,111.65537959056132,0,0,0,0,128.86,18.0,0,0
0.00,22.446568443762395,109.54718461483544,0,0,0,0,143.16999999999996,21.0,0,0
0.00,24.217565750938725,109.69191028899351,0,0,0,0,157.48000000000002,24.0,0,0
0.00,25.325730071521704,113.72563088952226,0,0,0,0,171.79000000000002,27.0,0,0
0.00,24.39190475554215,111.91932661451098,0,0,0,0,186.10000000000002,30.0,0,0
0.00,25.09131254751093,110.39232839725533,0,0,0,0,200.40999999999997,33.0,0,0
0.00,25.09127972950751,110.76643092199173,0,0,0,0,214.71999999999997,36.0,0,0
0.00,24.84399258060192,108.77567656495125,0,0,0,0,229.03000000000003,39.0,0,0
0.00,25.8825945955869,105.9208463584902,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,26.05618611112334,107.81627880786945,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,26.441409944419778,107.71649053837609,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,26.32860966363031,108.69145126063519,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,25.647725682786273,114.83365119036695,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,23.92621158246288,120.34127403837815,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,21.936345803661702,122.00480533087467,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,22.125432413547898,125.31923801043328,0,0,0,0,343.51,63.0,0,0
0.02,23.464339713310224,126.2981668266542,0,0,0,0,357.82,66.0,0,0
0.02,22.231817214373066,128.79697014643057,0,0,0,0,372.13,69.0,0,0
0.02,21.465487271888694,131.5598260323942,0,0,0,0,386.44,72.0,0,0
0.03,19.565835613956764,133.82791569415812,0,0,0,0,400.75,75.0,0,0
0.03,20.949752246096086,133.77923297269652,0,0,0,0,415.06,78.0,0,0
0.03,22.86905191475095,133.23838413355872,0,0,0,0,429.37,81.0,0,0
0.03,22.30248496720726,133.72423988166045,0,0,0,0,443.68,84.0,0,0
0.03,22.5275720192956,135.56376650854202,0,0,0,0,457.99,87.0,0,0
0.03,22.156584852805747,137.37864647224126,0,0,0,0,472.3,90.0,0,0
0.03,21.37290401698608,138.281862194045,0,0,0,0,486.61,93.0,0,0
0.03,23.335179540672886,140.2715625894063,0,0,0,0,500.92,96.0,0,0
0.03,23.438429129132928,141.2228244377357,0,0,0,0,515.23,99.0,0,0
0.03,23.86010531167061,141.8107891131066,0,0,0,0,520,100.0,0,0
0.05,25.327978602174966,139.21446559531486,0,0,0,0,505.69,97.0,0,0
0.05,24.882479055767135,136.0947538301479,0,0,0,0,491.38,94.0,0,0
0.05,24.67788770551074,133.67563213927457,0,0,0,0,477.07,91.0,0,0
