Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,71.62,6.0,0,0
0.00,24.575738718026106,96.01547701532533,0,0,0,0,85.93,9.0,0,0
0.00,23.926630679690582,92.62022476315276,0,0,0,0,100.24000000000001,12.0,0,0
0.00,22.22999786213053,101.53607015129913,0,0,0,0,114.55000000000001,15.0,0,0
0.00,22.580317882561374,98.0015852191498,0,0,0,0,128.86,18.0,0,0
0.00,21.05104984665471,102.15085996185296,0,0,0,0,143.16999999999996,21.0,0,0
0.00,22.73351293999553,101.01054478569779,0,0,0,0,157.48000000000002,24.0,0,0
0.00,24.342745460236763,106.30539472922496,0,0,0,0,171.79000000000002,27.0,0,0
0.00,24.603678819204898,104.91270065036181,0,0,0,0,186.10000000000002,30.0,0,0
0.00,26.15500513032845,103.34347309983801,0,0,0,0,200.40999999999997,33.0,0,0
0.02,27.81903724097955,103.20869489367902,0,0,0,0,214.71999999999997,36.0,0,0
0.02,29.775358060981482,103.12872656866149,0,0,0,0,229.03000000000003,39.0,0,0
0.02,28.239742454260703,105.82120937461292,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,28.819442164485356,105.51225681623363,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,30.6502291530923,104.77777547665472,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,30.589173657738538,110.24303687593289,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,30.473657487674487,113.72425744587551,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,30.099194820215953,118.05096332847513,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,31.72674716716083,122.61283361702233,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,33.22975160292583,126.20749926036915,1,0,0,0,343.51,63.0,0,0
0.03,33.429098978381774,127.09071632033036,1,0,0,0,357.82,66.0,0,0
0.03,34.81759901660124,129.0438032384279,1,0,0,0,372.13,69.0,0,0
0.03,33.158801654421495,129.3634665538113,1,0,0,0,386.44,72.0,0,0
0.03,34.70395036909204,130.768495836494,1,0,0,0,400.75,75.0,0,0
0.03,35,132.36578958914905,1,0,0,0,415.06,78.0,0,0
0.03,34.65090341839991,135.2260135371936,1,0,0,0,429.37,81.0,0,0
0.03,34.4506218999957,135.26450072841408,1,0,0,0,443.68,84.0,0,0
0.03,35,136.98682011886515,1,0,0,0,457.99,87.0,0,0
0.03,34.56320007606485,138.20022278886117,1,0,0,0,472.3,90.0,0,0
0.03,35,139.66419035408356,1,0,0,0,486.61,93.0,0,0
0.05,35,139.72709200518705,1,0,0,0,500.92,96.0,0,0
