Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,171.79000000000002,27.0,0,0
0.00,25.331748331029154,111.52945830062176,0,0,0,0,186.10000000000002,30.0,0,0
0.00,26.244911679626423,104.23332603731528,0,0,0,0,200.40999999999997,33.0,0,0
0.00,27.96563739623989,101.17278070657608,0,0,0,0,214.71999999999997,36.0,0,0
0.00,27.956475232049808,98.45291200787378,0,0,0,0,229.03000000000003,39.0,0,0
0.00,26.087472179055148,104.30004173371289,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,27.148281496357605,109.74452033607064,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.00,26.793797100161743,104.17021573294394,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.00,28.780607575616173,110.22768823448291,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.00,27.831684075406507,109.9738033488076,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,27.439465874605467,110.06095613559752,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,28.49301392036566,112.5665849861917,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,27.349048708714022,114.69167673510671,0,0,0,0,343.51,63.0,0,0
0.02,26.289725074899035,118.50886577992424,0,0,0,0,357.82,66.0,0,0
0.02,27.58355922421096,119.69821322686767,0,0,0,0,372.13,69.0,0,0
0.02,27.019931779412484,123.05505141709773,0,0,0,0,386.44,72.0,0,0
0.02,26.730465830250157,122.28768924991,0,0,0,0,400.75,75.0,0,0
0.02,26.244125149088077,123.96074993674763,0,0,0,0,415.06,78.0,0,0
0.02,24.940549496533325,124.33336368345408,0,0,0,0,429.37,81.0,0,0
0.02,26.21146617535358,125.51778572999294,0,0,0,0,443.68,84.0,0,0
0.03,27.063342225570594,127.09321082150034,0,0,0,0,457.99,87.0,0,0
0.03,25.320890784104662,127.70711745821023,0,0,0,0,472.3,90.0,0,0
0.03,26.57423265691303,130.17863838019852,0,0,0,0,486.61,93.0,0,0
0.03,25.795550827617355,133.06870915268306,0,0,0,0,500.92,96.0,0,0
0.03,27.765463990881198,135.54424597738767,0,0,0,0,515.23,99.0,0,0
0.03,29.049468130716487,137.68199760139137,0,0,0,0,520,100.0,0,0
0.03,28.75305463591826,134.5134754262129,0,0,0,0,505.69,97.0,0,0
0.03,30.509656529889,132.0800916986632,0,0,0,0,491.38,94.0,0,0
