Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,71.62,6.0,0,0
0.00,24.16689753643591,120.5284270793642,0,0,0,0,85.93,9.0,0,0
0.00,22.800559059627865,118.26611778042509,0,0,0,0,100.24000000000001,12.0,0,0
0.00,22.638403426028248,118.27704620598685,0,0,0,0,114.55000000000001,15.0,0,0
0.00,20.690265211240494,107.4257609223599,0,0,0,0,128.86,18.0,0,0
0.00,21.581196984707844,103.3013166867819,0,0,0,0,143.16999999999996,21.0,0,0
0.00,22.215520952736444,105.48906344539809,0,0,0,0,157.48000000000002,24.0,0,0
0.00,21.74102737700145,108.41133625843626,0,0,0,0,171.79000000000002,27.0,0,0
0.00,23.57954288576587,113.84988847615685,0,0,0,0,186.10000000000002,30.0,0,0
0.00,24.045538782146348,111.95418672384815,0,0,0,0,200.40999999999997,33.0,0,0
0.02,22.35867276927237,113.13057004820861,0,0,0,0,214.71999999999997,36.0,0,0
0.02,20.678371463988068,111.51191680135669,0,0,0,0,229.03000000000003,39.0,0,0
0.02,19.174694652918504,113.65916658103893,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,20.057257217685958,112.23110119437024,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,20.488570490375352,110.95227131810874,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,22.448953807705156,115.219131587952,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,22.076680662014034,115.39945074522413,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,20.490164928443914,117.99808929987977,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,18.852145503437683,119.28077839537798,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,19.833799005962696,119.77719411113358,0,0,0,0,343.51,63.0,0,0
0.03,20.276866044614312,123.30429757380114,0,0,0,0,357.82,66.0,0,0
0.03,20.403547088037197,125.31131219354008,0,0,0,0,372.13,69.0,0,0
0.03,18.93673967553627,125.76494119939136,0,0,0,0,386.44,72.0,0,0
0.03,20.184325390102384,127.03340864268957,0,0,0,0,400.75,75.0,0,0
0.03,20.383357444441028,129.19229012193534,0,0,0,0,415.06,78.0,0,0
0.03,19.878592410171727,129.59743434731587,0,0,0,0,429.37,81.0,0,0
0.03,18.168508149700646,128.75343566269032,0,0,0,0,443.68,84.0,0,0
0.03,19.449546582127713,129.82381416738193,0,0,0,0,457.99,87.0,0,0
0.03,20.48212472140382,131.31235773011534,0,0,0,0,472.3,90.0,0,0
0.03,22.00569963801948,132.28196042906666,0,0,0,0,486.61,93.0,0,0
0.05,21.56272353736872,132.41785238543574,1,0,0,0,500.92,96.0,0,0
0.05,22.40426553162165,132.86463880219523,1,0,0,0,515.23,99.0,0,0
0.05,23.605983542080338,132.80184922398675,1,0,0,0,520,100.0,0,0
0.05,24.57543142591399,130.26508692695407,1,0,0,0,505.69,97.0,0,0
0.05,25.79646036191894,128.37459235898174,1,0,0,0,491.38,94.0,0,0
0.05,26.70837593087004,125.78080534879155,1,1,0,0,477.07,91.0,0,0
0.05,28.183153058782622,123.75221735284904,1,1,0,0,462.76,88.0,0,0
0.05,27.76499989332911,121.40704668438862,1,1,0,0,448.45,85.0,0,0
0.05,27.73767931529719,119.74534134378656,1,1,0,0,434.14,82.0,0,0
0.05,27.32838082500705,118.6664226175669,1,1,0,0,419.83,79.0,0,0
0.07,25.669195053048075,117.8773303060718,1,1,0,0,405.52,76.0,0,0
0.07,26.485031466405907,117.25237200523848,1,1,0,0,391.21,73.0,0,0
0.07,27.28334176588624,115.52816220510033,1,1,0,0,376.9,70.0,0,0
0.07,25.443615730074004,114.19734667418284,1,1,0,0,362.59000000000003,67.0,0,0
0.07,24.945028935148596,113.69342746210023,1,1,0,0,348.28,63.99999999999999,0,0
0.07,23.97798061594808,113.20449510806421,1,1,0,0,333.96999999999997,60.99999999999999,0,0
0.07,24.613314423992367,112.00175527827282,1,1,0,0,319.65999999999997,57.99999999999999,0,0
0.07,22.653037092033,110.55700839452743,1,1,0,0,305.34999999999997,54.99999999999999,0,0
0.07,23.20292196870117,109.23449702944441,1,2,0,0,291.03999999999996,51.99999999999999,0,0
0.07,23.391277974610233,108.35678641427867,1,2,0,0,276.7299999999999,48.99999999999998,0,0
0.08,22.409436856131713,107.64553280295684,1,2,0,0,262.4199999999999,45.99999999999997,0,0
0.08,23.159735319887776,106.70425647123216,1,2,0,0,248.10999999999984,42.99999999999997,0,0
0.08,24.047636752233235,105.49429772713366,1,2,0,0,233.79999999999984,39.99999999999997,0,0
0.08,25.477585255124318,104.45691119411596,1,2,0,0,219.48999999999984,36.999999999999964,0,0
0.08,26.902894853786556,104.01628845070037,1,2,0,0,205.1799999999999,33.99999999999997,0,0
0.08,25.226302778545772,103.1318481240755,1,2,0,0,190.8699999999999,30.99999999999997,0,0
0.08,24.137250649908626,102.32660466637356,1,2,0,0,176.55999999999983,27.99999999999997,0,0
0.08,25.02183090108784,101.55521008575897,1,2,0,0,162.24999999999983,24.99999999999997,0,0
0.08,23.195269312629932,100.37243077786123,1,2,0,0,147.93999999999988,21.99999999999997,0,0
0.08,24.9491756531055,99.42057346988067,1,2,0,0,133.62999999999988,18.99999999999997,0,0
0.10,26.889384543585614,98.33020869221941,1,2,0,0,119.31999999999988,15.999999999999972,0,0
0.10,25.088082293774058,97.16709182358699,1,2,0,0,105.00999999999982,12.999999999999972,0,0
0.10,25.27787182568352,96.7358233084849,1,2,0,0,90.69999999999987,9.999999999999972,0,0
0.10,27.241389898333672,96.04481644364085,1,2,0,0,76.38999999999987,6.999999999999972,0,0
0.10,25.28433866822106,95.45647649137558,1,2,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,27.19439925189077,94.87895945289182,1,2,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,27.644529397286497,94.38960645328304,1,2,0,0,43,0.0,0,0
0.10,27.34499916311222,94.35269652142556,1,2,0,0,57.31,3.0,0,0
0.10,25.392977534320757,94.29965006946209,1,2,0,0,71.62,6.0,0,0
0.10,26.14599649520474,94.83576690445379,1,2,0,0,85.93,9.0,0,0
0.12,24.197283254913398,95.45472721822262,1,2,0,0,100.24000000000001,12.0,0,0
0.12,24.574291675969885,96.27120091289012,1,2,0,0,114.55000000000001,15.0,0,0
0.12,24.694611570596564,96.83210488069751,1,2,0,0,128.86,18.0,0,0
0.12,24.380360598238106,96.74232580144837,1,2,0,0,143.16999999999996,21.0,0,0
0.12,25.96066028450575,96.91184128168348,1,2,0,0,157.48000000000002,24.0,0,0
0.12,26.008518601843203,96.66649407780163,1,2,0,0,171.79000000000002,27.0,0,0
0.12,26.549531133092916,97.18932117160504,1,2,0,0,186.10000000000002,30.0,0,0
0.12,26.2931862980563,97.75538478824602,1,2,0,0,200.40999999999997,33.0,0,0
0.12,28.076006776859693,98.24244971901975,2,2,0,0,214.71999999999997,36.0,0,0
0.12,28.429616133829878,98.13804762180273,2,2,0,0,229.03000000000003,39.0,0,0
0.13,29.840055157432857,98.20449609969104,2,2,0,0,243.34000000000003,42.00000000000001,0,0
0.13,29.483370509453998,98.72751900336422,2,2,0,0,257.65000000000003,45.00000000000001,0,0
0.13,31.047911518310528,99.48937394050486,2,2,0,0,271.96000000000004,48.00000000000001,0,0
0.13,32.109180555503656,100.75690199755003,2,2,0,0,286.27000000000004,51.00000000000001,0,0
0.13,30.654907639745538,101.84358824892091,3,2,0,0,300.58000000000004,54.00000000000001,0,0
0.13,28.943325775918236,102.65283247530998,3,2,0,0,314.89000000000004,57.000000000000014,0,0
0.13,28.616102655938217,103.46954763096451,3,2,0,0,329.20000000000005,60.00000000000001,0,0
0.13,27.561511037916063,104.4312875352061,3,2,0,0,343.51,63.0,0,0
0.13,25.978132050920465,105.29696028062729,3,2,0,0,357.82,66.0,0,0
0.13,26.11916196158083,105.63714960478849,4,2,0,0,372.13,69.0,0,0
0.15,24.93034092181518,106.55953039959147,4,2,0,0,386.44,72.0,0,0
0.15,25.40680144341233,107.45850739106285,4,2,0,0,400.75,75.0,0,0
0.15,24.389721681584124,107.93220509009329,4,2,0,0,415.06,78.0,0,0
0.15,26.377244606821186,108.55890722521949,4,2,0,0,429.37,81.0,0,0
0.15,26.841558850691555,109.25146126361771,4,2,0,0,443.68,84.0,0,0
0.15,25.36751645506215,109.68647439999269,4,2,0,0,457.99,87.0,0,0
0.15,27.205143182481837,110.46634332226155,4,2,0,0,472.3,90.0,0,0
0.15,25.305416062295148,111.31949007998394,4,2,0,0,486.61,93.0,0,0
0.15,26.10629611748188,112.00012419975721,4,2,0,0,500.92,96.0,0,0
0.15,24.68720307252814,111.9707819895304,4,2,0,0,515.23,99.0,0,0
0.17,8.571428571428571,112.48113315442254,4,2,0,0,520,100.0,0,0
0.17,8.571428571428571,112.0672936063108,4,2,0,0,505.69,97.0,0,0
0.17,8.571428571428571,111.61221207723682,4,2,0,0,491.38,94.0,0,0
0.17,8.571428571428571,111.24480709726262,4,2,0,0,477.07,91.0,0,0
0.17,8.571428571428571,110.90194762472179,4,2,0,0,462.76,88.0,0,0
0.17,8.571428571428571,110.181269644435,4,2,0,0,448.45,85.0,0,0
0.17,8.571428571428571,109.42211272976748,4,2,0,0,434.14,82.0,0,0
0.17,8.571428571428571,108.72466863972475,4,2,0,0,419.83,79.0,0,0
0.17,8.571428571428571,108.39200767528486,4,2,0,0,405.52,76.0,0,0
0.17,8.571428571428571,107.78823276998105,4,2,0,0,391.21,73.0,0,0
0.18,8.571428571428571,107.54447190317832,4,2,0,0,376.9,70.0,0,0
0.18,8.571428571428571,106.77376756977075,4,2,0,0,362.59000000000003,67.0,0,0
