Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,143.16999999999996,21.0,0,0
0.00,24.24202911622817,108.21099279790546,0,0,0,0,157.48000000000002,24.0,0,0
0.00,25.198196166627625,111.50141438045102,0,0,0,0,171.79000000000002,27.0,0,0
0.00,24.325372534849897,113.4322563855427,0,0,0,0,186.10000000000002,30.0,0,0
0.00,22.742135743897812,110.39059145386803,0,0,0,0,200.40999999999997,33.0,0,0
0.00,24.184028624843762,115.99454727362117,0,0,0,0,214.71999999999997,36.0,0,0
0.00,25.70296654587353,114.24030827684608,0,0,0,0,229.03000000000003,39.0,0,0
0.00,24.371306293999126,111.12073924195744,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,24.54910835688001,109.78108195183536,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.00,23.99286143709369,111.5308072750956,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,22.97006989260126,114.07461631470278,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,22.00030343351129,118.0051308976814,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,21.39515402662657,119.84671692218953,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,23.04285423281791,122.78991294834243,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,24.368305581885345,126.33878602155892,0,0,0,0,343.51,63.0,0,0
0.02,25.879638767797676,127.61841372820007,0,0,0,0,357.82,66.0,0,0
0.02,25.527287340846602,131.96610283709464,0,0,0,0,372.13,69.0,0,0
0.02,26.471803860233052,132.51487396990882,0,0,0,0,386.44,72.0,0,0
0.02,26.957688172452155,133.4171675574582,0,0,0,0,400.75,75.0,0,0
0.02,27.837117103596537,133.23386451469975,0,0,0,0,415.06,78.0,0,0
0.03,26.151363651973174,135.36411744708954,0,0,0,0,429.37,81.0,0,0
0.03,26.96724241592878,136.82578277797657,0,0,0,0,443.68,84.0,0,0
0.03,28.078268744197107,137.06437399941183,0,0,0,0,457.99,87.0,0,0
0.03,27.550456931811368,138.2835075249748,0,0,0,0,472.3,90.0,0,0
0.03,28.04238162305994,138.39353400084462,0,0,0,0,486.61,93.0,0,0
