Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,71.62,6.0,0,0
0.00,22.68844246307864,97.69084675157097,0,0,0,0,85.93,9.0,0,0
0.00,24.402694355037735,98.09829717687286,0,0,0,0,100.24000000000001,12.0,0,0
0.00,22.548597987055558,90.7383085297488,0,0,0,0,114.55000000000001,15.0,0,0
0.00,21.039434170201556,88.34186205482999,0,0,0,0,128.86,18.0,0,0
0.00,22.913529185017786,88.3472528807307,0,0,0,0,143.16999999999996,21.0,0,0
0.00,21.853141633248477,90.32271978551799,0,0,0,0,157.48000000000002,24.0,0,0
0.00,20.27390067380426,91.92620365280453,0,0,0,0,171.79000000000002,27.0,0,0
0.00,20.89995841242169,90.4926590464582,0,0,0,0,186.10000000000002,30.0,0,0
0.00,21.71508405042095,90.43296042147738,0,0,0,0,200.40999999999997,33.0,0,0
0.02,20.277475568359293,95.7892592582235,0,0,0,0,214.71999999999997,36.0,0,0
0.02,20.178633003173502,94.81139573826533,0,0,0,0,229.03000000000003,39.0,0,0
0.02,20.868009548593854,95.22801218853876,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,20.87080113536115,95.72714479364517,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,22.51477955329289,98.24569565213294,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,24.37968592126869,105.40004033158259,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,24.488485467654183,109.23804044538645,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,22.53000763664386,110.1197983217226,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,22.56939668031442,111.82038234354303,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,24.32457814785712,113.21357669343774,0,0,0,0,343.51,63.0,0,0
0.03,25.86108304045714,117.60142943153018,0,0,0,0,357.82,66.0,0,0
0.03,26.971978321801974,119.78516212996031,0,0,0,0,372.13,69.0,0,0
0.03,28.823751339536322,119.27871969170171,0,0,0,0,386.44,72.0,0,0
0.03,27.77297633374265,121.60995339689076,0,0,0,0,400.75,75.0,0,0
0.03,29.170743453348678,121.91349635346258,0,0,0,0,415.06,78.0,0,0
0.03,29.881919363013594,124.170973555177,0,0,0,0,429.37,81.0,0,0
0.03,30.395643574140358,123.57193369598052,0,0,0,0,443.68,84.0,0,0
0.03,29.927864476026528,124.73419837992073,0,0,0,0,457.99,87.0,0,0
0.03,29.28822458695457,126.43654474845398,0,0,0,0,472.3,90.0,0,0
0.03,27.43953312553633,127.8225814291232,0,0,0,0,486.61,93.0,0,0
0.05,28.596252353603056,127.99464741579851,0,0,0,0,500.92,96.0,0,0
0.05,27.36027458631098,129.35265664495628,0,0,0,0,515.23,99.0,0,0
0.05,28.29974457786312,130.0120570410745,0,0,0,0,520,100.0,0,0
0.05,28.391386264139232,127.89816215809138,0,0,0,0,505.69,97.0,0,0
0.05,27.119170221890393,125.70065283235516,0,0,0,0,491.38,94.0,0,0
0.05,27.131604355105864,123.09513773787234,0,0,0,0,477.07,91.0,0,0
0.05,26.805813730512366,121.5893827399774,0,0,0,0,462.76,88.0,0,0
0.05,26.97658995992025,118.85858430454607,0,0,0,0,448.45,85.0,0,0
0.05,27.375728632252383,117.46238136941429,0,0,0,0,434.14,82.0,0,0
0.05,25.577366232589373,116.38221917849414,0,0,0,0,419.83,79.0,0,0
0.07,26.00684750046209,115.78855416686321,0,0,0,0,405.52,76.0,0,0
0.07,26.301552071451326,114.08045952096397,0,0,0,0,391.21,73.0,0,0
0.07,25.768470526916893,112.9462309121829,0,0,0,0,376.9,70.0,0,0
0.07,24.406618625413685,111.92916801707061,0,0,0,0,362.59000000000003,67.0,0,0
0.07,22.90337010627068,110.40373177188609,0,0,0,0,348.28,63.99999999999999,0,0
0.07,22.910064911558766,109.60278564376718,0,0,0,0,333.96999999999997,60.99999999999999,0,0
0.07,23.193578425000904,108.35320450477907,1,0,0,0,319.65999999999997,57.99999999999999,0,0
0.07,23.541608424583938,107.19592391006763,1,0,0,0,305.34999999999997,54.99999999999999,0,0
0.07,25.24112523077517,105.63751733591161,1,0,0,0,291.03999999999996,51.99999999999999,0,0
0.07,26.168021153961355,104.71718504227974,1,0,0,0,276.7299999999999,48.99999999999998,0,0
0.08,25.248000982612346,104.05684897985658,1,0,0,0,262.4199999999999,45.99999999999997,0,0
0.08,24.774933717667988,103.70189760578427,1,0,0,0,248.10999999999984,42.99999999999997,0,0
0.08,25.65268046924874,102.9909487701654,1,0,0,0,233.79999999999984,39.99999999999997,0,0
0.08,24.770977081875376,101.64591502702687,1,0,0,0,219.48999999999984,36.999999999999964,0,0
0.08,24.398821965822446,100.80380834242007,1,0,0,0,205.1799999999999,33.99999999999997,0,0
