Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,57.31,3.0,0,0
0.00,23.588032924948383,113.99512417333318,0,0,0,0,71.62,6.0,0,0
0.00,25.55611705242576,122.13327266348249,0,0,0,0,85.93,9.0,0,0
0.00,26.666088307742868,124.10536436938992,0,0,0,0,100.24000000000001,12.0,0,0
0.00,28.22335694534764,119.70844658634692,0,0,0,0,114.55000000000001,15.0,0,0
0.00,27.365803364767807,123.56838581256227,0,0,0,0,128.86,18.0,0,0
0.00,27.98476840624897,124.24943937332814,0,0,0,0,143.16999999999996,21.0,0,0
0.00,28.449886302815678,121.28152494759246,0,0,0,0,157.48000000000002,24.0,0,0
0.00,29.705780600975395,120.42545574515017,0,0,0,0,171.79000000000002,27.0,0,0
0.00,30.173631476878164,121.23258025035379,0,0,0,0,186.10000000000002,30.0,0,0
0.02,29.610179515872087,124.65521228488524,0,0,0,0,200.40999999999997,33.0,0,0
0.02,29.5968916726235,124.43951598914332,0,0,0,0,214.71999999999997,36.0,0,0
0.02,29.799218121058082,123.87951976611058,0,0,0,0,229.03000000000003,39.0,0,0
0.02,29.992944422880953,124.00376850482473,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,29.41276978939114,122.05493823818958,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,30.970735695220164,120.73234522302513,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,31.789228326829356,120.77243984240583,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,30.384240605703717,123.19883217928779,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,29.65521770750312,124.77678860980527,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,29.077981334444033,124.51392134316629,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.03,30.864441299869554,126.50324216482383,0,0,0,0,343.51,63.0,0,0
0.03,30.32463096479182,129.97734827872492,0,0,0,0,357.82,66.0,0,0
0.03,29.42298648250906,132.60447172264284,0,0,0,0,372.13,69.0,0,0
0.03,30.696756934656506,132.57346983254754,0,0,0,0,386.44,72.0,0,0
0.03,29.716901402218195,134.5651304954806,0,0,0,0,400.75,75.0,0,0
0.03,28.93063021572374,135.3165920811303,0,0,0,0,415.06,78.0,0,0
0.03,30.203576635322467,134.9131694075265,0,0,0,0,429.37,81.0,0,0
0.03,29.266679606943324,134.7729276465797,0,0,0,0,443.68,84.0,0,0
0.03,29.60722999252515,134.79499185240195,0,0,0,0,457.99,87.0,0,0
0.03,31.316730923719025,134.96690442544735,0,0,0,0,472.3,90.0,0,0
0.05,29.985437386781086,135.79661178926602,0,0,0,0,486.61,93.0,0,0
0.05,31.0385231778574,136.1501468018222,0,0,0,0,500.92,96.0,0,0
0.05,31.144984564065393,136.4253892919963,0,0,0,0,515.23,99.0,0,0
0.05,31.34518316230221,137.62556546903184,0,0,0,0,520,100.0,0,0
0.05,33.13031143495968,135.5999540914519,0,1,0,0,505.69,97.0,0,0
0.05,31.761479998982477,134.0937529607759,0,1,0,0,491.38,94.0,0,0
0.05,31.043615025304373,131.24376439791766,0,1,0,0,477.07,91.0,0,0
0.05,29.432588858788186,128.65418452952972,0,2,0,0,462.76,88.0,0,0
0.05,31.415032696813768,126.98855652514966,0,2,0,0,448.45,85.0,0,0
0.05,31.700771947903096,125.14034253094697,0,2,0,0,434.14,82.0,0,0
0.07,30.77414910694416,123.42627496954177,0,2,0,0,419.83,79.0,0,0
0.07,31.893585935428955,121.48616411205055,0,2,0,0,405.52,76.0,0,0
