Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,429.37,81.0,0,0
0.00,24.502555420092634,153.44899249460542,0,0,0,0,443.68,84.0,0,0
0.00,26.3914523210943,154.08809495579234,0,0,0,0,457.99,87.0,0,0
0.00,28.16886562812123,155.54337891783433,0,0,0,0,472.3,90.0,0,0
0.00,27.711838757415148,148.78359805053384,0,0,0,0,486.61,93.0,0,0
0.00,29.05292183296118,148.5670951759026,0,0,0,0,500.92,96.0,0,0
0.00,28.88025302041991,153.8191450199645,0,0,0,0,515.23,99.0,0,0
0.00,27.668971871117577,157.43356736277417,0,0,0,0,520,100.0,0,0
0.00,26.201983796693305,149.06437986333444,0,0,0,0,505.69,97.0,0,0
0.00,24.76280577046773,138.152793674437,0,0,0,0,491.38,94.0,0,0
0.02,23.839518982096095,127.89526672959806,0,0,0,0,477.07,91.0,0,0
0.02,23.208844560180218,121.2567243700352,0,0,0,0,462.76,88.0,0,0
0.02,22.882286111940974,115.74540763529347,0,0,0,0,448.45,85.0,0,0
0.02,21.712466294442475,110.47452029294627,0,0,0,0,434.14,82.0,0,0
0.02,23.242378667939665,108.86344071753038,0,0,0,0,419.83,79.0,0,0
0.02,22.425352984430862,106.09334948108977,0,0,0,0,405.52,76.0,0,0
0.02,23.67792542859147,102.86833888740308,0,0,0,0,391.21,73.0,0,0
0.02,24.86467552944986,99.89522936961802,0,0,0,0,376.9,70.0,0,0
0.02,26.657638460848712,99.27522112027532,0,0,0,0,362.59000000000003,67.0,0,0
0.02,25.631843278049256,95.09933290582411,0,0,0,0,348.28,63.99999999999999,0,0
0.03,25.474274795847446,91.39574171602128,0,0,0,0,333.96999999999997,60.99999999999999,0,0
0.03,25.439059982029132,90.97596904675673,0,0,0,0,319.65999999999997,57.99999999999999,0,0
0.03,26.150415713892468,88.3203183731512,0,0,0,0,305.34999999999997,54.99999999999999,0,0
0.03,24.450686801026034,85.4761586889985,0,0,0,0,291.03999999999996,51.99999999999999,0,0
0.03,24.445056757097138,84.18032203622315,0,0,0,0,276.7299999999999,48.99999999999998,0,0
0.03,25.375670055038174,82.32605071176494,0,0,0,0,262.4199999999999,45.99999999999997,0,0
0.03,26.32473914110501,81.07207082729548,1,0,0,0,248.10999999999984,42.99999999999997,0,0
0.03,26.435959921350978,79.23703892790182,1,0,0,0,233.79999999999984,39.99999999999997,0,0
0.03,26.647364445603607,77.42629823032107,1,0,0,0,219.48999999999984,36.999999999999964,0,0
0.03,25.500916498123882,77.72651300823352,1,0,0,0,205.1799999999999,33.99999999999997,0,0
0.05,24.41903433132131,76.92117638386924,1,0,0,0,190.8699999999999,30.99999999999997,0,0
0.05,24.612499001782464,76.67991195934653,1,0,0,0,176.55999999999983,27.99999999999997,0,0
0.05,24.50708752238559,76.06906883068199,1,0,0,0,162.24999999999983,24.99999999999997,0,0
0.05,23.37885073672255,75.1115979843032,1,0,0,0,147.93999999999988,21.99999999999997,0,0
0.05,24.369188016016906,75.06850888243484,1,0,0,0,133.62999999999988,18.99999999999997,0,0
0.05,23.02414590374249,74.2996246925059,1,0,0,0,119.31999999999988,15.999999999999972,0,0
0.05,23.705436099969354,73.79866702337897,1,0,0,0,105.00999999999982,12.999999999999972,0,0
0.05,24.012718371964294,73.1779629270447,1,0,0,0,90.69999999999987,9.999999999999972,0,0
0.05,23.07160179801288,72.62315816413637,1,0,0,0,76.38999999999987,6.999999999999972,0,0
0.05,22.303338908589645,72.52463268685668,1,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.07,23.87531473158849,71.85729862477035,1,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.07,23.791617568368697,70.93880359812553,1,0,0,0,43,0.0,0,0
0.07,22.459083185039198,71.88321494726274,1,0,0,0,57.31,3.0,0,0
0.07,21.5656472523036,73.68850225240492,1,0,0,0,71.62,6.0,0,0
0.07,20.158954665460467,74.2027812230631,1,0,0,0,85.93,9.0,0,0
0.07,20.938821578325495,75.82113990390272,1,0,0,0,100.24000000000001,12.0,0,0
0.07,20.956457240466644,76.25380268607744,1,0,0,0,114.55000000000001,15.0,0,0
0.07,21.91764384217719,76.38260880669118,1,0,0,0,128.86,18.0,0,0
0.07,23.290924250353516,77.76222242664652,1,0,0,0,143.16999999999996,21.0,0,0
0.07,22.954404743415687,78.50339995543727,1,0,0,0,157.48000000000002,24.0,0,0
