Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,457.99,87.0,0,0
0.00,24.23431746371137,154.72826811037086,0,0,0,0,472.3,90.0,0,0
0.00,25.71141369832697,164.58751007148035,0,0,0,0,486.61,93.0,0,0
0.00,25.72772029272474,169.35222470283009,0,0,0,0,500.92,96.0,0,0
0.00,26.739026865064154,170.75831888329634,0,0,0,0,515.23,99.0,0,0
0.00,28.562708762461696,164.3574468829319,0,0,0,0,520,100.0,0,0
0.00,26.595007833243812,152.25715987232093,0,0,0,0,505.69,97.0,0,0
0.00,25.382768183387274,134.9294653723415,0,0,0,0,491.38,94.0,0,0
0.00,26.400847722038584,128.00201769973435,0,0,0,0,477.07,91.0,0,0
0.00,27.719182438064344,119.68191650641624,0,0,0,0,462.76,88.0,0,0
0.02,26.930146469570584,113.26393323728261,0,0,0,0,448.45,85.0,0,0
0.02,24.990748141464408,107.46205886952873,0,0,0,0,434.14,82.0,0,0
0.02,24.533613655651656,101.96535362779755,0,0,0,0,419.83,79.0,0,0
0.02,25.009072617329508,97.67552243887057,0,0,0,0,405.52,76.0,0,0
0.02,24.531734434615522,95.47313804612888,0,0,0,0,391.21,73.0,0,0
0.02,24.674969576158933,91.88882150476311,0,0,0,0,376.9,70.0,0,0
0.02,25.77526988135229,90.12740073165993,0,0,0,0,362.59000000000003,67.0,0,0
0.02,26.17688601341552,87.39541394436169,0,0,0,0,348.28,63.99999999999999,0,0
0.02,26.965697307081438,86.75720363019198,0,0,0,0,333.96999999999997,60.99999999999999,0,0
0.02,28.246474528727877,86.0619331139106,0,0,0,0,319.65999999999997,57.99999999999999,0,0
0.03,28.091293551481407,85.0549863883574,0,0,0,0,305.34999999999997,54.99999999999999,0,0
0.03,26.39596604413211,83.30561520622838,0,0,0,0,291.03999999999996,51.99999999999999,0,0
0.03,25.425458853047836,82.27150968082832,0,0,0,0,276.7299999999999,48.99999999999998,0,0
0.03,24.236980791132172,80.53183596754782,0,0,0,0,262.4199999999999,45.99999999999997,0,0
0.03,25.79516296763942,79.89083167926411,0,0,0,0,248.10999999999984,42.99999999999997,0,0
0.03,26.08005998570257,78.7576927551279,0,0,0,0,233.79999999999984,39.99999999999997,0,0
0.03,25.145177039024933,77.42747229847197,0,0,0,0,219.48999999999984,36.999999999999964,0,0
0.03,26.378101283590297,77.29002214110331,0,0,0,0,205.1799999999999,33.99999999999997,0,0
0.03,27.18448422581605,76.95219526317437,0,0,0,0,190.8699999999999,30.99999999999997,0,0
0.03,28.189507413814578,76.1450060746318,0,0,0,0,176.55999999999983,27.99999999999997,0,0
0.05,29.04454719475124,74.95733482118115,1,0,0,0,162.24999999999983,24.99999999999997,0,0
0.05,28.53228422392384,73.65823561919979,1,0,0,0,147.93999999999988,21.99999999999997,0,0
0.05,28.147634624404922,72.65397714056368,1,0,0,0,133.62999999999988,18.99999999999997,0,0
0.05,29.733047200579733,72.31735979168785,1,0,0,0,119.31999999999988,15.999999999999972,0,0
0.05,29.670833467270675,71.19410238315655,1,0,0,0,105.00999999999982,12.999999999999972,0,0
0.05,27.975691581141863,71.44603413040116,2,0,0,0,90.69999999999987,9.999999999999972,0,0
0.05,26.296003655988677,71.02473870023712,2,0,0,0,76.38999999999987,6.999999999999972,0,0
0.05,27.52165357549059,70.3379665910245,2,1,0,0,62.07999999999987,3.9999999999999716,0,0
0.05,27.650478381540317,69.12139449643091,2,1,0,0,47.76999999999987,0.9999999999999716,0,0
0.05,27.37231942003836,68.61112507702258,2,1,0,0,43,0.0,0,0
0.07,28.793667678356996,70.85174401747526,2,1,0,0,57.31,3.0,0,0
0.07,29.632060182162505,72.6246083692463,2,1,0,0,71.62,6.0,0,0
0.07,28.45144247332495,73.31567938784973,2,1,0,0,85.93,9.0,0,0
0.07,29.110025609621882,74.638403919376,2,1,0,0,100.24000000000001,12.0,0,0
0.07,29.667045091762574,76.26615068609648,2,1,0,0,114.55000000000001,15.0,0,0
0.07,30.829418947711257,76.85592874264916,2,1,0,0,128.86,18.0,0,0
0.07,29.47720700981112,77.84059341571154,2,1,0,0,143.16999999999996,21.0,0,0
0.07,28.029051661358363,78.52720207200086,2,1,0,0,157.48000000000002,24.0,0,0
0.07,27.671214988095876,79.67861421359042,2,1,0,0,171.79000000000002,27.0,0,0
0.07,28.886564441872906,80.48055541969995,2,1,0,0,186.10000000000002,30.0,0,0
0.08,30.19980613561912,81.54470806950458,2,1,0,0,200.40999999999997,33.0,0,0
0.08,30.644754662122036,81.69442417713088,2,2,0,0,214.71999999999997,36.0,0,0
0.08,29.765107583798876,81.77291120612071,2,2,0,0,229.03000000000003,39.0,0,0
0.08,28.30115308280716,81.93142925734304,3,2,0,0,243.34000000000003,42.00000000000001,0,0
0.08,26.333476963074762,82.73707886542718,3,2,0,0,257.65000000000003,45.00000000000001,0,0
0.08,26.9394249087473,83.32882203210836,3,2,0,0,271.96000000000004,48.00000000000001,0,0
0.08,26.15463248920247,83.9584339729234,3,2,0,0,286.27000000000004,51.00000000000001,0,0
0.08,27.512834192407,85.34302540060531,3,2,0,0,300.58000000000004,54.00000000000001,0,0
0.08,28.558781328907834,87.22657616957365,3,2,0,0,314.89000000000004,57.000000000000014,0,0
0.08,26.598158448515576,88.86887791407759,3,2,0,0,329.20000000000005,60.00000000000001,0,0
0.10,26.644488562947732,90.6222998280208,3,2,0,0,343.51,63.0,0,0
0.10,27.543359106249216,92.4815481231794,3,2,0,0,357.82,66.0,0,0
0.10,28.833883527331555,93.83946708797463,3,2,0,0,372.13,69.0,0,0
0.10,27.08926236914821,94.78244275595281,3,2,0,0,386.44,72.0,0,0
0.10,28.01770435595646,95.98011006984552,3,2,0,0,400.75,75.0,0,0
0.10,27.475943910678232,96.96048426459971,3,2,0,0,415.06,78.0,0,0
0.10,26.984846794111576,98.19339888892604,3,2,0,0,429.37,81.0,0,0
0.10,27.36257732846513,99.25062646721328,3,2,0,0,443.68,84.0,0,0
0.10,26.699511202520043,99.91362016127935,3,2,0,0,457.99,87.0,0,0
0.10,27.717857649845964,100.730126207808,3,2,0,0,472.3,90.0,0,0
