Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,85.93,9.0,0,0
0.00,24.028188176757066,100.00448569381044,0,0,0,0,100.24000000000001,12.0,0,0
0.00,25.50202262130269,114.57821185876925,0,0,0,0,114.55000000000001,15.0,0,0
0.00,26.520606508477996,108.71327889143137,0,0,0,0,128.86,18.0,0,0
0.00,25.718035441766485,114.1542630510905,0,0,0,0,143.16999999999996,21.0,0,0
0.00,23.84455130691901,119.57344773285028,0,0,0,0,157.48000000000002,24.0,0,0
0.00,25.380167936846995,120.57274438288894,0,0,0,0,171.79000000000002,27.0,0,0
0.00,23.49291220687822,125.73363283852072,0,0,0,0,186.10000000000002,30.0,0,0
0.00,21.97277920209667,123.81598481188595,0,0,0,0,200.40999999999997,33.0,0,0
0.00,20.672444357699202,125.86824918595978,0,0,0,0,214.71999999999997,36.0,0,0
0.02,22.606737689573805,129.29906439924778,0,0,0,0,229.03000000000003,39.0,0,0
0.02,23.125510712908408,128.84284925643382,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,22.44480011520715,125.01710024321049,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,21.22106942493189,126.57343053884803,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,19.63158779078187,128.96333797980185,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,18.837907701816448,130.92221196797624,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,19.306829082114902,129.57122968044942,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,21.21982505852423,131.28865610583796,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,22.936293501575268,133.2176568962367,0,0,0,0,343.51,63.0,0,0
0.02,24.76286766619003,134.65170266776096,0,0,0,0,357.82,66.0,0,0
0.03,23.417353846458642,134.5434774797097,0,0,0,0,372.13,69.0,0,0
0.03,24.483656844436993,134.0805806925199,0,0,0,0,386.44,72.0,0,0
0.03,24.71334135498463,133.53316963594486,0,0,0,0,400.75,75.0,0,0
0.03,26.315623942632538,132.67307869955604,0,0,0,0,415.06,78.0,0,0
0.03,26.82206516395866,132.4626025388568,0,0,0,0,429.37,81.0,0,0
0.03,27.237120488945052,132.1067010246934,0,0,0,0,443.68,84.0,0,0
0.03,27.79208442539686,132.6880543996241,0,0,0,0,457.99,87.0,0,0
0.03,27.974245000347967,132.70801797292023,0,0,0,0,472.3,90.0,0,0
0.03,26.80691336019261,132.61896652899856,0,0,0,0,486.61,93.0,0,0
0.03,25.318294976381644,134.21098316828667,0,0,0,0,500.92,96.0,0,0
0.05,27.219504483562115,135.4786351207809,0,0,0,0,515.23,99.0,0,0
0.05,27.90015266215317,135.55187390736768,0,0,0,0,520,100.0,0,0
0.05,26.592581958863526,132.30117584680178,0,0,0,0,505.69,97.0,0,0
0.05,25.717818587378122,130.72277324535673,0,0,0,0,491.38,94.0,0,0
0.05,25.044075359732496,128.84126830933602,0,0,0,0,477.07,91.0,0,0
0.05,26.744690168061425,125.99361728272746,0,0,0,0,462.76,88.0,0,0
0.05,27.540158319950745,125.00836708799314,1,0,0,0,448.45,85.0,0,0
0.05,28.12084278219099,122.8111260901235,1,0,0,0,434.14,82.0,0,0
0.05,29.003552631329462,121.50686870651604,1,0,0,0,419.83,79.0,0,0
0.05,28.282119485724305,119.31191315657281,1,0,0,0,405.52,76.0,0,0
0.07,30.049897454006,117.84572272513083,1,0,0,0,391.21,73.0,0,0
0.07,29.00458855514338,116.26222005765301,1,0,0,0,376.9,70.0,0,0
0.07,29.25267269682506,114.91740230611899,1,0,0,0,362.59000000000003,67.0,0,0
0.07,29.68392825908857,112.95547846702192,1,0,0,0,348.28,63.99999999999999,0,0
0.07,28.958087083255872,111.42155661359523,1,0,0,0,333.96999999999997,60.99999999999999,0,0
0.07,29.618521468710348,110.19898759790628,2,0,0,0,319.65999999999997,57.99999999999999,0,0
0.07,30.5107629915246,108.55297560700697,2,0,0,0,305.34999999999997,54.99999999999999,0,0
0.07,29.925751857346253,107.16390966481555,2,0,0,0,291.03999999999996,51.99999999999999,0,0
0.07,29.03096424272406,106.22157671477211,2,0,0,0,276.7299999999999,48.99999999999998,0,0
0.07,29.622413986346793,104.9907914814551,2,0,0,0,262.4199999999999,45.99999999999997,0,0
0.08,27.88943199743748,103.76049038343933,2,0,0,0,248.10999999999984,42.99999999999997,0,0
0.08,29.056951178104843,103.04660382921828,2,0,0,0,233.79999999999984,39.99999999999997,0,0
0.08,28.176294588383666,101.72721549341804,2,0,0,0,219.48999999999984,36.999999999999964,0,0
0.08,28.7697036828144,101.05490380214262,3,0,0,0,205.1799999999999,33.99999999999997,0,0
0.08,29.949676714265724,100.03514560175864,3,0,0,0,190.8699999999999,30.99999999999997,0,0
0.08,30.727493550143816,99.9287891290654,3,0,0,0,176.55999999999983,27.99999999999997,0,0
0.08,29.299938912817094,99.26053717589669,3,0,0,0,162.24999999999983,24.99999999999997,0,0
0.08,29.39523064487791,98.52159180183223,3,0,0,0,147.93999999999988,21.99999999999997,0,0
0.08,28.37696298987386,97.3775159671007,3,0,0,0,133.62999999999988,18.99999999999997,0,0
0.08,29.313120377415345,96.35672849438464,3,0,0,0,119.31999999999988,15.999999999999972,0,0
0.10,30.81210737396228,95.9176864798379,3,0,0,0,105.00999999999982,12.999999999999972,0,0
0.10,29.18350932337803,94.81955781970626,3,0,0,0,90.69999999999987,9.999999999999972,0,0
0.10,29.363845878153885,94.4484290097858,3,0,0,0,76.38999999999987,6.999999999999972,0,0
0.10,28.39646757068773,93.49244551563937,3,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,26.399042020981852,92.4575241679413,3,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,27.04318505305345,92.1030274569346,3,0,0,0,43,0.0,0,0
0.10,25.51394606495807,92.76722712514528,3,0,0,0,57.31,3.0,0,0
0.10,27.169912965454806,92.98025748243187,3,0,0,0,71.62,6.0,0,0
0.10,27.790146444002783,93.29820507283912,3,0,0,0,85.93,9.0,0,0
0.10,28.54649178155387,93.79160398515667,3,0,0,0,100.24000000000001,12.0,0,0
0.12,27.27781780929576,93.95321424991931,3,0,0,0,114.55000000000001,15.0,0,0
0.12,27.523228996912678,93.64019736362577,3,0,0,0,128.86,18.0,0,0
0.12,27.42241152091291,93.93685290674259,3,0,0,0,143.16999999999996,21.0,0,0
0.12,28.0826477206829,94.26541535238722,3,0,0,0,157.48000000000002,24.0,0,0
0.12,27.02155513473609,94.23139984062098,3,0,0,0,171.79000000000002,27.0,0,0
0.12,28.624931674105383,94.50129307661379,3,0,0,0,186.10000000000002,30.0,0,0
0.12,29.12368712027081,94.61049506314147,3,0,0,0,200.40999999999997,33.0,0,0
0.12,30.540447716767307,94.90742461914861,3,1,0,0,214.71999999999997,36.0,0,0
0.12,32.4490335169515,95.43325885073386,3,1,0,0,229.03000000000003,39.0,0,0
0.12,34.34287476334371,95.15694007593056,3,1,0,0,243.34000000000003,42.00000000000001,0,0
0.13,34.466770941931394,95.6995092607315,3,1,0,0,257.65000000000003,45.00000000000001,0,0
0.13,33.179921457691556,95.44039911840845,3,1,0,0,271.96000000000004,48.00000000000001,0,0
0.13,34.102917047793994,96.65187613259681,3,1,0,0,286.27000000000004,51.00000000000001,0,0
0.13,35,97.55988545100746,3,1,0,0,300.58000000000004,54.00000000000001,0,0
0.13,35,98.263749106527,3,1,0,0,314.89000000000004,57.000000000000014,0,0
0.13,35,99.08835985780163,3,1,0,0,329.20000000000005,60.00000000000001,0,0
0.13,35,99.39480672953479,3,1,0,0,343.51,63.0,0,0
0.13,35,100.38241453680895,3,1,0,0,357.82,66.0,0,0
0.13,33.15917309981642,100.73464092765585,3,1,0,0,372.13,69.0,0,0
0.13,31.269130236045843,100.8764669566395,3,1,0,0,386.44,72.0,0,0
0.15,32.8228496441296,101.94947677308085,3,1,0,0,400.75,75.0,0,0
0.15,33.345962858247766,102.4764748285126,3,1,0,0,415.06,78.0,0,0
0.15,34.5821104272835,103.3563854430011,3,1,0,0,429.37,81.0,0,0
0.15,32.749208187190874,103.70465523599768,3,1,0,0,443.68,84.0,0,0
0.15,33.60028121554568,104.10924067099779,3,1,0,0,457.99,87.0,0,0
0.15,35,104.66600876568458,3,1,0,0,472.3,90.0,0,0
0.15,33.88448552403551,104.95043858167628,3,1,0,0,486.61,93.0,0,0
0.15,31.957904631714825,106.0531564255935,3,1,0,0,500.92,96.0,0,0
0.15,29.96057354722532,106.59183684894982,3,1,0,0,515.23,99.0,0,0
0.15,8.571428571428571,106.87120029772318,3,1,0,0,520,100.0,0,0
0.17,8.571428571428571,106.70115721114611,3,1,0,0,505.69,97.0,0,0
0.17,8.571428571428571,105.95206628196178,3,1,0,0,491.38,94.0,0,0
0.17,8.571428571428571,105.1568220045762,3,1,0,0,477.07,91.0,0,0
0.17,8.571428571428571,104.68477371726546,3,1,0,0,462.76,88.0,0,0
0.17,8.571428571428571,104.38237830019304,3,1,0,0,448.45,85.0,0,0
0.17,8.571428571428571,103.81027729966428,3,1,0,0,434.14,82.0,0,0
0.17,8.571428571428571,103.44130662412687,3,1,0,0,419.83,79.0,0,0
0.17,8.571428571428571,103.00410646809839,3,1,0,0,405.52,76.0,0,0
0.17,8.571428571428571,102.71921920272592,3,1,0,0,391.21,73.0,0,0
0.17,8.571428571428571,102.52698524428908,3,1,0,0,376.9,70.0,0,0
0.18,8.571428571428571,102.15982357424518,3,1,0,0,362.59000000000003,67.0,0,0
0.18,8.571428571428571,101.70194493373724,3,1,0,0,348.28,63.99999999999999,0,0
0.18,8.571428571428571,100.9749808368576,3,1,0,0,333.96999999999997,60.99999999999999,0,0
0.18,8.571428571428571,100.75522617312595,3,1,0,0,319.65999999999997,57.99999999999999,0,0
0.18,8.571428571428571,100.44535393012738,3,1,0,0,305.34999999999997,54.99999999999999,0,0
0.18,8.571428571428571,99.9025754482157,3,1,0,0,291.03999999999996,51.99999999999999,0,0
0.18,8.571428571428571,99.5044064894808,3,1,0,0,276.7299999999999,48.99999999999998,0,0
