Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,57.31,3.0,0,0
0.00,22.350793070772397,125.57127208259445,0,0,0,0,71.62,6.0,0,0
0.00,22.964615023835563,124.59265468011597,0,0,0,0,85.93,9.0,0,0
0.00,23.57843697689873,124.10334597887675,0,0,0,0,100.24000000000001,12.0,0,0
0.00,24.192258929961895,123.80976075813321,0,0,0,0,114.55000000000001,15.0,0,0
0.00,24.80608088302506,123.61403727763752,0,0,0,0,128.86,18.0,0,0
0.00,25.419902836088227,123.47423479156917,0,0,0,0,143.16999999999996,21.0,0,0
0.00,26.033724789151393,123.36938292701791,0,0,0,0,157.48000000000002,24.0,0,0
0.00,26.64754674221456,123.28783147681136,0,0,0,0,171.79000000000002,27.0,0,0
0.00,27.261368695277724,123.22259031664612,0,0,0,0,186.10000000000002,30.0,0,0
0.02,27.87519064834089,123.16921118560184,0,0,0,0,200.40999999999997,33.0,0,0
0.02,28.489012601404056,123.12472857639825,0,0,0,0,214.71999999999997,36.0,0,0
0.02,29.102834554467222,123.08708944553369,0,0,0,0,229.03000000000003,39.0,0,0
0.02,29.716656507530388,123.05482733336407,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,30.330478460593554,123.0268668361504,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,30.94430041365672,123.00240140108843,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,31.558122366719886,125.84189469272175,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,32.17194431978305,128.36588872972914,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,32.78576627284622,130.62419918389367,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,33.39958822590938,132.65667859264173,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.03,34.01341017897255,134.49558853388996,0,0,0,0,343.51,63.0,0,0
0.03,34.627232132035715,136.16732484411565,0,0,0,0,357.82,66.0,0,0
0.03,35,137.69369277953908,0,0,0,0,372.13,69.0,0,0
0.03,35,139.09286338701057,0,0,0,0,386.44,72.0,0,0
0.03,35,140.38010034588436,0,0,0,0,400.75,75.0,0,0
0.03,35,141.56831907715244,0,0,0,0,415.06,78.0,0,0
0.03,35,142.66852160610438,0,0,0,0,429.37,81.0,0,0
0.03,35,143.69013824013118,0,0,0,0,443.68,84.0,0,0
0.03,35,144.64129855456994,0,0,0,0,457.99,87.0,0,0
0.03,35,145.52904818137944,0,0,0,0,472.3,90.0,0,0
0.05,35,146.35952363871735,0,0,0,0,486.61,93.0,0,0
0.05,35,147.13809437997165,0,0,0,0,500.92,96.0,0,0
0.05,35,147.8694790156954,0,0,0,0,515.23,99.0,0,0
0.05,35,148.55784102578832,0,0,0,0,520,100.0,0,0
0.05,35,145.89500799384484,0,0,0,0,505.69,97.0,0,0
0.05,35,143.3801101303427,0,0,0,0,491.38,94.0,0,0
0.05,35,141.00115269189473,0,0,0,0,477.07,91.0,0,0
0.05,35,138.74740353968085,0,0,0,0,462.76,88.0,0,0
0.05,35,136.60923126706768,0,0,0,0,448.45,85.0,0,0
0.05,35,134.57796760808517,0,0,0,0,434.14,82.0,0,0
0.07,35,132.64578998124816,0,0,0,0,419.83,79.0,0,0
0.07,35,130.80562081283193,0,0,0,0,405.52,76.0,0,0
0.07,35,129.051040908063,0,0,0,0,391.21,73.0,0,0
0.07,35,127.376214635329,0,0,0,0,376.9,70.0,0,0
0.07,35,125.77582508582763,0,0,0,0,362.59000000000003,67.0,0,0
0.07,35,124.24501769065242,0,0,0,0,348.28,63.99999999999999,0,0
0.07,35,122.77935103569742,0,0,0,0,333.96999999999997,60.99999999999999,0,0
0.07,35,121.37475382469887,0,0,0,0,319.65999999999997,57.99999999999999,0,0
0.07,35,120.02748711210843,0,0,0,0,305.34999999999997,54.99999999999999,0,0
