1.40,8.571428571428571,0,12,0,0,0,400.75,75.0,0,0
1.40,8.571428571428571,0,12,0,0,0,415.06,78.0,0,0
1.40,8.571428571428571,0,12,0,0,0,429.37,81.0,0,0
1.40,8.571428571428571,0,13,0,0,0,443.68,84.0,0,0
1.40,8.571428571428571,0,13,0,0,0,457.99,87.0,0,0
1.42,8.571428571428571,0,13,0,0,0,472.3,90.0,0,0
1.42,8.571428571428571,0,13,0,0,0,486.61,93.0,0,0
1.42,8.571428571428571,0,13,0,0,0,500.92,96.0,0,0
1.42,8.571428571428571,0,13,0,0,0,515.23,99.0,0,0
1.42,8.571428571428571,0,13,0,0,0,520,100.0,0,0
1.42,8.571428571428571,0,13,0,0,0,505.69,97.0,0,0
1.42,8.571428571428571,0,13,0,0,0,491.38,94.0,0,0
1.42,8.571428571428571,0,13,0,0,0,477.07,91.0,0,0
1.42,8.571428571428571,0,13,0,0,0,462.76,88.0,0,0
1.42,8.571428571428571,0,13,0,0,0,448.45,85.0,0,0
1.43,8.571428571428571,0,13,0,0,0,434.14,82.0,0,0
1.43,8.571428571428571,0,13,0,0,0,419.83,79.0,0,0
1.43,8.571428571428571,0,13,0,0,0,405.52,76.0,0,0
1.43,8.571428571428571,0,13,0,0,0,391.21,73.0,0,0
1.43,8.571428571428571,0,13,0,0,0,376.9,70.0,0,0
1.43,8.571428571428571,0,13,0,0,0,362.59000000000003,67.0,0,0
1.43,8.571428571428571,0,13,0,0,0,348.28,63.99999999999999,0,0
1.43,8.571428571428571,0,13,0,0,0,333.96999999999997,60.99999999999999,0,0
1.43,8.571428571428571,0,13,0,0,0,319.65999999999997,57.99999999999999,0,0
1.43,8.571428571428571,0,13,0,0,0,305.34999999999997,54.99999999999999,0,0
1.45,8.571428571428571,0,13,0,0,0,291.03999999999996,51.99999999999999,0,0
1.45,8.571428571428571,0,13,0,0,0,276.7299999999999,48.99999999999998,0,0
1.45,8.571428571428571,0,13,0,0,0,262.4199999999999,45.99999999999997,0,0
