Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,100.24000000000001,12.0,0,0
0.00,25.18925944584438,115.88182092341125,0,0,0,0,114.55000000000001,15.0,0,0
0.00,25.241216420627516,118.8068816963051,0,0,0,0,128.86,18.0,0,0
0.00,25.29568549311923,118.87528886832945,0,0,0,0,143.16999999999996,21.0,0,0
0.00,26.122278807006836,115.31789821079299,0,0,0,0,157.48000000000002,24.0,0,0
0.00,24.160878085730815,120.70775358403743,0,0,0,0,171.79000000000002,27.0,0,0
0.00,24.502869138491647,119.89746443436661,0,0,0,0,186.10000000000002,30.0,0,0
0.00,24.582011054598205,122.75588668716225,0,0,0,0,200.40999999999997,33.0,0,0
0.00,22.740421008981354,122.56400681630346,0,0,0,0,214.71999999999997,36.0,0,0
0.00,21.144256298260576,121.11598064719519,0,0,0,0,229.03000000000003,39.0,0,0
0.00,20.71698604259126,119.0049144733829,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,22.309818239808468,119.28705245689677,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,22.839322004718618,118.2126177297664,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,20.940504903981715,118.0150516169044,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,21.687886913380865,117.30636813209142,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,20.717675767052576,119.90902249942559,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,20.32842278628967,120.16911637332859,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,22.078395145452312,125.13200595509869,0,0,0,0,343.51,63.0,0,0
0.02,20.74707534077713,127.18135052700688,0,0,0,0,357.82,66.0,0,0
0.02,21.672623614151913,128.21538338908914,0,0,0,0,372.13,69.0,0,0
0.02,22.98827861834353,128.54344817475632,0,0,0,0,386.44,72.0,0,0
0.03,22.578324670050257,128.85716261417699,0,0,0,0,400.75,75.0,0,0
0.03,22.331789139619797,129.53917200373584,0,0,0,0,415.06,78.0,0,0
0.03,23.46302926762507,131.98289978154645,0,0,0,0,429.37,81.0,0,0
0.03,24.021229984724616,131.95931690032398,0,0,0,0,443.68,84.0,0,0
0.03,23.241335210370043,134.06186429433728,0,0,0,0,457.99,87.0,0,0
0.03,21.769743461159965,135.84766435068465,0,0,0,0,472.3,90.0,0,0
0.03,19.772268332008657,137.38669979359742,0,0,0,0,486.61,93.0,0,0
0.03,19.150418495002253,137.94176238713538,0,0,0,0,500.92,96.0,0,0
0.03,20.714397057459628,139.59382066492736,0,0,0,0,515.23,99.0,0,0
0.03,22.528515257784274,140.75005735296472,0,0,0,0,520,100.0,0,0
0.05,23.71915830330012,137.4970314541211,0,0,0,0,505.69,97.0,0,0
0.05,24.228951082485253,134.5703379122861,0,0,0,0,491.38,94.0,0,0
0.05,25.68406973949233,131.37730832168214,0,0,0,0,477.07,91.0,0,0
0.05,27.61687641254998,128.43330666210684,0,0,0,0,462.76,88.0,0,0
0.05,27.27096028738777,125.84769152477702,0,0,0,0,448.45,85.0,0,0
0.05,25.745482206104484,124.68133113804792,0,0,0,0,434.14,82.0,0,0
0.05,24.804321286828436,123.18014291981339,0,0,0,0,419.83,79.0,0,0
0.05,25.132200133876992,121.92406159489653,0,0,0,0,405.52,76.0,0,0
0.05,25.407152444046854,120.39705950775026,0,0,0,0,391.21,73.0,0,0
0.05,24.258145893008823,119.00627075713071,0,0,0,0,376.9,70.0,0,0
0.07,23.04539626177523,117.37369893862953,0,0,0,0,362.59000000000003,67.0,0,0
0.07,21.138119984384076,115.5776669131902,0,0,0,0,348.28,63.99999999999999,0,0
0.07,20.054424141057993,114.24559666091096,0,0,0,0,333.96999999999997,60.99999999999999,0,0
0.07,21.61779108294836,113.19329516373013,0,0,0,0,319.65999999999997,57.99999999999999,0,0
0.07,22.853697567482552,111.4481984347375,0,0,0,0,305.34999999999997,54.99999999999999,0,0
0.07,21.911880814623,110.23737873705927,0,0,0,0,291.03999999999996,51.99999999999999,0,0
0.07,21.378555640113937,109.2487771861329,0,0,0,0,276.7299999999999,48.99999999999998,0,0
0.07,20.75254400815829,108.26730271136043,0,0,0,0,262.4199999999999,45.99999999999997,0,0
0.07,22.179754193876445,107.63914488787348,0,0,0,0,248.10999999999984,42.99999999999997,0,0
0.07,20.67671932540252,107.05215719524539,0,0,0,0,233.79999999999984,39.99999999999997,0,0
0.08,19.337150471846055,105.91687215079446,0,0,0,0,219.48999999999984,36.999999999999964,0,0
0.08,19.724066221439813,104.92065242119777,0,0,0,0,205.1799999999999,33.99999999999997,0,0
0.08,18.43607531606861,103.88915943639812,0,0,0,0,190.8699999999999,30.99999999999997,0,0
0.08,19.513273930409184,103.33472633741681,0,0,0,0,176.55999999999983,27.99999999999997,0,0
0.08,19.2696958501707,102.74741684822331,0,0,0,0,162.24999999999983,24.99999999999997,0,0
0.08,21.169923627989924,101.51917866534019,0,0,0,0,147.93999999999988,21.99999999999997,0,0
0.08,22.310483850282697,100.28416424971309,0,0,0,0,133.62999999999988,18.99999999999997,0,0
0.08,20.53700714508856,99.74089966364136,1,0,0,0,119.31999999999988,15.999999999999972,0,0
0.08,20.34850140069121,98.44919316778004,1,0,0,0,105.00999999999982,12.999999999999972,0,0
0.08,19.0081531066541,98.30020642995697,1,0,0,0,90.69999999999987,9.999999999999972,0,0
0.10,18,97.52674923274341,1,0,0,0,76.38999999999987,6.999999999999972,0,0
0.10,18.01819401004559,96.5320852124976,1,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,18.040128648069164,96.04835587029756,1,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,18,95.66717060638702,1,0,0,0,43,0.0,0,0
