Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,85.93,9.0,0,0
0.00,23.934692213834925,106.77669688482389,0,0,0,0,100.24000000000001,12.0,0,0
0.00,23.87735595082992,113.38259667437744,0,0,0,0,114.55000000000001,15.0,0,0
0.00,24.083658752837383,115.10698846225603,0,0,0,0,128.86,18.0,0,0
0.00,22.951623261164,122.0850779181183,0,0,0,0,143.16999999999996,21.0,0,0
0.00,23.044621070226142,118.18026090960124,0,0,0,0,157.48000000000002,24.0,0,0
0.00,24.281185559532005,120.41920909333783,0,0,0,0,171.79000000000002,27.0,0,0
0.00,24.111458990875015,120.34751579634604,0,0,0,0,186.10000000000002,30.0,0,0
0.00,26.012058502403058,120.00250815430945,0,0,0,0,200.40999999999997,33.0,0,0
0.00,26.793284434380617,118.51270974125057,0,0,0,0,214.71999999999997,36.0,0,0
0.02,25.67232864067325,119.31247593585726,0,0,0,0,229.03000000000003,39.0,0,0
0.02,27.285444201709346,115.88687390921974,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,27.70469800047058,119.20601790603655,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,28.240814228387844,117.55133285164382,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,26.93416826000004,121.45915612489152,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,28.094932930008227,122.73395936539666,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,27.248633881388585,127.02384488244653,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,29.192729322408805,125.97268294484073,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,29.355548664101086,125.14404160689473,0,0,0,0,343.51,63.0,0,0
0.02,31.00324341810417,125.32314912429499,0,0,0,0,357.82,66.0,0,0
0.03,29.406772042031545,128.7312048757454,0,0,0,0,372.13,69.0,0,0
0.03,29.083193917984016,130.7777593532511,0,0,0,0,386.44,72.0,0,0
0.03,30.11240079867863,130.4059926612981,0,0,0,0,400.75,75.0,0,0
0.03,31.70103684560695,132.0528865580507,0,0,0,0,415.06,78.0,0,0
0.03,30.747192131840183,134.14529588714683,0,0,0,0,429.37,81.0,0,0
0.03,32.16519932972021,134.80726326739952,0,0,0,0,443.68,84.0,0,0
0.03,33.36820078948748,137.12872079019527,0,0,0,0,457.99,87.0,0,0
0.03,33.799472576747654,137.0647589960328,0,0,0,0,472.3,90.0,0,0
0.03,35,138.1949144863185,0,0,0,0,486.61,93.0,0,0
0.03,34.30266061769352,140.4289820680883,0,0,0,0,500.92,96.0,0,0
0.05,32.76458321424176,140.063121295157,0,0,0,0,515.23,99.0,0,0
0.05,33.03959932350245,141.23508717799285,0,0,0,0,520,100.0,0,0
0.05,31.053910583962026,139.38306600212047,0,0,0,0,505.69,97.0,0,0
0.05,30.567149353180913,137.05718823597948,0,0,0,0,491.38,94.0,0,0
0.05,30.73313405394847,134.41320866349994,0,0,0,0,477.07,91.0,0,0
0.05,29.721255116203682,131.7730915740379,0,1,0,0,462.76,88.0,0,0
0.05,31.268153169732575,129.2740214799167,0,1,0,0,448.45,85.0,0,0
0.05,29.58980916562504,128.1245845030246,0,1,0,0,434.14,82.0,0,0
0.05,31.284499141518943,127.08401802501271,0,1,0,0,419.83,79.0,0,0
