Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,100.24000000000001,12.0,0,0
0.00,22.305010430209354,111.27834426150176,0,0,0,0,114.55000000000001,15.0,0,0
0.00,20.536493789937662,108.31411612434772,0,0,0,0,128.86,18.0,0,0
0.00,22.29831656037683,107.22818809542804,0,0,0,0,143.16999999999996,21.0,0,0
0.00,22.75449651126246,110.80914023965315,0,0,0,0,157.48000000000002,24.0,0,0
0.00,24.031706693989413,112.3141429246216,0,0,0,0,171.79000000000002,27.0,0,0
0.00,25.289281286893576,114.71201953362879,0,0,0,0,186.10000000000002,30.0,0,0
0.00,27.277125100826474,112.79433848255042,0,0,0,0,200.40999999999997,33.0,0,0
0.00,28.170010347685725,116.08352498892519,0,0,0,0,214.71999999999997,36.0,0,0
0.00,26.37356192838568,115.37182965386887,0,0,0,0,229.03000000000003,39.0,0,0
0.02,27.746409458166738,114.09174047461715,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,28.197609601063807,111.96280666527058,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,28.062174805942604,110.72043039768567,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,27.446092654607313,115.73370084398475,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,27.98607005325239,117.9751925710216,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,29.183556223188713,119.85709068024246,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,29.88649408331118,122.75943134460822,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,29.504903902825202,123.35583679421153,0,0,0,0,343.51,63.0,0,0
0.02,30.453991632719706,127.26091370025843,0,0,0,0,357.82,66.0,0,0
0.02,29.663731618043006,127.75015243050852,0,0,0,0,372.13,69.0,0,0
0.03,29.84217272297012,130.64844555427763,0,0,0,0,386.44,72.0,0,0
0.03,31.149226814984832,133.98754311418713,0,0,0,0,400.75,75.0,0,0
0.03,29.455076851855452,136.0798890817635,0,0,0,0,415.06,78.0,0,0
0.03,29.97906777468598,136.75955755951887,0,0,0,0,429.37,81.0,0,0
0.03,30.717125301144115,136.90674976601883,0,0,0,0,443.68,84.0,0,0
0.03,32.15258882453476,138.00263244099844,0,0,0,0,457.99,87.0,0,0
0.03,33.64257908009424,139.5108356083842,0,0,0,0,472.3,90.0,0,0
0.03,34.50640626879124,140.13518448356112,0,0,0,0,486.61,93.0,0,0
0.03,32.58144408609701,140.68942893849768,0,0,0,0,500.92,96.0,0,0
0.03,33.765030606225544,140.58061630158255,0,0,0,0,515.23,99.0,0,0
0.05,35,140.68357600108064,0,0,0,0,520,100.0,0,0
0.05,34.01686048482029,138.63820711037437,0,0,0,0,505.69,97.0,0,0
0.05,32.82142585261937,135.80291504680815,0,0,0,0,491.38,94.0,0,0
0.05,34.053303116772696,134.22373856508165,0,0,0,0,477.07,91.0,0,0
0.05,35,132.7656174057137,0,0,0,0,462.76,88.0,0,0
0.05,34.89818632549507,130.67415559469816,0,0,0,0,448.45,85.0,0,0
0.05,33.2728701053147,127.9445666837548,0,0,0,0,434.14,82.0,0,0
0.05,33.08322608910777,125.61069513325671,0,0,0,0,419.83,79.0,0,0
0.05,33.73409996671493,124.24000229362854,0,0,0,0,405.52,76.0,0,0
0.05,33.4939719077236,122.29341242579123,0,0,0,0,391.21,73.0,0,0
0.07,34.29269919305774,120.4831116711191,0,1,0,0,376.9,70.0,0,0
0.07,33.165314816642635,118.84789190492077,0,1,0,0,362.59000000000003,67.0,0,0
0.07,31.79175782520551,117.62609136902717,0,1,0,0,348.28,63.99999999999999,0,0
0.07,30.84096707903024,115.35558178703482,0,1,0,0,333.96999999999997,60.99999999999999,0,0
0.07,30.524645198065983,113.98747440616553,0,1,0,0,319.65999999999997,57.99999999999999,0,0
0.07,30.74381967409292,113.23824355214362,0,1,0,0,305.34999999999997,54.99999999999999,0,0
0.07,29.65497481299264,112.1668833212744,0,1,0,0,291.03999999999996,51.99999999999999,0,0
0.07,30.177487408038907,110.6073932853681,0,1,0,0,276.7299999999999,48.99999999999998,0,0
0.07,30.554205614400466,109.28419478549208,0,1,0,0,262.4199999999999,45.99999999999997,0,0
0.07,29.50521357005419,108.18799810196386,0,1,0,0,248.10999999999984,42.99999999999997,0,0
0.08,31.206049544141827,106.80773391645867,0,1,0,0,233.79999999999984,39.99999999999997,0,0
0.08,32.44037731722965,105.80534927907689,0,1,0,0,219.48999999999984,36.999999999999964,0,0
0.08,31.55429977168599,105.3661514975716,0,1,0,0,205.1799999999999,33.99999999999997,0,0
0.08,31.551202631632226,104.49401691653044,0,1,0,0,190.8699999999999,30.99999999999997,0,0
0.08,31.78035333661828,104.09457250278228,0,1,0,0,176.55999999999983,27.99999999999997,0,0
0.08,30.37923890586201,103.52023083816275,0,1,0,0,162.24999999999983,24.99999999999997,0,0
0.08,30.234301102899956,102.25353000907117,0,1,0,0,147.93999999999988,21.99999999999997,0,0
0.08,31.29655910726697,101.70167391597741,0,1,0,0,133.62999999999988,18.99999999999997,0,0
0.08,33.22052915387861,100.40791701340162,0,1,0,0,119.31999999999988,15.999999999999972,0,0
0.08,35,99.64991395876396,0,1,0,0,105.00999999999982,12.999999999999972,0,0
0.10,35,99.28365947603501,0,1,0,0,90.69999999999987,9.999999999999972,0,0
0.10,35,98.58542238978693,0,1,0,0,76.38999999999987,6.999999999999972,0,0
0.10,34.01184669964317,97.44020328384433,0,1,0,0,62.07999999999987,3.9999999999999716,0,0
0.10,32.84303872117868,96.54868814843263,0,1,0,0,47.76999999999987,0.9999999999999716,0,0
0.10,34.66666689638634,95.87203352373065,0,1,0,0,43,0.0,0,0
0.10,35,96.75129551013468,0,1,0,0,57.31,3.0,0,0
0.10,35,97.38712231520097,0,1,0,0,71.62,6.0,0,0
0.10,35,97.49422192897275,0,1,0,0,85.93,9.0,0,0
0.10,34.22600584544627,98.04007401104715,0,1,0,0,100.24000000000001,12.0,0,0
0.10,35,98.81218620321218,0,1,0,0,114.55000000000001,15.0,0,0
0.12,35,99.33416055772945,0,1,0,0,128.86,18.0,0,0
0.12,35,99.03612512523868,0,1,0,0,143.16999999999996,21.0,0,0
0.12,35,98.97832452431399,0,1,0,0,157.48000000000002,24.0,0,0
0.12,35,99.71005383445208,0,1,0,0,171.79000000000002,27.0,0,0
0.12,33.544871837583614,100.38520328838113,0,1,0,0,186.10000000000002,30.0,0,0
0.12,35,100.41998017427734,0,1,0,0,200.40999999999997,33.0,0,0
0.12,33.472129183913594,100.64838052253172,0,1,0,0,214.71999999999997,36.0,0,0
0.12,32.4947810542495,101.0262710781617,0,1,0,0,229.03000000000003,39.0,0,0
0.12,30.782852388217776,101.24412660019502,0,1,0,0,243.34000000000003,42.00000000000001,0,0
0.12,30.590093741601255,101.48607482615127,0,1,0,0,257.65000000000003,45.00000000000001,0,0
0.13,31.45437662960574,102.10983142901395,0,1,0,0,271.96000000000004,48.00000000000001,0,0
0.13,32.7092580462678,103.00107600528466,0,1,0,0,286.27000000000004,51.00000000000001,0,0
0.13,32.89316003454004,104.07959213467556,0,1,0,0,300.58000000000004,54.00000000000001,0,0
0.13,32.187562855825725,104.75091952846417,0,1,0,0,314.89000000000004,57.000000000000014,0,0
0.13,30.381715083806746,105.11457224563415,0,1,0,0,329.20000000000005,60.00000000000001,0,0
0.13,29.883545616673647,106.0247936105966,0,1,0,0,343.51,63.0,0,0
0.13,31.094642217468458,106.7933618447152,0,1,0,0,357.82,66.0,0,0
0.13,30.53747067354397,107.92206100173452,0,1,0,0,372.13,69.0,0,0
0.13,30.162956809219203,108.57233995261944,0,1,0,0,386.44,72.0,0,0
0.13,28.766113212779118,108.68293486456601,0,1,0,0,400.75,75.0,0,0
0.15,30.63353152096356,109.26058746994318,0,1,0,0,415.06,78.0,0,0
0.15,29.040900589767247,110.20475961649026,0,1,0,0,429.37,81.0,0,0
0.15,28.813727252946865,110.60373442729714,0,1,0,0,443.68,84.0,0,0
0.15,27.81726538370669,111.22025633719957,0,1,0,0,457.99,87.0,0,0
0.15,27.716952605794287,111.31296011245632,0,1,0,0,472.3,90.0,0,0
0.15,27.467898623084448,111.86553898212979,0,1,0,0,486.61,93.0,0,0
0.15,26.70821714644909,112.73076885359936,0,1,0,0,500.92,96.0,0,0
0.15,27.146682566358596,113.09455162190393,1,1,0,0,515.23,99.0,0,0
0.15,8.571428571428571,113.80840678654293,1,1,0,0,520,100.0,0,0
0.15,8.571428571428571,113.52243172605053,1,1,0,0,505.69,97.0,0,0
0.17,8.571428571428571,113.03371140422226,1,1,0,0,491.38,94.0,0,0
0.17,8.571428571428571,112.07281740283788,1,1,0,0,477.07,91.0,0,0
0.17,8.571428571428571,111.6347514270254,2,1,0,0,462.76,88.0,0,0
0.17,8.571428571428571,111.31167923712165,2,1,0,0,448.45,85.0,0,0
