Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,114.55000000000001,15.0,0,0
0.00,27.347850384201877,132.8548239120026,0,0,0,0,128.86,18.0,0,0
0.00,25.993175645364957,133.20934594648622,0,0,0,0,143.16999999999996,21.0,0,0
0.00,26.519221698588183,130.18153412455632,0,0,0,0,157.48000000000002,24.0,0,0
0.00,25.186740464671402,125.14064501432465,0,0,0,0,171.79000000000002,27.0,0,0
0.00,25.146435557808758,125.5046744045185,0,0,0,0,186.10000000000002,30.0,0,0
0.00,26.53640099509614,126.73925643141625,0,0,0,0,200.40999999999997,33.0,0,0
0.00,25.960890273463303,122.01581238614007,0,0,0,0,214.71999999999997,36.0,0,0
0.00,27.603574862937283,118.58240751808565,1,0,0,0,229.03000000000003,39.0,0,0
0.00,27.907729848784488,122.54142306797829,1,0,0,0,243.34000000000003,42.00000000000001,0,0
0.02,29.84524282588996,122.9656141321831,1,0,0,0,257.65000000000003,45.00000000000001,0,0
0.02,28.31262481749919,121.4018220712279,1,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,29.949541280495378,121.7215963812773,1,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,29.406422347374672,126.20815833754303,1,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,29.69799466816569,130.24738075705588,1,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,31.39766398557225,134.2905072713452,1,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,32.227279792703,136.44267419508378,1,0,0,0,343.51,63.0,0,0
0.02,31.981327357953063,139.56822691100922,1,0,0,0,357.82,66.0,0,0
0.02,33.78938782677209,142.16269571812873,1,0,0,0,372.13,69.0,0,0
0.02,33.35938516131537,142.07766975454285,1,0,0,0,386.44,72.0,0,0
0.03,32.22125553062146,141.58978379747725,1,0,0,0,400.75,75.0,0,0
0.03,32.59429216670393,141.7560247326416,1,0,0,0,415.06,78.0,0,0
0.03,33.12976219034463,140.9526599064386,1,0,0,0,429.37,81.0,0,0
0.03,32.49402629639739,140.45343934591145,1,0,0,0,443.68,84.0,0,0
0.03,31.60203727481788,141.91194560089724,1,0,0,0,457.99,87.0,0,0
0.03,30.974086125617223,142.1686510707517,1,0,0,0,472.3,90.0,0,0
0.03,29.680179211370923,143.23353137443334,1,1,0,0,486.61,93.0,0,0
0.03,30.273985587561295,144.36818841890195,1,1,0,0,500.92,96.0,0,0
0.03,29.385301011152414,146.10307030629073,1,1,0,0,515.23,99.0,0,0
0.03,29.288170996752196,146.99986466356862,1,1,0,0,520,100.0,0,0
0.05,28.486505257999937,144.11617065660175,1,1,0,0,505.69,97.0,0,0
0.05,26.539755910256915,141.87424354378788,1,1,0,0,491.38,94.0,0,0
0.05,28.51427327401768,138.95317452900295,1,1,0,0,477.07,91.0,0,0
0.05,28.947878856114958,136.082899120055,1,1,0,0,462.76,88.0,0,0
0.05,30.67643851882613,133.81713002492756,1,1,0,0,448.45,85.0,0,0
0.05,30.475205771134473,131.41243641535146,1,1,0,0,434.14,82.0,0,0
0.05,31.756551118967852,129.39120157702962,1,1,0,0,419.83,79.0,0,0
0.05,33.402545412898924,127.39616090445904,1,1,0,0,405.52,76.0,0,0
0.05,35,125.60949601619097,1,1,0,0,391.21,73.0,0,0
0.05,33.02859308404991,124.44536650550648,1,1,0,0,376.9,70.0,0,0
0.07,31.87630923423606,122.26255042996098,1,1,0,0,362.59000000000003,67.0,0,0
0.07,33.87071072995014,120.02069134752057,1,1,0,0,348.28,63.99999999999999,0,0
