Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force (ai20),Handle Position (ai21),Raw Seat Position (ai22),Converted Seat Position,Left Foot Force (ai16),Right Foot Force (ai18)
0.00,0,0,0,0,0,0,305.34999999999997,54.99999999999999,0,0
0.00,24.675127066708182,84.93966772911827,0,0,0,0,291.03999999999996,51.99999999999999,0,0
0.00,24.70309401694656,69.31780226361845,0,0,0,0,276.7299999999999,48.99999999999998,0,0
0.00,26.659261551511655,64.16508552855834,0,0,0,0,262.4199999999999,45.99999999999997,0,0
0.00,26.25876935650781,65.76601008541286,0,0,0,0,248.10999999999984,42.99999999999997,0,0
0.00,27.216464400723073,58.35954233816732,0,0,0,0,233.79999999999984,39.99999999999997,0,0
0.00,28.418057094115742,57.71955043930324,0,0,0,0,219.48999999999984,36.999999999999964,0,0
0.00,29.930707801883194,54.2588575412398,0,0,0,0,205.1799999999999,33.99999999999997,0,0
0.00,30.602900713578737,56.784135304756276,0,0,0,0,190.8699999999999,30.99999999999997,0,0
0.02,29.26014273953212,55.5374091416478,0,0,0,0,176.55999999999983,27.99999999999997,0,0
0.02,29.11906565755604,56.865117407023874,0,0,0,0,162.24999999999983,24.99999999999997,0,0
0.02,30.13039489283726,56.490840862403935,0,0,0,0,147.93999999999988,21.99999999999997,0,0
0.02,31.5469281745827,55.4134149595652,0,0,0,0,133.62999999999988,18.99999999999997,0,0
0.02,31.32988899796908,55.715416804962956,0,0,0,0,119.31999999999988,15.999999999999972,0,0
0.02,31.837345950418367,54.14334223474413,0,0,0,0,105.00999999999982,12.999999999999972,0,0
0.02,32.377993581370376,55.37313434933219,0,0,0,0,90.69999999999987,9.999999999999972,0,0
0.02,31.834641818794253,54.7839546432742,0,0,0,0,76.38999999999987,6.999999999999972,0,0
0.02,30.05052725506477,53.35287674553045,0,0,0,0,62.07999999999987,3.9999999999999716,0,0
0.03,29.723889563136012,54.42457429983679,0,0,0,0,47.76999999999987,0.9999999999999716,0,0
0.03,31.110326165402327,54.21815757160979,0,0,0,0,43,0.0,0,0
0.03,31.760163625605163,54.822914348634676,0,0,0,0,57.31,3.0,0,0
0.03,31.876735465185323,57.53450946473863,0,0,0,0,71.62,6.0,0,0
0.03,30.983788654898316,58.9029004791144,0,0,0,0,85.93,9.0,0,0
0.03,31.895066255770477,63.229908468938085,0,0,0,0,100.24000000000001,12.0,0,0
0.03,30.20064037534666,63.39637755473775,0,0,0,0,114.55000000000001,15.0,0,0
0.03,29.439679580980023,64.61065661124819,1,0,0,0,128.86,18.0,0,0
0.03,31.400380129603654,67.64133379090661,2,0,0,0,143.16999999999996,21.0,0,0
0.05,30.03334992287724,70.42132151706346,2,0,0,0,157.48000000000002,24.0,0,0
0.05,29.43644574204986,71.26879672568144,2,0,0,0,171.79000000000002,27.0,0,0
